Country,Year,Air_Pollution_Deaths,Infectious_Disease_Deaths,Life_Expectancy,Smoking_Attributed_Deaths,Under_Fifteen_Mortality,Ozone_Pollution_Deaths,Health_Expenditure_as_GDP_Percentage
b'Paraguay',2005,2458.2673,2748.0,70.5,3369.2925,4567.0,16.133009,4.83
b'Paraguay',2006,2495.3706,2755.0,70.8,3464.7275,4420.0,18.3887,5.02
b'Paraguay',2007,2451.622,2685.0,71.1,3473.7483,4278.0,19.34016,5.02
b'Paraguay',2008,2452.6653,2712.0,71.4,3534.7283,4139.0,14.913604,5.04
b'Paraguay',2009,2534.8677,2791.0,71.6,3725.6165,4003.0,15.610136,5.52
b'Paraguay',2010,2552.4932,2859.0,71.9,3839.395,3867.0,17.253359,5.47
b'Paraguay',2011,2473.615,2973.0,72.1,3822.8757,3737.0,25.905687,5.82
b'Paraguay',2012,2388.5112,2962.0,72.5,3829.8381,3623.0,34.39213,6.53
b'Paraguay',2013,2364.7117,3041.0,72.8,3931.488,3538.0,34.698193,6.06
b'Paraguay',2014,2235.3367,3004.0,72.9,3895.2126,3481.0,31.063091,6.63
b'Peru',2002,10318.816,24757.0,71.7,3458.0295,23449.0,22.079094,4.94
b'Peru',2003,10534.884,24653.0,72.2,3561.8977,21769.0,27.51905,4.59
b'Peru',2004,10345.439,23879.0,72.7,3567.361,20426.0,22.314528,4.43
b'Peru',2005,10319.06,23559.0,73.0,3600.1375,19321.0,25.423927,4.67
b'Peru',2006,10158.185,23051.0,73.2,3635.4348,18291.0,30.449324,4.41
b'Peru',2007,9924.53,22338.0,73.2,3652.714,17280.0,27.242311,4.43
b'Peru',2008,10154.848,22506.0,73.4,3790.368,16283.0,18.558212,4.53
b'Peru',2009,11473.253,24478.0,73.5,4345.2114,15375.0,19.276981,4.97
b'Peru',2010,11955.854,24978.0,73.7,4569.904,14568.0,26.02898,4.72
b'Peru',2011,11996.462,24773.0,74.1,4606.898,13832.0,46.885098,4.54
b'Peru',2012,11975.8545,24916.0,74.5,4588.2197,13157.0,68.50943,4.73
b'Peru',2013,11887.077,25260.0,75.0,4541.0737,12514.0,56.75914,4.75
b'Peru',2014,11505.233,25146.0,75.3,4409.3945,11952.0,47.9444,4.96
b'Philippines',2002,59690.324,101736.0,69.8,67638.75,93151.0,129.43384,2.64
b'Philippines',2003,61344.445,102151.0,69.9,69069.055,92017.0,159.23976,3.08
b'Philippines',2004,63157.906,105039.0,70.0,71087.49,90783.0,161.91788,3.05
b'Philippines',2005,66726.86,105829.0,70.2,74293.36,89544.0,157.98822,3.74
b'Philippines',2006,68885.11,109614.0,70.3,76680.08,88859.0,185.33972,3.78
b'Philippines',2007,70385.29,110447.0,70.5,77867.44,88328.0,190.0,3.75
b'Philippines',2008,73438.37,111241.0,70.6,80522.21,87763.0,264.26422,3.86
b'Philippines',2009,76012.66,114107.0,70.6,83086.72,87315.0,247.23228,4.16
b'Philippines',2010,77602.82,116026.0,70.8,84765.31,86519.0,265.7861,4.13
b'Philippines',2011,78735.75,116186.0,70.8,86629.0,84688.0,230.93587,4.03
b'Philippines',2012,78890.92,114594.0,70.9,88476.04,83605.0,218.15858,4.18
b'Philippines',2013,77574.84,113979.0,70.8,89587.79,85373.0,247.40327,4.27
b'Philippines',2014,76301.1,115425.0,71.2,91394.4,82716.0,242.02785,3.7
b'Poland',2002,37027.2,9434.0,74.6,80553.24,4038.0,728.6879,6.07
b'Poland',2003,36450.652,9564.0,74.7,79835.91,3796.0,750.13684,5.95
b'Poland',2004,36330.656,9818.0,75.0,80219.125,3637.0,728.6622,5.87
b'Poland',2005,36157.004,10143.0,75.1,79731.18,3528.0,711.0421,5.81
b'Poland',2006,36280.203,10370.0,75.3,79842.26,3446.0,718.6109,5.8
b'Poland',2007,36579.41,10689.0,75.3,79985.02,3368.0,720.0802,5.87
b'Poland',2008,36468.188,10926.0,75.6,79013.11,3298.0,650.91876,6.38
b'Poland',2009,36349.117,11136.0,75.8,77994.48,3186.0,604.0741,6.59
b'Poland',2010,35266.094,11230.0,76.3,75842.47,3032.0,567.06555,6.47
b'Poland',2011,34536.305,11576.0,76.7,75163.016,2833.0,584.35205,6.29
b'Poland',2012,33921.207,12150.0,76.7,75881.4,2646.0,675.3518,6.27
b'Poland',2013,32393.56,12613.0,77.0,75231.234,2494.0,701.58014,6.48
b'Poland',2014,30556.088,12668.0,77.6,73438.01,2384.0,709.39404,6.43
b'Portugal',2002,4199.3174,6730.0,77.4,14114.402,924.0,253.92534,8.79
b'Portugal',2003,4099.755,6777.0,77.6,13972.348,841.0,284.3816,9.12
b'Portugal',2004,3883.1404,6653.0,78.4,13448.075,760.0,343.34232,9.53
b'Portugal',2005,3780.7883,6959.0,78.3,13351.76,695.0,394.36337,9.65
b'Portugal',2006,3632.1494,7142.0,79.1,13165.811,643.0,421.1418,9.35
b'Portugal',2007,3472.3765,7421.0,79.3,13002.3125,598.0,382.31277,9.25
b'Portugal',2008,3307.4246,7650.0,79.6,12879.094,568.0,350.68323,9.58
b'Portugal',2009,3194.7607,7852.0,79.8,12789.099,541.0,357.31543,10.13
b'Portugal',2010,3061.6477,8025.0,80.0,12648.899,516.0,349.74384,10.03
b'Portugal',2011,2926.8022,8216.0,80.5,12482.359,495.0,334.99606,9.73
b'Portugal',2012,2856.7754,8491.0,80.5,12414.742,464.0,357.78546,9.65
b'Portugal',2013,2762.3655,8624.0,80.8,12298.867,432.0,368.4157,9.4
b'Portugal',2014,2646.3337,8657.0,81.2,12101.685,412.0,355.10175,9.34
b'Qatar',2002,261.36453,57.0,75.4,179.22958,176.0,3.419664,2.46
b'Qatar',2003,273.93228,57.0,75.6,189.06789,173.0,3.7555919,3.5
b'Qatar',2004,279.31525,56.0,76.0,192.68907,170.0,3.7249622,3.18
b'Qatar',2005,295.49506,60.0,76.1,203.10266,164.0,3.8966408,2.56
b'Qatar',2006,317.0587,69.0,76.6,215.77954,161.0,3.9989321,2.29
b'Qatar',2007,334.76263,75.0,77.0,227.31575,163.0,4.812814,2.07
b'Qatar',2008,347.73157,83.0,77.4,239.54567,171.0,5.1766105,1.64
b'Qatar',2009,364.06042,88.0,77.9,253.22417,179.0,5.0385084,2.38
b'Qatar',2010,375.2357,93.0,78.4,262.76117,187.0,4.727744,1.87
b'Qatar',2011,384.35413,98.0,78.9,270.592,199.0,4.7439084,1.6
b'Qatar',2012,400.53387,103.0,79.2,282.8623,208.0,5.3193517,1.75
b'Qatar',2013,421.4265,107.0,79.5,297.60812,214.0,5.8930774,2.08
b'Qatar',2014,440.60837,112.0,79.8,312.1617,216.0,6.3144197,2.42
b'Romania',2002,28155.168,9972.0,70.7,48665.24,5531.0,713.2731,4.58
b'Romania',2003,27324.986,9449.0,69.8,48091.03,5247.0,754.80426,5.37
b'Romania',2004,25762.672,8935.0,69.5,46271.137,5003.0,700.47516,5.48
b'Romania',2005,25058.484,8514.0,70.6,45604.395,4751.0,516.1146,5.53
b'Romania',2006,24010.564,8119.0,71.5,44315.605,4409.0,531.0181,5.07
b'Romania',2007,22930.328,7746.0,72.5,43154.05,4037.0,486.32358,5.02
b'Romania',2008,22660.41,7760.0,73.6,43617.195,3851.0,498.73944,5.02
b'Romania',2009,22331.277,7705.0,74.0,43672.11,3718.0,403.72818,5.28
b'Romania',2010,21777.65,7610.0,74.0,43209.11,3448.0,342.97,5.64
b'Romania',2011,20175.73,7286.0,74.4,40515.832,3086.0,290.43637,4.48
b'Romania',2012,19717.39,7413.0,74.4,40683.695,2824.0,317.57346,4.51
b'Romania',2013,18346.28,7254.0,75.0,38990.875,2614.0,311.8927,5.22
b'Romania',2014,18275.799,7689.0,74.9,40329.24,2441.0,263.14435,5.03
b'Russia',2002,154355.14,87301.0,65.1,381776.28,31775.0,3283.7332,5.52
b'Russia',2003,152752.67,91185.0,65.3,388407.88,30363.0,3118.7979,5.16
b'Russia',2004,144571.06,90241.0,65.9,375219.84,28692.0,2924.776,4.76
b'Russia',2005,146883.83,95769.0,66.1,389868.84,26654.0,2908.2004,4.77
b'Russia',2006,134850.48,87103.0,67.3,354433.6,24791.0,2482.6482,4.77
b'Russia',2007,130176.29,82431.0,68.2,339314.1,23716.0,2294.8179,4.75
b'Russia',2008,132510.5,82402.0,68.5,346653.75,23189.0,2285.994,4.9
b'Russia',2009,127938.8,78644.0,69.2,332610.6,22847.0,2446.328,5.64
b'Russia',2010,129129.91,78932.0,69.4,340322.28,22616.0,2410.1755,4.97
b'Russia',2011,118762.21,75616.0,70.4,319040.16,22465.0,2348.5837,4.79
b'Russia',2012,111682.66,73865.0,70.8,312774.53,22414.0,1921.846,4.94
b'Russia',2013,103861.01,72901.0,71.3,307303.4,22038.0,1712.1573,5.08
b'Russia',2014,99173.875,73908.0,71.6,313246.28,21097.0,1555.7788,5.18
b'Rwanda',2002,10983.786,59984.0,51.0,3864.5427,59457.0,12.588157,3.13
b'Rwanda',2003,10751.63,55671.0,53.4,3723.3384,53649.0,12.278457,6.93
b'Rwanda',2004,10775.379,50025.0,55.5,3614.7747,48505.0,20.822699,7.51
b'Rwanda',2005,10466.099,44402.0,57.3,3523.7134,43896.0,32.528744,7.73
b'Rwanda',2006,10032.557,39305.0,58.7,3495.0706,39756.0,49.63618,7.61
b'Rwanda',2007,9741.704,35809.0,60.0,3506.0776,36173.0,40.7163,7.86
b'Rwanda',2008,9469.83,33875.0,61.1,3529.3726,32888.0,29.316368,7.57
b'Rwanda',2009,8839.979,31613.0,62.0,3537.9229,30044.0,26.020058,7.81
b'Rwanda',2010,8791.971,29864.0,62.5,3613.9558,27517.0,35.842827,8.09
b'Rwanda',2011,8726.057,28355.0,63.3,3716.9614,25240.0,48.38029,7.94
b'Rwanda',2012,8838.73,27145.0,64.0,3855.0798,23717.0,56.95977,8.11
b'Rwanda',2013,8501.75,24995.0,64.4,3951.2283,22614.0,70.44004,6.78
b'Rwanda',2014,8639.933,24072.0,64.9,4084.1616,21926.0,75.77121,6.99
b'Saint Kitts and Nevis',2002,11.83156,41.0,70.5,18.769897,20.0,0.08878125,4.45
b'Saint Kitts and Nevis',2003,10.912547,41.0,70.8,18.457224,19.0,0.08555911,4.75
b'Saint Kitts and Nevis',2004,10.201187,41.0,71.3,18.69107,18.0,0.022498302,4.49
b'Saint Kitts and Nevis',2005,9.766279,42.0,71.4,18.621101,18.0,0.0081845485,4.73
b'Saint Kitts and Nevis',2006,9.6516285,42.0,71.3,18.945547,16.0,0.01043338,4.98
b'Saint Kitts and Nevis',2007,9.487034,42.0,71.4,19.137087,16.0,0.022142056,4.8
b'Saint Kitts and Nevis',2008,8.893095,43.0,71.4,17.43057,15.0,0.014796625,5.31
b'Saint Kitts and Nevis',2009,8.774918,43.0,71.4,17.38377,15.0,0.002029288,5.29
b'Saint Kitts and Nevis',2010,8.7608185,43.0,71.3,17.654373,15.0,0.00029926692,5.21
b'Saint Kitts and Nevis',2011,8.867596,45.0,71.5,18.043453,14.0,0.0001573051,5.16
b'Saint Kitts and Nevis',2012,9.02354,46.0,71.7,18.465147,14.0,0.00019546956,5.01
b'Saint Kitts and Nevis',2013,9.2551365,47.0,71.5,18.962309,14.0,0.0013489744,5.04
b'Saint Kitts and Nevis',2014,9.522422,49.0,71.0,19.553257,13.0,0.0016384682,4.75
b'Saint Lucia',2002,66.543625,67.0,71.5,74.867546,63.0,0.41918194,5.39
b'Saint Lucia',2003,65.62065,67.0,71.8,76.23365,59.0,0.4663824,5.24
b'Saint Lucia',2004,64.24957,67.0,72.0,77.35811,57.0,0.2507825,4.77
b'Saint Lucia',2005,62.775692,66.0,72.2,77.03963,56.0,0.17978194,4.86
b'Saint Lucia',2006,61.101444,64.0,72.5,76.405426,55.0,0.16174877,5.13
b'Saint Lucia',2007,58.919308,63.0,72.6,76.77365,53.0,0.19133058,5.54
b'Saint Lucia',2008,58.355328,62.0,72.7,77.6285,53.0,0.21150729,5.09
b'Saint Lucia',2009,57.987324,60.0,72.7,78.26219,52.0,0.20635629,5.24
b'Saint Lucia',2010,57.061035,58.0,72.7,77.75113,52.0,0.12522683,5.05
b'Saint Lucia',2011,57.976063,59.0,72.9,77.8554,52.0,0.11429376,5.08
b'Saint Lucia',2012,60.246338,61.0,72.9,79.64706,52.0,0.13115147,4.92
b'Saint Lucia',2013,65.52872,64.0,72.7,84.77937,53.0,0.14014864,5.05
b'Saint Lucia',2014,69.44369,69.0,72.9,88.497925,54.0,0.14639905,4.62
b'Saint Vincent and the Grenadines',2002,51.19663,79.0,72.2,39.5303,57.0,0.12117759,4.08
b'Saint Vincent and the Grenadines',2003,49.738728,73.0,72.4,40.014095,55.0,0.12998009,3.96
b'Saint Vincent and the Grenadines',2004,48.669308,73.0,73.0,40.40047,52.0,0.07729307,3.87
b'Saint Vincent and the Grenadines',2005,47.819393,69.0,73.5,39.828606,51.0,0.04390999,3.83
b'Saint Vincent and the Grenadines',2006,47.133644,69.0,74.0,40.240242,49.0,0.05124373,3.65
b'Saint Vincent and the Grenadines',2007,47.14576,66.0,74.7,40.705578,49.0,0.06211913,3.82
b'Saint Vincent and the Grenadines',2008,49.161602,64.0,75.1,42.56085,48.0,0.0747651,3.88
b'Saint Vincent and the Grenadines',2009,50.85962,65.0,75.1,43.82482,47.0,0.067950934,4.09
b'Saint Vincent and the Grenadines',2010,52.47984,68.0,74.7,45.27669,45.0,0.045368962,4.3
b'Saint Vincent and the Grenadines',2011,55.11445,65.0,74.6,47.14748,43.0,0.041746072,4.23
b'Saint Vincent and the Grenadines',2012,57.84809,67.0,74.1,49.596157,42.0,0.04714278,4.45
b'Saint Vincent and the Grenadines',2013,60.46018,69.0,73.8,51.882324,40.0,0.052622885,4.24
b'Saint Vincent and the Grenadines',2014,63.295094,74.0,74.5,54.094963,39.0,0.051792912,4.18
b'Samoa',2002,172.71428,108.0,71.3,205.65833,135.0,1.8651773,4.49
b'Samoa',2003,176.53488,109.0,71.5,208.47572,132.0,1.7427417,4.17
b'Samoa',2004,180.00012,109.0,71.7,210.80873,130.0,1.7311519,4.53
b'Samoa',2005,182.95041,109.0,71.8,213.15833,127.0,1.7096905,4.63
b'Samoa',2006,185.72327,110.0,72.0,215.88356,126.0,2.0151396,4.88
b'Samoa',2007,187.27931,110.0,72.1,217.35883,126.0,1.9626175,4.74
b'Samoa',2008,188.66377,111.0,72.2,218.77956,126.0,1.9792609,4.53
b'Samoa',2009,189.95505,110.0,70.1,220.24576,198.0,1.7787136,5.13
b'Samoa',2010,191.08942,112.0,72.2,221.51512,130.0,1.6848694,5.15
b'Samoa',2011,192.38425,112.0,72.3,222.91254,130.0,1.5396549,5.38
b'Samoa',2012,192.86485,115.0,72.2,224.37187,131.0,1.4794155,4.99
b'Samoa',2013,192.98726,116.0,72.4,225.58598,130.0,1.7829229,6.21
b'Samoa',2014,192.72516,117.0,72.5,226.97649,128.0,1.6921585,6.25
b'San Marino',2002,5.4696994,8.0,80.8,34.880806,2.0,0.5596012,5.39
b'San Marino',2003,5.5091205,8.0,80.7,35.421413,1.0,0.57269764,4.77
b'San Marino',2004,5.669895,8.0,80.7,36.40286,1.0,0.6906495,4.86
b'San Marino',2005,5.6210084,8.0,81.2,37.13083,1.0,0.6322382,4.89
b'San Marino',2006,5.5559416,8.0,81.6,37.58731,1.0,0.6922355,4.91
b'San Marino',2007,5.319797,8.0,81.9,37.913498,1.0,0.6671935,5.1
b'San Marino',2008,5.1441565,9.0,82.2,38.218586,1.0,0.71556646,5.41
b'San Marino',2009,4.9813538,9.0,82.5,38.628414,1.0,0.69792986,6.18
b'San Marino',2010,5.0276546,9.0,82.7,39.022343,1.0,0.7769948,6.21
b'San Marino',2011,5.2228765,9.0,82.8,39.391953,1.0,0.8398483,8.07
b'San Marino',2012,5.5687933,9.0,82.6,39.786575,1.0,0.93543553,8.99
b'San Marino',2013,5.9112835,9.0,82.4,40.1595,1.0,0.9754262,8.24
b'San Marino',2014,6.2161756,9.0,82.9,40.55185,1.0,0.98830044,8.3
b'Sao Tome and Principe',2002,174.6272,386.0,62.6,30.546854,470.0,0.32254943,10.7
b'Sao Tome and Principe',2003,164.0776,411.0,63.2,31.109634,443.0,0.4817649,12.66
b'Sao Tome and Principe',2004,170.72751,356.0,63.7,32.07505,417.0,0.73951966,11.92
b'Sao Tome and Principe',2005,159.00273,409.0,63.7,32.01653,390.0,1.0528471,11.55
b'Sao Tome and Principe',2006,163.53891,342.0,64.4,33.164135,365.0,1.4466486,8.3
b'Sao Tome and Principe',2007,162.25952,304.0,64.7,33.67171,341.0,1.4438531,8.2
b'Sao Tome and Principe',2008,156.41397,303.0,65.1,34.08269,319.0,0.9812808,7.17
b'Sao Tome and Principe',2009,154.46605,283.0,65.1,34.95166,296.0,0.9708863,7.24
b'Sao Tome and Principe',2010,155.03802,252.0,65.2,35.713867,277.0,1.164929,6.86
b'Sao Tome and Principe',2011,149.85335,267.0,64.9,36.203423,258.0,1.4280843,6.76
b'Sao Tome and Principe',2012,148.37823,278.0,65.7,37.280506,239.0,1.4159749,6.48
b'Sao Tome and Principe',2013,149.9501,261.0,66.3,38.4435,220.0,1.7697978,7.94
b'Sao Tome and Principe',2014,153.55547,218.0,66.8,39.907547,200.0,2.1141064,6.73
b'Saudi Arabia',2002,12128.103,6613.0,73.3,6377.7827,13596.0,216.78856,4.25
b'Saudi Arabia',2003,12484.352,6657.0,73.6,6725.8975,12759.0,225.6183,3.98
b'Saudi Arabia',2004,12795.916,6654.0,74.2,7060.0376,11941.0,217.63582,3.58
b'Saudi Arabia',2005,13303.225,6762.0,74.6,7507.821,11196.0,216.53555,3.42
b'Saudi Arabia',2006,13741.827,6863.0,74.8,7876.8994,10718.0,219.26726,3.62
b'Saudi Arabia',2007,14169.463,7077.0,75.0,8227.74,10446.0,248.48204,3.56
b'Saudi Arabia',2008,14585.497,7270.0,75.3,8590.101,10098.0,255.11862,2.97
b'Saudi Arabia',2009,14830.8125,7332.0,75.4,8859.565,9677.0,235.42163,4.29
b'Saudi Arabia',2010,15099.925,7427.0,75.8,9144.658,9275.0,224.24353,3.65
b'Saudi Arabia',2011,15178.712,7371.0,76.2,9278.02,8873.0,227.23657,3.68
b'Saudi Arabia',2012,15324.614,7318.0,76.5,9434.95,8452.0,239.70972,3.99
b'Saudi Arabia',2013,15673.893,7330.0,76.6,9742.743,7998.0,249.36252,4.42
b'Saudi Arabia',2014,15988.278,7362.0,76.8,10040.788,7539.0,254.81677,5.16
b'Senegal',2002,11850.35,45155.0,58.2,2884.4001,52005.0,18.501923,3.95
b'Senegal',2003,11343.321,45850.0,59.1,2753.6326,49446.0,21.421043,4.3
b'Senegal',2004,11787.301,43077.0,60.0,2857.4954,46850.0,25.949177,4.57
b'Senegal',2005,11827.455,42128.0,60.9,2876.6982,44426.0,31.576107,3.67
b'Senegal',2006,11765.353,41304.0,61.8,2857.526,42430.0,40.016186,3.76
b'Senegal',2007,11847.699,39355.0,62.5,2883.0098,40578.0,40.968822,3.41
b'Senegal',2008,11997.135,37221.0,63.2,2913.378,38868.0,32.764782,3.51
b'Senegal',2009,12267.081,35470.0,63.9,3011.4194,37562.0,32.994564,3.84
b'Senegal',2010,11715.16,38127.0,64.6,2814.215,36372.0,40.41079,4.03
b'Senegal',2011,11927.505,37039.0,65.3,2878.6743,35154.0,49.690712,4.21
b'Senegal',2012,11887.734,37073.0,65.5,2858.1577,34024.0,52.258778,4.27
b'Senegal',2013,12084.18,35603.0,66.1,2908.7554,32846.0,66.4156,4.39
b'Senegal',2014,12590.476,33343.0,66.5,3012.2744,31618.0,75.58042,4.39
b'Serbia',2002,17225.22,1712.0,72.3,24825.99,1114.0,292.2039,7.59
b'Serbia',2003,17360.58,1730.0,72.4,25308.816,1028.0,321.07498,7.67
b'Serbia',2004,17385.066,1702.0,72.6,25695.72,909.0,312.48608,7.84
b'Serbia',2005,17616.285,1697.0,72.7,26237.076,798.0,279.3653,8.28
b'Serbia',2006,17272.1,1658.0,73.4,26028.7,720.0,288.687,8.49
b'Serbia',2007,16972.217,1643.0,73.6,25872.422,676.0,310.24017,9.38
b'Serbia',2008,17004.73,1658.0,73.9,26166.328,662.0,337.65634,9.48
b'Serbia',2009,16603.076,1701.0,74.0,25865.936,652.0,291.79846,9.35
b'Serbia',2010,15905.338,1722.0,74.4,25266.402,641.0,251.41127,9.53
b'Serbia',2011,15262.166,1783.0,74.8,24899.822,626.0,193.52458,9.11
b'Serbia',2012,14773.012,1836.0,75.1,24687.807,607.0,209.73773,9.33
b'Serbia',2013,14318.267,1937.0,75.6,24482.658,585.0,198.00342,9.31
b'Serbia',2014,14014.651,2002.0,75.7,24575.725,562.0,184.68741,9.25
b'Seychelles',2002,28.036362,69.0,70.4,79.01376,25.0,0.014426856,4.35
b'Seychelles',2003,28.931538,73.0,71.0,83.30149,25.0,0.022723638,5.09
b'Seychelles',2004,28.691906,74.0,71.2,83.436516,24.0,0.031068092,4.9
b'Seychelles',2005,29.408201,76.0,71.6,87.24608,25.0,0.068401836,4.67
b'Seychelles',2006,29.620592,79.0,71.8,87.72312,26.0,0.15764572,4.4
b'Seychelles',2007,29.288853,82.0,72.1,87.108734,26.0,0.14136408,3.85
b'Seychelles',2008,29.40697,84.0,72.4,87.941795,27.0,0.09112706,3.62
b'Seychelles',2009,29.561752,87.0,72.7,89.41551,28.0,0.0558433,3.54
b'Seychelles',2010,28.898647,87.0,73.0,86.553314,27.0,0.059247147,4.5
b'Seychelles',2011,28.70313,89.0,73.8,84.817856,28.0,0.112225465,4.46
b'Seychelles',2012,29.635185,93.0,73.6,88.358406,29.0,0.15038367,5.4
b'Seychelles',2013,30.072647,95.0,73.8,88.73303,28.0,0.27626145,4.25
b'Seychelles',2014,30.51105,98.0,73.7,89.146126,28.0,0.2470806,4.59
b'Sierra Leone',2002,10251.401,42827.0,46.4,1699.7723,49402.0,9.130703,9.4
b'Sierra Leone',2003,10326.755,43881.0,47.0,1733.3716,49803.0,12.209193,8.45
b'Sierra Leone',2004,10518.587,44101.0,47.6,1754.9088,49466.0,12.411659,8.67
b'Sierra Leone',2005,10612.431,44098.0,48.2,1803.8855,48987.0,16.325638,9.04
b'Sierra Leone',2006,10624.829,43981.0,49.3,1827.5813,48422.0,24.254381,9.02
b'Sierra Leone',2007,10544.192,43629.0,50.4,1861.6321,47463.0,29.214537,8.52
b'Sierra Leone',2008,10293.5205,43802.0,51.5,1848.322,46263.0,24.927834,8.81
b'Sierra Leone',2009,10145.271,43093.0,52.6,1874.9071,45076.0,19.047945,9.68
b'Sierra Leone',2010,10177.271,41830.0,53.7,1923.646,43865.0,22.193365,9.13
b'Sierra Leone',2011,10043.585,40819.0,54.6,1945.7557,42660.0,30.792088,10.77
b'Sierra Leone',2012,9913.704,39713.0,55.5,1972.9825,41554.0,38.135296,8.94
b'Sierra Leone',2013,9740.852,37997.0,56.3,1979.6001,40336.0,44.861458,11.59
b'Sierra Leone',2014,9577.191,42297.0,56.4,1992.222,40053.0,45.57545,19.69
b'Singapore',2002,986.47766,1944.0,79.3,2422.054,223.0,9.716593,3.36
b'Singapore',2003,957.9479,2025.0,79.4,2373.6738,214.0,13.116336,3.61
b'Singapore',2004,938.3095,2089.0,79.8,2345.1755,200.0,14.363648,3.15
b'Singapore',2005,906.0889,2091.0,80.4,2313.7551,192.0,24.179533,3.03
b'Singapore',2006,894.29865,2139.0,80.7,2300.0413,187.0,20.46184,2.93
b'Singapore',2007,896.7858,2238.0,81.0,2353.6536,188.0,17.61666,2.84
b'Singapore',2008,893.6118,2311.0,81.2,2388.689,189.0,10.800484,3.19
b'Singapore',2009,877.3595,2391.0,81.5,2385.2117,187.0,8.454969,3.4
b'Singapore',2010,882.1033,2486.0,81.7,2405.7842,182.0,11.896272,3.2
b'Singapore',2011,909.1668,2561.0,82.0,2427.6912,181.0,17.586231,3.16
b'Singapore',2012,982.3361,2722.0,82.2,2467.1968,185.0,27.386024,3.33
b'Singapore',2013,1057.4266,2864.0,82.5,2499.032,182.0,34.229362,3.69
b'Singapore',2014,1129.7485,2996.0,82.7,2524.7678,181.0,39.318943,3.87
b'Slovakia',2002,4611.1875,1908.0,73.8,8987.448,619.0,82.10626,5.51
b'Slovakia',2003,4632.994,1942.0,73.8,8878.309,594.0,91.62409,5.45
b'Slovakia',2004,4570.948,1939.0,74.2,8600.02,578.0,94.293884,6.37
b'Slovakia',2005,4660.3667,2009.0,74.2,8795.944,564.0,90.84705,6.59
b'Slovakia',2006,4607.4,2014.0,74.4,8637.651,543.0,95.63502,6.85
b'Slovakia',2007,4638.8643,2061.0,74.5,8706.066,524.0,95.096596,7.18
b'Slovakia',2008,4478.4873,2026.0,74.9,8584.788,515.0,95.03555,6.96
b'Slovakia',2009,4380.1416,1993.0,75.2,8429.424,517.0,88.43742,7.95
b'Slovakia',2010,4187.6836,1955.0,75.5,8215.2295,510.0,89.61316,7.67
b'Slovakia',2011,4092.4321,1963.0,76.0,8163.077,497.0,88.402306,7.3
b'Slovakia',2012,3906.3962,1943.0,76.2,8017.3223,472.0,99.70718,7.54
b'Slovakia',2013,3730.9146,1918.0,76.5,7898.944,448.0,95.15884,7.5
b'Slovakia',2014,3588.006,1902.0,76.8,7859.4565,434.0,91.08065,6.88
b'Slovenia',2002,1282.9222,728.0,76.8,3046.7107,118.0,61.984554,8.02
b'Slovenia',2003,1267.4967,727.0,76.7,3073.0828,110.0,61.930107,8.1
b'Slovenia',2004,1223.1859,717.0,77.5,2956.865,104.0,60.446075,7.94
b'Slovenia',2005,1140.1606,679.0,77.7,2795.291,101.0,50.64235,8.0
b'Slovenia',2006,1108.7078,652.0,78.4,2830.0234,98.0,50.805862,7.82
b'Slovenia',2007,1072.433,626.0,78.6,2802.195,95.0,46.782295,7.51
b'Slovenia',2008,1026.4198,610.0,79.1,2763.7385,95.0,42.46356,7.85
b'Slovenia',2009,997.37573,609.0,79.3,2715.4736,94.0,40.825413,8.54
b'Slovenia',2010,982.8154,603.0,79.7,2727.6187,90.0,43.180885,8.57
b'Slovenia',2011,969.8071,616.0,80.0,2695.8762,88.0,47.56105,8.54
b'Slovenia',2012,974.1074,637.0,80.1,2759.0386,84.0,49.87464,8.72
b'Slovenia',2013,949.96136,638.0,80.3,2750.231,79.0,49.337418,8.74
b'Slovenia',2014,889.0938,609.0,80.9,2623.842,76.0,48.115463,8.5
b'Solomon Islands',2002,1036.747,1323.0,67.5,706.245,537.0,0.03768173,10.1
b'Solomon Islands',2003,1055.6376,1363.0,67.6,719.5766,541.0,0.055330552,7.08
b'Solomon Islands',2004,1072.804,1413.0,67.8,731.6941,544.0,0.08275821,7.72
b'Solomon Islands',2005,1095.3447,1437.0,67.9,745.1118,547.0,0.083363794,9.02
b'Solomon Islands',2006,1118.0242,1447.0,68.1,761.1222,551.0,0.16840729,8.01
b'Solomon Islands',2007,1131.5048,1477.0,68.0,769.18866,566.0,0.21366243,7.18
b'Solomon Islands',2008,1107.9073,1624.0,68.4,753.6648,551.0,0.22589952,5.51
b'Solomon Islands',2009,1142.2539,1557.0,68.5,782.6755,549.0,0.22182016,6.61
b'Solomon Islands',2010,1152.097,1563.0,68.7,792.4753,546.0,0.14524223,4.66
b'Solomon Islands',2011,1192.6465,1434.0,68.9,828.476,543.0,0.102343164,5.02
b'Solomon Islands',2012,1211.8076,1381.0,69.1,851.32544,541.0,0.08459312,4.87
b'Solomon Islands',2013,1231.4816,1342.0,69.2,873.21906,537.0,0.098855846,4.58
b'Solomon Islands',2014,1254.0427,1281.0,69.2,899.78876,534.0,0.12580778,4.89
b'South Africa',2002,37110.715,335642.0,55.7,45851.664,85665.0,230.54686,6.68
b'South Africa',2003,37406.28,369574.0,54.3,45993.246,87329.0,255.97438,7.04
b'South Africa',2004,36967.367,396089.0,54.0,44951.598,90351.0,387.35492,6.94
