Country,Year,Air_Pollution_Deaths,Infectious_Disease_Deaths,Life_Expectancy,Smoking_Attributed_Deaths,Under_Fifteen_Mortality,Ozone_Pollution_Deaths,Health_Expenditure_as_GDP_Percentage
b'Afghanistan',2003,1.9995688466795336,-11.542995722321404,1.4159292035398119,0.612112674601839,0.7674206957619667,4.096333499194049,-5.296610169491522
b'Afghanistan',2004,-0.7190560956633951,-6.441499758840408,1.0471204188481797,1.023675737665597,1.0797132698143974,-0.2605791784453748,9.731543624161088
b'Afghanistan',2005,-2.5436046165822623,-3.9844799283689003,0.8635578583765069,0.6289022249686305,-1.548740239877644,-0.8569880225893223,1.4271151885830724
b'Afghanistan',2006,-3.0064002819096047,-4.791307542317802,0.5136986301369939,1.2676636787287698,-1.3482576488479725,-3.9076362599682946,6.733668341708543
b'Afghanistan',2007,-3.34816438732245,-5.088820622412182,0.6814310051107331,1.9238001012876538,-0.8470291818957865,14.568464170532302,-6.779661016949145
b'Afghanistan',2008,-3.3173174837833996,-2.9380492228789468,1.3536379018612488,2.5809237372889315,-4.196096460066034,5.432601754239541,3.6363636363636376
b'Afghanistan',2009,-3.157136504967595,-3.8211840515505413,0.8347245409014992,2.205883995968483,-4.177463682764038,-7.070505421873663,-4.28849902534113
b'Afghanistan',2010,-1.9438813755485285,-5.095221345661027,0.8278145695364225,2.2079483008397016,-2.3791963724767107,-11.585875106280453,-12.729124236252542
b'Afghanistan',2011,-1.6061816259712147,-3.4185771518328356,0.8210180623973828,3.161116235471062,-3.3139328818997504,-4.547765384790548,-0.1166861143523934
b'Afghanistan',2012,-1.3288363737250841,-3.5030334039909405,0.8143322475570036,3.7493435246352957,-2.374084757044592,3.887431085560644,-7.710280373831779
b'Afghanistan',2013,-0.4472882506753151,-5.6109985418599795,0.8077544426494443,3.414371756920631,-1.7717391304347796,3.4169299516361606,11.518987341772146
b'Afghanistan',2014,-1.2149904279822432,-3.637348527405504,0.1602564102564097,3.7534131995616615,-2.646694900761515,-4.530016315522046,8.172531214528922
b'Albania',2003,4.604274840951383,-5.990783410138246,0.26350461133068936,6.976672043142651,-10.363761153054218,16.787466772162894,4.416961130742059
b'Albania',2004,-1.2208840949668787,-9.068627450980394,0.3942181340341744,2.126387238670291,-10.490045941807047,4.5503601237426805,-0.33840947546531774
