Country,Year,Air_Pollution_Deaths,Infectious_Disease_Deaths,Life_Expectancy,Smoking_Attributed_Deaths,Under_Fifteen_Mortality,Ozone_Pollution_Deaths
b'Afghanistan',1990,37231.21,57148.0,46.0,5174.313,102541.0,387.40778
b'Afghanistan',1991,38314.742,59643.0,46.7,5246.9497,99313.0,375.74197
b'Afghanistan',1992,41172.36,65320.0,47.6,5363.3354,96952.0,363.53348
b'Afghanistan',1993,44487.586,73219.0,51.5,5522.3994,102855.0,367.1182
b'Afghanistan',1994,46633.84,79205.0,51.5,5688.7485,112226.0,386.7526
b'Afghanistan',1995,47566.395,84173.0,52.5,5800.6177,119091.0,405.7147
b'Afghanistan',1996,48616.92,86804.0,53.2,5934.1523,123324.0,409.06934
b'Afghanistan',1997,49702.926,88647.0,53.6,6065.6665,125969.0,418.64206
b'Afghanistan',1998,49745.668,89604.0,52.9,6177.6875,129246.0,434.3152
b'Afghanistan',1999,49348.86,88872.0,54.8,6288.3413,128377.0,465.71017
b'Afghanistan',2000,48762.562,88177.0,55.3,6377.8887,128633.0,478.59872
b'Afghanistan',2001,48659.824,86980.0,55.8,6505.155,125683.0,458.04956
b'Afghanistan',2002,47732.44,89067.0,56.5,6487.9395,121967.0,430.32092
b'Afghanistan',2003,48686.883,78786.0,57.3,6527.653,122903.0,447.9483
b'Afghanistan',2004,48336.797,73711.0,57.9,6594.475,124230.0,446.78104
b'Afghanistan',2005,47107.3,70774.0,58.4,6635.9478,122306.0,442.95218
b'Afghanistan',2006,45691.066,67383.0,58.7,6720.0693,120657.0,425.64322
b'Afghanistan',2007,44161.254,63954.0,59.1,6849.35,119635.0,487.6529
b'Afghanistan',2008,42696.285,62075.0,59.9,7026.1265,114615.0,514.14514
b'Afghanistan',2009,41348.305,59703.0,60.4,7181.1147,109827.0,477.79248
b'Afghanistan',2010,40544.543,56661.0,60.9,7339.67,107214.0,422.43604
b'Afghanistan',2011,39893.324,54724.0,61.4,7571.6855,103661.0,403.22464
b'Afghanistan',2012,39363.207,52807.0,61.9,7855.574,101200.0,418.89972
b'Afghanistan',2013,39187.14,49844.0,62.4,8123.7925,99407.0,433.21323
b'Afghanistan',2014,38711.02,48031.0,62.5,8428.712,96776.0,413.5886
b'African Region (WHO)',1990,868865.56,3859733.0,,175453.8,,2971.3318
b'African Region (WHO)',1991,877997.44,3987338.0,,179235.25,,3066.2625
b'African Region (WHO)',1992,889898.1,4091376.0,,183930.73,,2997.239
b'African Region (WHO)',1993,898921.25,4213409.0,,185843.22,,2957.7156
b'African Region (WHO)',1994,910657.2,4373652.0,,190794.3,,2828.3591
b'African Region (WHO)',1995,922575.7,4520324.0,,195920.84,,2883.434
b'African Region (WHO)',1996,933426.75,4691417.0,,201739.1,,2848.584
b'African Region (WHO)',1997,943593.1,4812734.0,,209218.48,,2979.2532
b'African Region (WHO)',1998,952548.7,4934156.0,,213098.33,,2969.0737
b'African Region (WHO)',1999,958371.5,5042802.0,,212744.42,,3148.0254
b'African Region (WHO)',2000,964294.7,5139817.0,,215528.9,,2582.4675
b'African Region (WHO)',2001,962189.4,5205300.0,,214909.25,,2440.598
b'African Region (WHO)',2002,962116.2,5225950.0,,215497.94,,2081.9734
b'African Region (WHO)',2003,958149.94,5245604.0,,216621.47,,2267.9216
b'African Region (WHO)',2004,952948.06,5205145.0,,216528.17,,2879.684
b'African Region (WHO)',2005,948635.44,5115756.0,,216048.89,,3898.613
b'African Region (WHO)',2006,950086.2,4989831.0,,217166.77,,5266.905
b'African Region (WHO)',2007,944671.0,4839407.0,,216340.03,,5095.0757
b'African Region (WHO)',2008,936936.94,4685506.0,,216665.84,,4309.6885
b'African Region (WHO)',2009,932183.06,4539450.0,,217700.78,,3698.0864
b'African Region (WHO)',2010,926694.4,4397632.0,,218518.0,,4026.714
b'African Region (WHO)',2011,922752.4,4242153.0,,219104.23,,4689.9985
b'African Region (WHO)',2012,922904.7,4087334.0,,220368.58,,5181.9316
b'African Region (WHO)',2013,923652.3,3947930.0,,221841.03,,5988.302
b'African Region (WHO)',2014,923884.75,3848070.0,,224484.94,,6079.3906
b'Albania',1990,2964.7466,2767.0,73.1,2751.6006,3762.0,79.431564
b'Albania',1991,3037.9163,2634.0,73.4,2809.0579,3542.0,73.71135
b'Albania',1992,2928.1514,2530.0,73.7,2705.3171,3329.0,69.98115
b'Albania',1993,2800.3262,2379.0,73.9,2603.1292,3131.0,68.43998
b'Albania',1994,2632.2195,2188.0,74.1,2452.9595,2959.0,65.98305
b'Albania',1995,2659.7341,1960.0,74.4,2550.0374,2804.0,63.413418
b'Albania',1996,2684.9436,1773.0,74.6,2674.3691,2621.0,58.83254
b'Albania',1997,2685.7163,1598.0,73.9,2744.9543,2477.0,59.78211
b'Albania',1998,2661.3462,1450.0,75.0,2788.3816,2191.0,53.19539
b'Albania',1999,2611.0303,1265.0,75.2,2794.6804,1996.0,46.39912
b'Albania',2000,2536.665,1097.0,75.4,2831.889,1813.0,39.061966
b'Albania',2001,2416.0698,948.0,75.6,2767.937,1630.0,37.968166
b'Albania',2002,2480.8923,868.0,75.9,2897.9949,1457.0,46.10592
b'Albania',2003,2595.1194,816.0,76.1,3100.1785,1306.0,53.845936
b'Albania',2004,2563.436,742.0,76.4,3166.1003,1169.0,56.29612
b'Albania',2005,2474.156,668.0,76.6,3108.3745,1034.0,52.391483
b'Albania',2006,2314.5327,592.0,76.8,2973.473,910.0,46.854786
b'Albania',2007,2191.796,532.0,77.5,2899.2192,804.0,45.829433
b'Albania',2008,2199.2644,500.0,77.7,3010.7542,718.0,43.59937
b'Albania',2009,2149.5298,471.0,77.8,3061.293,647.0,40.571438
b'Albania',2010,2130.475,461.0,77.9,3147.2642,589.0,34.508976
b'Albania',2011,2157.0374,466.0,78.1,3301.942,540.0,34.17902
b'Albania',2012,2161.334,477.0,78.1,3411.2158,500.0,35.68106
b'Albania',2013,2175.843,491.0,78.1,3543.6035,468.0,37.008152
b'Albania',2014,2214.3867,510.0,78.4,3741.2747,440.0,37.46851
b'Algeria',1990,14222.813,18240.0,67.4,13779.92,47729.0,218.97688
b'Algeria',1991,14437.318,17081.0,67.7,14233.036,46639.0,232.44534
b'Algeria',1992,14647.692,16226.0,67.8,14540.913,46160.0,231.70526
b'Algeria',1993,14898.784,15515.0,67.7,14827.082,45362.0,247.26488
b'Algeria',1994,15168.432,14814.0,67.4,15078.419,44000.0,254.08092
b'Algeria',1995,15368.095,14065.0,67.5,15269.932,41522.0,276.9673
b'Algeria',1996,15557.673,13344.0,68.7,15363.95,38358.0,273.4454
b'Algeria',1997,15817.631,12184.0,69.2,15419.513,35474.0,276.86954
b'Algeria',1998,16020.331,11515.0,69.5,15442.409,32950.0,267.38306
b'Algeria',1999,16477.896,11063.0,70.0,15611.044,31081.0,340.041
b'Algeria',2000,16634.488,10582.0,70.5,15654.23,29727.0,358.90515
b'Algeria',2001,16672.674,10057.0,70.8,15698.557,28526.0,362.16498
b'Algeria',2002,16651.125,9812.0,71.2,15761.597,27434.0,341.05692
b'Algeria',2003,16587.582,9511.0,71.3,15843.926,27122.0,340.15823
b'Algeria',2004,16604.719,9149.0,71.8,15979.762,26308.0,353.94046
b'Algeria',2005,16604.648,8958.0,72.1,16143.619,26018.0,322.76013
b'Algeria',2006,16651.344,8807.0,72.3,16306.281,25813.0,325.06146
b'Algeria',2007,16694.322,8683.0,72.6,16512.639,25757.0,332.09586
b'Algeria',2008,16748.191,8525.0,72.9,16732.793,25871.0,343.78687
b'Algeria',2009,16922.734,8566.0,73.6,17014.246,26030.0,385.96564
b'Algeria',2010,17154.611,8524.0,73.8,17237.574,26167.0,412.72217
b'Algeria',2011,17633.037,8561.0,74.1,17594.926,26348.0,430.3664
b'Algeria',2012,18169.797,8616.0,74.2,17978.12,26749.0,421.623
b'Algeria',2013,18803.111,8700.0,74.6,18318.133,27066.0,469.07364
b'Algeria',2014,19529.607,8824.0,75.1,18740.156,27284.0,499.41202
b'American Samoa',1990,15.416121,22.0,69.9,33.550743,,0.22422339
b'American Samoa',1991,15.291263,22.0,70.6,34.745083,,0.29966772
b'American Samoa',1992,15.112055,23.0,70.6,35.743843,,0.3842596
b'American Samoa',1993,14.875119,23.0,70.8,36.49441,,0.4619658
b'American Samoa',1994,14.640597,22.0,70.8,37.45542,,0.4001079
b'American Samoa',1995,14.427109,22.0,71.1,38.31633,,0.32310665
b'American Samoa',1996,14.333261,22.0,71.1,39.243286,,0.32766777
b'American Samoa',1997,14.328044,22.0,71.3,40.16044,,0.4203432
b'American Samoa',1998,14.34461,22.0,71.3,41.14374,,0.51570016
b'American Samoa',1999,14.35553,22.0,71.1,42.269318,,0.5219269
b'American Samoa',2000,14.12046,22.0,71.0,42.606495,,0.42856577
b'American Samoa',2001,13.988691,22.0,70.9,43.32753,,0.39955884
b'American Samoa',2002,13.839958,22.0,71.3,43.995724,,0.3953999
b'American Samoa',2003,13.634705,23.0,71.1,44.51052,,0.36892772
b'American Samoa',2004,13.485196,22.0,72.0,44.87876,,0.37202588
b'American Samoa',2005,13.428073,21.0,72.3,45.161484,,0.36331207
b'American Samoa',2006,13.584761,21.0,72.1,45.741577,,0.42989793
b'American Samoa',2007,13.661563,21.0,72.1,46.193954,,0.41995597
b'American Samoa',2008,13.868043,21.0,72.1,47.054523,,0.4209322
b'American Samoa',2009,14.030662,21.0,70.5,47.867283,,0.38293725
b'American Samoa',2010,14.045568,20.0,72.1,48.18708,,0.3571992
b'American Samoa',2011,14.087269,20.0,72.1,48.70226,,0.33828247
b'American Samoa',2012,14.014748,19.0,72.3,49.375134,,0.31968376
b'American Samoa',2013,13.984227,20.0,72.3,50.34144,,0.3785931
b'American Samoa',2014,13.86673,20.0,72.3,51.14592,,0.37002042
b'Andorra',1990,10.203637,8.0,78.4,59.971134,10.0,0.9719271
b'Andorra',1991,10.472077,11.0,78.0,63.211082,10.0,1.0266302
b'Andorra',1992,10.818772,11.0,80.3,66.96454,10.0,1.0539259
b'Andorra',1993,11.265745,12.0,78.7,70.824005,10.0,1.1910372
b'Andorra',1994,11.601949,12.0,82.6,72.44682,9.0,1.3960357
b'Andorra',1995,11.987379,13.0,79.0,73.61649,9.0,1.6733482
b'Andorra',1996,12.313697,14.0,80.3,74.87549,9.0,1.7035992
b'Andorra',1997,12.73312,14.0,80.9,76.316605,9.0,1.668798
b'Andorra',1998,13.188112,15.0,79.4,77.65407,8.0,1.6571977
b'Andorra',1999,13.793981,15.0,81.3,78.846886,8.0,1.8181534
b'Andorra',2000,14.345646,16.0,80.9,80.70329,8.0,1.9833782
b'Andorra',2001,14.567137,16.0,81.7,82.43426,7.0,2.030413
b'Andorra',2002,14.862954,17.0,82.2,84.39883,7.0,2.299929
b'Andorra',2003,14.864876,17.0,83.9,86.83223,7.0,2.345917
b'Andorra',2004,15.038736,19.0,80.1,89.10217,7.0,2.5496814
b'Andorra',2005,14.994022,19.0,81.8,89.98807,7.0,2.670966
b'Andorra',2006,15.2036085,20.0,83.0,92.004845,7.0,2.8227775
b'Andorra',2007,15.172322,22.0,82.7,93.73012,7.0,2.7403638
b'Andorra',2008,15.259054,22.0,82.7,95.71921,5.0,2.727375
b'Andorra',2009,15.552909,23.0,82.8,97.69946,5.0,2.8877857
b'Andorra',2010,15.814057,22.0,82.8,99.392845,4.0,3.063975
b'Andorra',2011,15.166168,23.0,82.9,93.66909,4.0,3.0428977
b'Andorra',2012,14.965033,23.0,82.9,91.98637,3.0,3.0840724
b'Andorra',2013,15.047664,24.0,82.9,93.36005,3.0,3.1918008
b'Andorra',2014,14.923492,24.0,82.9,94.85725,3.0,3.166842
b'Angola',1990,20506.209,96747.0,41.9,4506.5513,146974.0,126.18681
b'Angola',1991,20780.395,98587.0,43.8,4613.45,148603.0,134.5949
b'Angola',1992,21074.305,99912.0,42.2,4732.2505,155798.0,126.6032
b'Angola',1993,21536.809,102262.0,42.1,4916.1255,156724.0,129.46536
b'Angola',1994,21903.447,104837.0,43.4,5084.612,160527.0,121.71874
b'Angola',1995,22062.738,107535.0,45.8,5178.1255,164013.0,122.45215
b'Angola',1996,21938.912,110389.0,46.0,5151.3354,167185.0,115.61791
b'Angola',1997,21920.395,112318.0,46.3,5197.7285,169407.0,119.531075
b'Angola',1998,22097.979,112154.0,45.1,5368.583,170870.0,123.50597
b'Angola',1999,22116.422,112525.0,45.4,5483.752,171847.0,129.9999
b'Angola',2000,22005.316,113618.0,46.0,5560.7803,172249.0,103.06149
b'Angola',2001,21690.447,113826.0,46.6,5568.221,171864.0,98.93101
b'Angola',2002,21252.69,113329.0,47.4,5440.367,170811.0,88.80249
b'Angola',2003,20977.383,112542.0,49.6,5459.851,168839.0,104.690544
b'Angola',2004,21139.709,110806.0,50.6,5596.9497,165870.0,142.32777
b'Angola',2005,20631.969,109397.0,51.6,5535.6436,162231.0,180.25075
b'Angola',2006,20308.469,109046.0,52.4,5662.1196,157983.0,216.38818
b'Angola',2007,19830.48,104502.0,53.6,5703.746,152917.0,195.3205
b'Angola',2008,19415.164,100930.0,54.6,5792.02,147494.0,170.40642
b'Angola',2009,18851.969,98052.0,55.8,5904.1743,142158.0,154.39137
b'Angola',2010,18450.408,94474.0,56.7,6005.295,136811.0,153.48566
b'Angola',2011,17903.29,92077.0,57.6,6158.308,131734.0,153.52347
b'Angola',2012,17399.152,89762.0,58.6,6351.417,126735.0,144.786
b'Angola',2013,16745.467,87302.0,59.3,6477.1543,122270.0,146.00728
b'Angola',2014,15972.35,84001.0,60.0,6489.091,118808.0,143.44653
b'Antigua and Barbuda',1990,26.070961,35.0,73.5,24.408165,23.0,0.10939868
b'Antigua and Barbuda',1991,26.507338,34.0,73.4,24.667093,22.0,0.120736696
b'Antigua and Barbuda',1992,26.83116,36.0,73.4,25.163893,22.0,0.12530822
b'Antigua and Barbuda',1993,28.59746,39.0,73.5,26.775331,23.0,0.14372896
b'Antigua and Barbuda',1994,28.633568,41.0,73.6,27.063538,23.0,0.1382755
b'Antigua and Barbuda',1995,28.735638,41.0,73.6,27.474203,24.0,0.14788574
b'Antigua and Barbuda',1996,26.979195,41.0,73.8,25.24763,26.0,0.1315531
b'Antigua and Barbuda',1997,26.478777,38.0,74.0,24.806486,27.0,0.13958481
b'Antigua and Barbuda',1998,26.134575,38.0,74.0,24.77663,26.0,0.0996457
b'Antigua and Barbuda',1999,25.92461,40.0,74.3,24.993769,25.0,0.08470467
b'Antigua and Barbuda',2000,25.488443,42.0,74.6,25.221628,26.0,0.04502831
b'Antigua and Barbuda',2001,25.133356,43.0,75.1,25.219118,25.0,0.07286844
b'Antigua and Barbuda',2002,24.435074,41.0,75.5,25.315311,24.0,0.062215816
b'Antigua and Barbuda',2003,23.876251,40.0,75.5,25.649435,23.0,0.06273084
b'Antigua and Barbuda',2004,23.431334,40.0,75.7,26.000685,21.0,0.018186247
b'Antigua and Barbuda',2005,23.288155,38.0,75.8,26.45098,20.0,0.0062088757
b'Antigua and Barbuda',2006,23.648554,39.0,75.8,27.456722,20.0,0.0073344302
b'Antigua and Barbuda',2007,26.228287,40.0,76.1,32.200394,18.0,0.018676272
b'Antigua and Barbuda',2008,26.417086,40.0,76.4,32.557606,18.0,0.026032167
b'Antigua and Barbuda',2009,25.03032,38.0,76.7,29.999779,18.0,0.024431445
b'Antigua and Barbuda',2010,25.412973,38.0,76.8,30.273094,16.0,0.016352646
b'Antigua and Barbuda',2011,25.973497,38.0,77.1,30.733746,15.0,0.009608189
b'Antigua and Barbuda',2012,26.483662,38.0,77.4,30.999079,14.0,0.00754567
b'Antigua and Barbuda',2013,27.297592,37.0,77.6,31.269712,13.0,0.0071715144
b'Antigua and Barbuda',2014,28.574537,41.0,77.9,32.48078,11.0,0.007525732
b'Argentina',1990,15551.815,14553.0,71.8,46415.086,22562.0,201.45264
b'Argentina',1991,15387.7295,14865.0,72.3,45869.184,22491.0,203.65689
b'Argentina',1992,15446.522,15378.0,72.4,46216.242,22054.0,208.26918
b'Argentina',1993,15187.53,15782.0,72.6,45708.46,21425.0,214.10631
b'Argentina',1994,14749.635,16346.0,73.2,44884.96,20699.0,230.40967
b'Argentina',1995,14722.485,17659.0,73.1,45125.688,19832.0,243.74948
b'Argentina',1996,14607.116,18869.0,73.3,45555.984,18854.0,249.20554
b'Argentina',1997,14420.167,20176.0,73.1,45967.117,17930.0,239.9244
b'Argentina',1998,14387.952,21475.0,73.5,46526.145,17174.0,276.9577
b'Argentina',1999,14220.574,22718.0,73.7,46944.6,16604.0,282.9134
b'Argentina',2000,13503.675,23474.0,73.9,45672.95,16064.0,266.10962
b'Argentina',2001,13292.889,24911.0,74.2,45880.055,15458.0,259.26828
b'Argentina',2002,13270.611,26553.0,74.4,46721.52,14907.0,275.93835
b'Argentina',2003,13168.859,28133.0,74.1,47185.445,14409.0,285.7135
b'Argentina',2004,12668.311,28525.0,74.9,46318.83,13997.0,290.9167
b'Argentina',2005,12377.924,28831.0,75.1,45835.87,13729.0,349.59634
b'Argentina',2006,12381.62,29852.0,75.4,46025.78,13485.0,376.7742
b'Argentina',2007,12777.131,31632.0,75.0,47285.367,13217.0,408.85898
b'Argentina',2008,12462.043,31829.0,75.6,46398.062,12927.0,339.12427
b'Argentina',2009,12583.174,33039.0,75.9,46502.56,12639.0,347.78925
b'Argentina',2010,12889.015,34705.0,75.7,46970.734,12327.0,363.62997
b'Argentina',2011,13162.143,36051.0,76.1,47323.914,11933.0,417.4978
b'Argentina',2012,13401.032,37065.0,76.5,47484.812,11493.0,478.85614
b'Argentina',2013,13655.952,38679.0,76.5,47689.2,11048.0,441.91483
b'Argentina',2014,13815.207,39797.0,76.8,47574.54,10616.0,427.71063
b'Armenia',1990,3163.9932,1725.0,68.8,4243.0674,4322.0,92.342995
b'Armenia',1991,3314.3804,1608.0,68.6,4532.255,4144.0,91.341675
b'Armenia',1992,3638.4746,1565.0,68.6,4942.378,3798.0,93.491455
b'Armenia',1993,3786.8416,1470.0,68.8,5167.4053,3315.0,95.52886
b'Armenia',1994,3612.8757,1349.0,69.1,4977.9756,2833.0,93.7952
b'Armenia',1995,3596.9958,1216.0,69.3,4927.393,2469.0,96.63611
b'Armenia',1996,3628.2385,1111.0,69.8,4987.7,2185.0,91.969574
b'Armenia',1997,3495.4878,1008.0,69.9,4792.5967,1958.0,84.21554
b'Armenia',1998,3462.946,926.0,70.5,4674.314,1754.0,81.75487
b'Armenia',1999,3494.2734,871.0,70.3,4759.277,1571.0,87.38507
b'Armenia',2000,3477.4976,807.0,70.6,4721.587,1409.0,89.947556
b'Armenia',2001,3545.1743,766.0,70.9,4839.0986,1273.0,84.38019
b'Armenia',2002,3581.4844,740.0,71.0,4954.0723,1178.0,87.45155
b'Armenia',2003,3627.7004,731.0,71.4,5013.5435,1118.0,89.19787
b'Armenia',2004,3573.2947,745.0,71.4,4978.0605,1077.0,90.834984
b'Armenia',2005,3608.727,774.0,71.8,5060.4907,1036.0,94.118965
b'Armenia',2006,3665.2004,861.0,72.0,5154.6455,946.0,102.96291
b'Armenia',2007,3613.0356,818.0,72.3,5053.317,882.0,116.7858
b'Armenia',2008,3644.028,836.0,72.4,5091.0386,869.0,120.61501
b'Armenia',2009,3594.6294,814.0,72.8,5043.7246,867.0,116.54978
b'Armenia',2010,3561.9587,816.0,73.2,4979.8916,843.0,109.51013
b'Armenia',2011,3548.2896,787.0,73.3,4955.2314,797.0,119.40802
b'Armenia',2012,3498.7869,751.0,73.5,4840.179,785.0,125.79722
b'Armenia',2013,3405.9788,729.0,73.7,4686.409,767.0,131.31883
b'Armenia',2014,3400.5996,738.0,74.1,4715.917,747.0,131.04062
b'Australia',1990,2555.0435,2586.0,77.0,24758.887,2800.0,53.82237
b'Australia',1991,2479.75,2645.0,77.5,24210.855,2685.0,48.429173
b'Australia',1992,2460.7239,2771.0,77.5,24108.717,2556.0,41.00722
b'Australia',1993,2410.581,2886.0,78.0,23651.33,2439.0,40.877792
b'Australia',1994,2412.8896,3007.0,77.9,23605.848,2317.0,40.000477
b'Australia',1995,2369.7256,3073.0,78.3,23090.201,2215.0,43.62499
b'Australia',1996,2361.1235,3240.0,78.3,22859.824,2128.0,47.44651
b'Australia',1997,2318.4834,3311.0,78.6,22294.13,2055.0,51.843773
b'Australia',1998,2260.6797,3181.0,79.0,21643.18,1992.0,52.99364
b'Australia',1999,2201.7393,3242.0,79.3,20984.729,1939.0,52.847187
b'Australia',2000,2148.649,3452.0,79.6,20465.936,1894.0,50.31615
b'Australia',2001,2105.3694,3550.0,80.0,20045.873,1849.0,68.07051
b'Australia',2002,2049.0156,3705.0,80.1,19774.824,1819.0,68.16663
b'Australia',2003,1954.5947,3802.0,80.5,19198.877,1797.0,66.35268
b'Australia',2004,1839.8363,3754.0,80.8,18866.393,1777.0,48.28737
b'Australia',2005,1767.7323,3603.0,81.1,18454.93,1772.0,51.29549
b'Australia',2006,1737.6324,3581.0,81.3,18235.043,1768.0,56.446346
b'Australia',2007,1738.3768,3566.0,81.3,18372.986,1779.0,57.02929
b'Australia',2008,1727.4307,3473.0,81.5,18357.244,1785.0,54.63137
b'Australia',2009,1682.3602,3471.0,81.8,18061.729,1742.0,44.63818
b'Australia',2010,1662.3882,3578.0,82.1,17852.414,1683.0,43.077423
b'Australia',2011,1673.9097,3764.0,82.1,17884.3,1621.0,44.428402
b'Australia',2012,1674.0295,3890.0,82.3,17730.459,1567.0,58.83613
b'Australia',2013,1685.971,4000.0,82.6,17766.355,1519.0,70.78661
b'Australia',2014,1725.3663,4235.0,82.6,18047.824,1461.0,75.23701
b'Austria',1990,5409.7993,1740.0,75.7,12730.463,1009.0,164.84637
b'Austria',1991,5398.1123,1701.0,75.8,12714.086,987.0,174.98737
b'Austria',1992,5324.243,1696.0,76.0,12619.32,956.0,179.61641
b'Austria',1993,5229.63,1617.0,76.2,12510.867,905.0,191.89526
b'Austria',1994,5074.836,1570.0,76.5,12296.028,837.0,180.91008
b'Austria',1995,5021.585,1503.0,76.8,12297.013,764.0,180.0207
b'Austria',1996,4922.2256,1460.0,77.0,12242.782,708.0,172.29314
b'Austria',1997,4708.9688,1397.0,77.4,12075.335,657.0,178.64236
b'Austria',1998,4514.842,1406.0,77.8,11962.87,612.0,181.78613
b'Austria',1999,4340.0215,1425.0,78.0,11804.408,578.0,200.04681
b'Austria',2000,4165.0464,1415.0,78.2,11646.483,556.0,207.44699
b'Austria',2001,4003.8833,1386.0,78.7,11449.343,537.0,227.4777
b'Austria',2002,3982.3013,1402.0,78.8,11564.528,523.0,271.4299
b'Austria',2003,3928.538,1445.0,78.8,11637.103,510.0,281.9026
b'Austria',2004,3787.4756,1429.0,79.4,11535.185,497.0,274.45587
b'Austria',2005,3702.0557,1450.0,79.5,11521.199,482.0,241.08168
b'Austria',2006,3596.647,1390.0,80.0,11407.852,465.0,247.9177
b'Austria',2007,3540.8857,1380.0,80.2,11519.783,449.0,242.3956
b'Austria',2008,3458.848,1330.0,80.4,11559.966,437.0,228.30336
b'Austria',2009,3442.7341,1303.0,80.2,11848.172,427.0,216.67545
b'Austria',2010,3375.7441,1289.0,80.5,11889.391,416.0,220.82341
b'Austria',2011,3302.7246,1272.0,80.8,11923.205,405.0,226.81976
b'Austria',2012,3237.5208,1272.0,80.8,12058.575,392.0,242.93481
b'Austria',2013,3126.1545,1298.0,81.1,12143.642,380.0,249.31287
b'Austria',2014,3010.6816,1313.0,81.4,12179.527,372.0,265.7487
b'Azerbaijan',1990,7967.642,12068.0,62.4,6926.708,21243.0,111.94103
b'Azerbaijan',1991,8329.459,11924.0,62.1,7278.0537,20959.0,115.97184
b'Azerbaijan',1992,8795.762,11873.0,61.3,7729.6304,20768.0,120.14126
b'Azerbaijan',1993,9166.122,11654.0,61.3,8068.4595,20034.0,126.53525
b'Azerbaijan',1994,9442.764,11424.0,61.6,8357.847,19218.0,135.39465
b'Azerbaijan',1995,9312.342,10775.0,62.3,8500.135,18195.0,135.61304
b'Azerbaijan',1996,9099.53,10215.0,62.6,8521.388,16946.0,123.14462
b'Azerbaijan',1997,8747.6045,9730.0,63.0,8355.244,15562.0,112.94095
b'Azerbaijan',1998,8497.704,9361.0,63.6,8252.28,14162.0,106.0583
b'Azerbaijan',1999,8296.389,8916.0,64.2,8226.001,12857.0,104.28153
b'Azerbaijan',2000,8076.571,8366.0,64.9,8223.878,11678.0,95.56316
b'Azerbaijan',2001,7842.4497,7711.0,65.5,8232.814,10590.0,81.56719
b'Azerbaijan',2002,7768.115,7277.0,66.2,8402.513,9680.0,78.34777
b'Azerbaijan',2003,7812.4556,7011.0,66.8,8655.491,9017.0,76.4476
b'Azerbaijan',2004,7766.564,6761.0,67.3,8788.322,8587.0,76.0824
b'Azerbaijan',2005,7920.0005,6473.0,67.6,9136.85,8245.0,70.60932
b'Azerbaijan',2006,8005.622,6048.0,68.2,9316.596,7969.0,74.18672
b'Azerbaijan',2007,7998.9814,5587.0,68.6,9390.766,7783.0,79.81384
b'Azerbaijan',2008,8103.047,5384.0,68.8,9753.2,7611.0,90.19282
b'Azerbaijan',2009,8177.4297,5203.0,69.4,9997.67,7409.0,89.42139
b'Azerbaijan',2010,8249.802,5086.0,69.5,10240.345,7132.0,82.92702
b'Azerbaijan',2011,8378.995,4933.0,70.0,10613.418,6847.0,92.89155
b'Azerbaijan',2012,8486.982,4765.0,70.4,10900.838,6570.0,101.3022
b'Azerbaijan',2013,8562.831,4589.0,70.9,11056.013,6235.0,112.539795
b'Azerbaijan',2014,8673.274,4441.0,71.1,11228.678,5843.0,116.81697
b'Bahamas',1990,68.26683,156.0,70.1,92.52774,172.0,0.4913434
b'Bahamas',1991,69.14763,180.0,69.6,92.154175,173.0,0.61073464
b'Bahamas',1992,70.20711,210.0,70.7,92.075294,175.0,0.6825567
b'Bahamas',1993,72.015335,254.0,70.7,93.332695,173.0,0.7347759
b'Bahamas',1994,73.31376,284.0,70.9,94.82491,162.0,0.7192324
b'Bahamas',1995,74.420265,289.0,70.8,96.22534,153.0,0.676553
b'Bahamas',1996,77.7682,329.0,70.7,98.83416,146.0,0.81106883
b'Bahamas',1997,77.053444,293.0,71.1,96.867905,141.0,0.9693171
b'Bahamas',1998,78.12212,282.0,71.5,98.33846,138.0,1.1418222
b'Bahamas',1999,81.161125,358.0,71.8,102.40709,131.0,1.2512536
b'Bahamas',2000,78.63477,351.0,72.0,99.24776,126.0,1.0791016
b'Bahamas',2001,80.0185,358.0,72.1,102.60619,125.0,0.9991571
b'Bahamas',2002,77.50704,319.0,72.2,100.75798,123.0,0.9147982
b'Bahamas',2003,77.61327,299.0,72.4,100.9147,121.0,0.973251
b'Bahamas',2004,78.27213,296.0,72.5,103.73979,121.0,1.0481917
b'Bahamas',2005,75.88166,257.0,72.8,102.68796,123.0,1.1370227
b'Bahamas',2006,77.06186,275.0,72.9,107.311966,117.0,1.2269462
b'Bahamas',2007,74.99885,233.0,72.7,107.04525,112.0,1.19339
b'Bahamas',2008,76.524315,230.0,72.7,111.1534,114.0,1.1077485
b'Bahamas',2009,79.61761,232.0,72.6,116.089195,115.0,1.2202121
b'Bahamas',2010,80.67775,221.0,72.7,119.37951,109.0,1.3343105
b'Bahamas',2011,82.72521,220.0,72.6,121.84951,102.0,1.4097011
b'Bahamas',2012,84.54046,223.0,72.8,124.28511,99.0,1.3182968
b'Bahamas',2013,86.855965,219.0,73.0,125.090515,93.0,1.3378242
b'Bahamas',2014,89.99078,224.0,73.4,130.13011,90.0,1.1285738
b'Bahrain',1990,320.61954,90.0,72.7,310.90292,361.0,7.4047875
b'Bahrain',1991,327.12045,91.0,72.8,321.1237,359.0,7.602153
b'Bahrain',1992,328.71527,91.0,73.0,324.2103,352.0,7.783086
b'Bahrain',1993,325.7626,88.0,73.4,322.32797,341.0,7.5880084
