Entity,Code,Year,"Deaths that are from all causes attributed to air pollution in both sexes aged all ages"
Equatorial Guinea,GNQ,2003,594.29504
Equatorial Guinea,GNQ,2004,575.8
Equatorial Guinea,GNQ,2005,563.5814
Equatorial Guinea,GNQ,2006,546.24603
Equatorial Guinea,GNQ,2007,526.0406
Equatorial Guinea,GNQ,2008,505.158
Equatorial Guinea,GNQ,2009,488.3616
Equatorial Guinea,GNQ,2010,480.77844
Equatorial Guinea,GNQ,2011,494.83643
Equatorial Guinea,GNQ,2012,498.55307
Equatorial Guinea,GNQ,2013,489.42828
Equatorial Guinea,GNQ,2014,484.687
Eritrea,ERI,1990,5032.004
Eritrea,ERI,1991,4800.441
Eritrea,ERI,1992,4733.607
Eritrea,ERI,1993,4747.44
Eritrea,ERI,1994,4793.86
Eritrea,ERI,1995,4876.012
Eritrea,ERI,1996,4833.4385
Eritrea,ERI,1997,4802.5674
Eritrea,ERI,1998,4735.624
Eritrea,ERI,1999,4731.276
Eritrea,ERI,2000,4748.791
Eritrea,ERI,2001,4801.568
Eritrea,ERI,2002,4981.876
Eritrea,ERI,2003,5051.0015
Eritrea,ERI,2004,5183.1406
Eritrea,ERI,2005,5233.0874
Eritrea,ERI,2006,5276.688
Eritrea,ERI,2007,5329.0137
Eritrea,ERI,2008,5378.9507
Eritrea,ERI,2009,5361.145
Eritrea,ERI,2010,5393.925
Eritrea,ERI,2011,5385.413
Eritrea,ERI,2012,5378.593
Eritrea,ERI,2013,5380.3813
Eritrea,ERI,2014,5352.8857
Estonia,EST,1990,1169.8246
Estonia,EST,1991,1165.3615
Estonia,EST,1992,1106.4042
Estonia,EST,1993,1138.912
Estonia,EST,1994,1161.8936
Estonia,EST,1995,1050.3663
Estonia,EST,1996,892.70966
Estonia,EST,1997,845.8974
Estonia,EST,1998,845.3851
Estonia,EST,1999,771.3179
Estonia,EST,2000,741.6084
Estonia,EST,2001,741.9544
Estonia,EST,2002,700.9883
Estonia,EST,2003,667.401
Estonia,EST,2004,632.53436
Estonia,EST,2005,599.68646
Estonia,EST,2006,575.10455
Estonia,EST,2007,558.972
Estonia,EST,2008,504.02325
Estonia,EST,2009,467.82114
Estonia,EST,2010,420.7817
Estonia,EST,2011,401.0407
Estonia,EST,2012,361.95108
Estonia,EST,2013,311.5467
Estonia,EST,2014,276.395
Eswatini,SWZ,1990,856.68536
Eswatini,SWZ,1991,850.3771
Eswatini,SWZ,1992,838.19885
Eswatini,SWZ,1993,824.8952
Eswatini,SWZ,1994,825.8962
Eswatini,SWZ,1995,841.6817
Eswatini,SWZ,1996,861.1384
Eswatini,SWZ,1997,868.1244
Eswatini,SWZ,1998,894.68536
Eswatini,SWZ,1999,926.2094
Eswatini,SWZ,2000,975.6276
Eswatini,SWZ,2001,1014.66895
Eswatini,SWZ,2002,1046.8629
Eswatini,SWZ,2003,1068.0552
Eswatini,SWZ,2004,1085.6678
Eswatini,SWZ,2005,1095.4049
Eswatini,SWZ,2006,1082.195
Eswatini,SWZ,2007,1073.1149
Eswatini,SWZ,2008,1064.4906
Eswatini,SWZ,2009,1050.5769
Eswatini,SWZ,2010,1015.8913
Eswatini,SWZ,2011,975.41583
Eswatini,SWZ,2012,951.8807
Eswatini,SWZ,2013,925.6068
Eswatini,SWZ,2014,893.16125
Ethiopia,ETH,1990,125109.11
Ethiopia,ETH,1991,126014.38
Ethiopia,ETH,1992,127618.29
Ethiopia,ETH,1993,127508.95
Ethiopia,ETH,1994,127388.71
Ethiopia,ETH,1995,126773.34
Ethiopia,ETH,1996,124976.41
Ethiopia,ETH,1997,123367.27
Ethiopia,ETH,1998,121951.96
Ethiopia,ETH,1999,120423.24
Ethiopia,ETH,2000,117331.31
Ethiopia,ETH,2001,113969.125
Ethiopia,ETH,2002,111359.516
Ethiopia,ETH,2003,108410.46
Ethiopia,ETH,2004,105135.945
Ethiopia,ETH,2005,103758.86
Ethiopia,ETH,2006,100914.75
Ethiopia,ETH,2007,98417.15
Ethiopia,ETH,2008,95572.18
Ethiopia,ETH,2009,92116.695
Ethiopia,ETH,2010,88650.09
Ethiopia,ETH,2011,86734.234
Ethiopia,ETH,2012,84393.336
Ethiopia,ETH,2013,82201.97
Ethiopia,ETH,2014,81795.875
Europe & Central Asia (WB),,1990,745765
Europe & Central Asia (WB),,1991,746046.5
Europe & Central Asia (WB),,1992,751071.4
Europe & Central Asia (WB),,1993,778063.06
Europe & Central Asia (WB),,1994,790734.7
Europe & Central Asia (WB),,1995,781198.4
Europe & Central Asia (WB),,1996,755592.44
Europe & Central Asia (WB),,1997,731174.06
Europe & Central Asia (WB),,1998,707348.3
Europe & Central Asia (WB),,1999,704870.2
Europe & Central Asia (WB),,2000,693831.9
Europe & Central Asia (WB),,2001,682170
Europe & Central Asia (WB),,2002,680391.06
Europe & Central Asia (WB),,2003,671403.9
Europe & Central Asia (WB),,2004,649095.9
Europe & Central Asia (WB),,2005,646921.56
Europe & Central Asia (WB),,2006,624839
Europe & Central Asia (WB),,2007,618301
Europe & Central Asia (WB),,2008,618124.06
Europe & Central Asia (WB),,2009,606019.7
Europe & Central Asia (WB),,2010,600689.56
Europe & Central Asia (WB),,2011,581219.6
Europe & Central Asia (WB),,2012,564819.9
Europe & Central Asia (WB),,2013,543210.4
Europe & Central Asia (WB),,2014,523760.03
European Region (WHO),,1990,751287.9
European Region (WHO),,1991,751755.94
European Region (WHO),,1992,757142.9
European Region (WHO),,1993,784225.6
European Region (WHO),,1994,796966.3
European Region (WHO),,1995,787539.5
European Region (WHO),,1996,761945.94
European Region (WHO),,1997,737555.7
European Region (WHO),,1998,713785
European Region (WHO),,1999,711238.9
European Region (WHO),,2000,700149.5
European Region (WHO),,2001,688480.3
European Region (WHO),,2002,686767
European Region (WHO),,2003,677739.5
European Region (WHO),,2004,655278.94
European Region (WHO),,2005,653115.1
European Region (WHO),,2006,631086
European Region (WHO),,2007,624670.06
European Region (WHO),,2008,624378.25
European Region (WHO),,2009,612252.94
European Region (WHO),,2010,606895.2
European Region (WHO),,2011,587399.06
European Region (WHO),,2012,570982.44
European Region (WHO),,2013,549221.25
European Region (WHO),,2014,529741.8
Fiji,FJI,1990,583.204
Fiji,FJI,1991,579.93756
Fiji,FJI,1992,574.741
Fiji,FJI,1993,577.9502
Fiji,FJI,1994,581.62836
Fiji,FJI,1995,589.92194
Fiji,FJI,1996,604.3388
Fiji,FJI,1997,613.4521
Fiji,FJI,1998,601.302
Fiji,FJI,1999,641.3275
Fiji,FJI,2000,663.5928
Fiji,FJI,2001,644.7315
Fiji,FJI,2002,632.9647
Fiji,FJI,2003,645.6866
Fiji,FJI,2004,625.2695
Fiji,FJI,2005,640.7921
Fiji,FJI,2006,655.3568
Fiji,FJI,2007,670.83417
Fiji,FJI,2008,682.8174
Fiji,FJI,2009,667.09143
Fiji,FJI,2010,668.51654
Fiji,FJI,2011,667.67957
Fiji,FJI,2012,663.09564
Fiji,FJI,2013,656.00934
Fiji,FJI,2014,651.7296
Finland,FIN,1990,1389.2776
Finland,FIN,1991,1334.5695
Finland,FIN,1992,1300.7515
Finland,FIN,1993,1258.1721
Finland,FIN,1994,1168.8807
Finland,FIN,1995,1145.7573
Finland,FIN,1996,1105.7467
Finland,FIN,1997,1068.5111
Finland,FIN,1998,1023.4041
Finland,FIN,1999,978.4149
Finland,FIN,2000,940.3564
Finland,FIN,2001,897.4446
Finland,FIN,2002,869.4772
Finland,FIN,2003,835.1307
Finland,FIN,2004,794.101
Finland,FIN,2005,773.2795
Finland,FIN,2006,753.6129
Finland,FIN,2007,753.2164
Finland,FIN,2008,745.34814
Finland,FIN,2009,751.4627
Finland,FIN,2010,752.04364
Finland,FIN,2011,714.6405
Finland,FIN,2012,651.233
Finland,FIN,2013,566.0062
Finland,FIN,2014,480.15726
France,FRA,1990,24269.33
France,FRA,1991,23530.514
France,FRA,1992,22810.387
France,FRA,1993,22532.021
France,FRA,1994,22024.234
France,FRA,1995,21977.094
France,FRA,1996,21836.574
France,FRA,1997,21327.162
France,FRA,1998,21291.006
France,FRA,1999,20849.738
France,FRA,2000,20214.373
France,FRA,2001,19766.207
France,FRA,2002,19761.465
France,FRA,2003,19405.58
France,FRA,2004,18334.756
France,FRA,2005,18039.805
France,FRA,2006,17798.355
France,FRA,2007,17818.777
France,FRA,2008,18052.205
France,FRA,2009,18328.053
France,FRA,2010,18283.297
France,FRA,2011,17960.248
France,FRA,2012,17451.63
France,FRA,2013,16516.148
France,FRA,2014,15453.321
G20,,1990,4296582
G20,,1991,4291964.5
G20,,1992,4292312.5
G20,,1993,4298528
G20,,1994,4277433.5
G20,,1995,4234733
G20,,1996,4222167
G20,,1997,4242898.5
G20,,1998,4223181
G20,,1999,4207981
G20,,2000,4226507
G20,,2001,4241124.5
G20,,2002,4262371
G20,,2003,4252323
G20,,2004,4207889
G20,,2005,4219759.5
G20,,2006,4188782.8
G20,,2007,4189904.8
G20,,2008,4237761
G20,,2009,4219408.5
G20,,2010,4241735.5
G20,,2011,4269175.5
G20,,2012,4278864.5
G20,,2013,4296608.5
G20,,2014,4286600
Gabon,GAB,1990,1163.767
Gabon,GAB,1991,1133.6417
Gabon,GAB,1992,1110.9806
Gabon,GAB,1993,1088.8848
Gabon,GAB,1994,1081.7748
Gabon,GAB,1995,1081.1809
Gabon,GAB,1996,1073.938
Gabon,GAB,1997,1053.6707
Gabon,GAB,1998,1040.1184
Gabon,GAB,1999,1027.9014
Gabon,GAB,2000,1026.0907
Gabon,GAB,2001,1016.2402
Gabon,GAB,2002,988.69965
Gabon,GAB,2003,980.82965
Gabon,GAB,2004,968.32043
Gabon,GAB,2005,949.8808
Gabon,GAB,2006,948.61304
Gabon,GAB,2007,939.0039
Gabon,GAB,2008,938.6418
Gabon,GAB,2009,923.84845
Gabon,GAB,2010,904.6805
Gabon,GAB,2011,907.2326
Gabon,GAB,2012,899.5884
Gabon,GAB,2013,894.0639
Gabon,GAB,2014,897.6212
Gambia,GMB,1990,1428.5004
Gambia,GMB,1991,1462.4929
Gambia,GMB,1992,1505.957
Gambia,GMB,1993,1493.9872
Gambia,GMB,1994,1496.1228
Gambia,GMB,1995,1585.3488
Gambia,GMB,1996,1527.3733
Gambia,GMB,1997,1545.9652
Gambia,GMB,1998,1589.7588
Gambia,GMB,1999,1654.6896
Gambia,GMB,2000,1605.2045
Gambia,GMB,2001,1595.1224
Gambia,GMB,2002,1627.9963
Gambia,GMB,2003,1673.6927
Gambia,GMB,2004,1813.8788
Gambia,GMB,2005,1853.1912
Gambia,GMB,2006,1843.753
Gambia,GMB,2007,1855.5165
Gambia,GMB,2008,1822.487
Gambia,GMB,2009,1838.4471
Gambia,GMB,2010,1828.5422
Gambia,GMB,2011,1742.7877
Gambia,GMB,2012,1765.0388
Gambia,GMB,2013,1797.5054
Gambia,GMB,2014,1884.9327
Georgia,GEO,1990,8907.36
Georgia,GEO,1991,9037.459
Georgia,GEO,1992,9136.183
Georgia,GEO,1993,8835.837
Georgia,GEO,1994,8857.739
Georgia,GEO,1995,8052.119
Georgia,GEO,1996,7598.3853
Georgia,GEO,1997,7765.351
Georgia,GEO,1998,8014.085
Georgia,GEO,1999,8196.197
Georgia,GEO,2000,8295.9375
Georgia,GEO,2001,8143.8276
Georgia,GEO,2002,8274.559
Georgia,GEO,2003,8179.9224
Georgia,GEO,2004,7980.2666
Georgia,GEO,2005,7585.4785
Georgia,GEO,2006,7210.0327
Georgia,GEO,2007,6749.3564
Georgia,GEO,2008,6564.2935
Georgia,GEO,2009,6558.5312
Georgia,GEO,2010,6416.0303
Georgia,GEO,2011,6153.318
Georgia,GEO,2012,5699.433
Georgia,GEO,2013,5326.1016
Georgia,GEO,2014,5103.811
Germany,DEU,1990,64605.184
Germany,DEU,1991,62389.523
Germany,DEU,1992,59662.24
Germany,DEU,1993,58274.18
Germany,DEU,1994,56476.254
Germany,DEU,1995,54777.902
Germany,DEU,1996,52513.895
Germany,DEU,1997,49543.004
Germany,DEU,1998,46882.594
Germany,DEU,1999,44669.24
Germany,DEU,2000,42523.574
Germany,DEU,2001,40585.04
Germany,DEU,2002,39939.87
Germany,DEU,2003,38835.42
Germany,DEU,2004,37008.082
Germany,DEU,2005,36065.918
Germany,DEU,2006,35762.05
Germany,DEU,2007,36220.027
Germany,DEU,2008,36838.11
Germany,DEU,2009,37751.234
Germany,DEU,2010,37803.438
Germany,DEU,2011,36753.793
Germany,DEU,2012,35286.223
Germany,DEU,2013,33677.96
Germany,DEU,2014,31460.084
Ghana,GHA,1990,17951.115
Ghana,GHA,1991,17783.02
Ghana,GHA,1992,17737.287
Ghana,GHA,1993,17665.936
Ghana,GHA,1994,17717.178
Ghana,GHA,1995,17877.992
Ghana,GHA,1996,18269.402
Ghana,GHA,1997,18877.094
Ghana,GHA,1998,19220.068
Ghana,GHA,1999,19715.098
Ghana,GHA,2000,20214.725
Ghana,GHA,2001,20719.812
Ghana,GHA,2002,21214.018
Ghana,GHA,2003,21689.105
Ghana,GHA,2004,22097.232
Ghana,GHA,2005,22549.11
Ghana,GHA,2006,23022.29
Ghana,GHA,2007,23302.188
Ghana,GHA,2008,23154.283
Ghana,GHA,2009,23179.87
Ghana,GHA,2010,23267.785
Ghana,GHA,2011,23448.29
Ghana,GHA,2012,23443.086
Ghana,GHA,2013,23557.21
Ghana,GHA,2014,23759.46
Greece,GRC,1990,7362.3213
Greece,GRC,1991,7404.9585
Greece,GRC,1992,7499.819
Greece,GRC,1993,7444.8853
Greece,GRC,1994,7492.0635
Greece,GRC,1995,7561.147
Greece,GRC,1996,7602.5337
Greece,GRC,1997,7681.7617
Greece,GRC,1998,7872.1714
Greece,GRC,1999,8019.4
Greece,GRC,2000,8011.2847
Greece,GRC,2001,7947.6084
Greece,GRC,2002,7873.712
Greece,GRC,2003,7720.6196
Greece,GRC,2004,7517.6045
Greece,GRC,2005,7335.507
Greece,GRC,2006,7356.026
Greece,GRC,2007,7635.947
Greece,GRC,2008,7567.676
Greece,GRC,2009,7580.5796
Greece,GRC,2010,7485.7437
Greece,GRC,2011,7528.757
Greece,GRC,2012,7442.3525
Greece,GRC,2013,6997.5874
Greece,GRC,2014,6588.7476
Greenland,GRL,1990,9.936223
Greenland,GRL,1991,9.984141
Greenland,GRL,1992,9.99781
Greenland,GRL,1993,10.590162
Greenland,GRL,1994,10.710686
Greenland,GRL,1995,10.770081
Greenland,GRL,1996,10.570334
Greenland,GRL,1997,10.296741
Greenland,GRL,1998,9.776479
Greenland,GRL,1999,9.328572
Greenland,GRL,2000,8.9397745
Greenland,GRL,2001,8.808366
Greenland,GRL,2002,8.891476
Greenland,GRL,2003,8.63085
Greenland,GRL,2004,7.9093437
Greenland,GRL,2005,7.733517
Greenland,GRL,2006,7.4228325
Greenland,GRL,2007,7.1925983
Greenland,GRL,2008,6.967792
Greenland,GRL,2009,6.9218783
Greenland,GRL,2010,6.895434
Greenland,GRL,2011,6.9087505
Greenland,GRL,2012,6.975297
Greenland,GRL,2013,7.0660286
Greenland,GRL,2014,7.0708275
Grenada,GRD,1990,85.55223
Grenada,GRD,1991,78.950386
Grenada,GRD,1992,75.11694
Grenada,GRD,1993,72.36347
Grenada,GRD,1994,67.41023
Grenada,GRD,1995,62.796726
Grenada,GRD,1996,58.3611
Grenada,GRD,1997,55.35844
Grenada,GRD,1998,53.298935
Grenada,GRD,1999,53.07294
Grenada,GRD,2000,51.887245
Grenada,GRD,2001,50.66347
Grenada,GRD,2002,49.09146
Grenada,GRD,2003,47.521297
Grenada,GRD,2004,46.35828
Grenada,GRD,2005,45.313084
Grenada,GRD,2006,44.88304
Grenada,GRD,2007,44.878853
Grenada,GRD,2008,45.56238
Grenada,GRD,2009,46.173283
Grenada,GRD,2010,46.724518
Grenada,GRD,2011,47.342407
Grenada,GRD,2012,46.79246
Grenada,GRD,2013,48.633537
Grenada,GRD,2014,50.401257
Guam,GUM,1990,20.991638
Guam,GUM,1991,21.90409
Guam,GUM,1992,22.41967
Guam,GUM,1993,22.733393
Guam,GUM,1994,22.711437
Guam,GUM,1995,21.983477
Guam,GUM,1996,21.464046
Guam,GUM,1997,21.124624
Guam,GUM,1998,20.798464
Guam,GUM,1999,20.697012
Guam,GUM,2000,20.929522
Guam,GUM,2001,21.345755
Guam,GUM,2002,21.696936
Guam,GUM,2003,21.626446
Guam,GUM,2004,21.25253
Guam,GUM,2005,20.609417
Guam,GUM,2006,20.922953
Guam,GUM,2007,21.118643
Guam,GUM,2008,21.617847
Guam,GUM,2009,22.356682
Guam,GUM,2010,22.854225
Guam,GUM,2011,24.510965
Guam,GUM,2012,28.910198
Guam,GUM,2013,34.633667
Guam,GUM,2014,39.73223
Guatemala,GTM,1990,9838.048
Guatemala,GTM,1991,10173.712
Guatemala,GTM,1992,10411.357
Guatemala,GTM,1993,10492.145
Guatemala,GTM,1994,10315.493
Guatemala,GTM,1995,9657.562
Guatemala,GTM,1996,9428.143
Guatemala,GTM,1997,9688.019
Guatemala,GTM,1998,9854.061
Guatemala,GTM,1999,9691.584
Guatemala,GTM,2000,9684.106
Guatemala,GTM,2001,9510.645
Guatemala,GTM,2002,9194.429
Guatemala,GTM,2003,9023.095
Guatemala,GTM,2004,8964.712
Guatemala,GTM,2005,8813.022
Guatemala,GTM,2006,8719.702
Guatemala,GTM,2007,8539.603
Guatemala,GTM,2008,8468.8545
Guatemala,GTM,2009,8573.086
Guatemala,GTM,2010,8721.247
Guatemala,GTM,2011,8806.886
Guatemala,GTM,2012,8835.241
Guatemala,GTM,2013,8885.468
Guatemala,GTM,2014,8936.03
Guinea,GIN,1990,17654.752
Guinea,GIN,1991,17770.193
Guinea,GIN,1992,17896.244
Guinea,GIN,1993,17955.87
Guinea,GIN,1994,18122.184
Guinea,GIN,1995,18163.69
Guinea,GIN,1996,18079.572
Guinea,GIN,1997,18067.188
Guinea,GIN,1998,18059.416
Guinea,GIN,1999,17903.578
Guinea,GIN,2000,17580.877
Guinea,GIN,2001,17250.008
Guinea,GIN,2002,17104.234
Guinea,GIN,2003,17056.467
Guinea,GIN,2004,17354.2
Guinea,GIN,2005,17344.586
Guinea,GIN,2006,17411.006
Guinea,GIN,2007,17364.312
Guinea,GIN,2008,17257.547
Guinea,GIN,2009,16976.764
Guinea,GIN,2010,17113.018
Guinea,GIN,2011,17023.83
Guinea,GIN,2012,16934.643
Guinea,GIN,2013,17145.355
Guinea,GIN,2014,17268.65
Guinea-Bissau,GNB,1990,2252.8694
Guinea-Bissau,GNB,1991,2242.8071
Guinea-Bissau,GNB,1992,2235.706
Guinea-Bissau,GNB,1993,2228.5657
Guinea-Bissau,GNB,1994,2224.645
Guinea-Bissau,GNB,1995,2209.875
Guinea-Bissau,GNB,1996,2218.0217
Guinea-Bissau,GNB,1997,2185.2576
Guinea-Bissau,GNB,1998,2160.64
Guinea-Bissau,GNB,1999,2151.7788
Guinea-Bissau,GNB,2000,2156.444
Guinea-Bissau,GNB,2001,2163.759
Guinea-Bissau,GNB,2002,2170.036
Guinea-Bissau,GNB,2003,2172.6313
Guinea-Bissau,GNB,2004,2183.0007
Guinea-Bissau,GNB,2005,2161.291
Guinea-Bissau,GNB,2006,2150.0134
Guinea-Bissau,GNB,2007,2216.8855
Guinea-Bissau,GNB,2008,2205.438
Guinea-Bissau,GNB,2009,2178.109
Guinea-Bissau,GNB,2010,2156.5596
Guinea-Bissau,GNB,2011,2124.6228
Guinea-Bissau,GNB,2012,2086.4365
Guinea-Bissau,GNB,2013,2093.5
Guinea-Bissau,GNB,2014,2093.8008
Guyana,GUY,1990,596.57135
Guyana,GUY,1991,561.9178
Guyana,GUY,1992,540.42206
Guyana,GUY,1993,560.03375
Guyana,GUY,1994,545.8498
Guyana,GUY,1995,547.1559
Guyana,GUY,1996,552.0528
Guyana,GUY,1997,547.813
Guyana,GUY,1998,542.88696
Guyana,GUY,1999,520.65326
Guyana,GUY,2000,533.853
Guyana,GUY,2001,533.32434
Guyana,GUY,2002,534.79816
Guyana,GUY,2003,523.2405
Guyana,GUY,2004,513.90186
Guyana,GUY,2005,499.77527
Guyana,GUY,2006,483.76385
Guyana,GUY,2007,484.02493
Guyana,GUY,2008,483.0242
Guyana,GUY,2009,473.44287
Guyana,GUY,2010,478.5287
Guyana,GUY,2011,477.79327
Guyana,GUY,2012,484.78116
Guyana,GUY,2013,484.29547
Guyana,GUY,2014,495.7281
Haiti,HTI,1990,12705.828
Haiti,HTI,1991,12447.7
Haiti,HTI,1992,12364.148
Haiti,HTI,1993,12272.744
Haiti,HTI,1994,12135.67
Haiti,HTI,1995,12054.002
Haiti,HTI,1996,11919.221
Haiti,HTI,1997,11939.549
Haiti,HTI,1998,11693.799
Haiti,HTI,1999,11724.696
Haiti,HTI,2000,11721.66
Haiti,HTI,2001,11822.965
Haiti,HTI,2002,11887.022
Haiti,HTI,2003,12033.47
Haiti,HTI,2004,12198.709
Haiti,HTI,2005,12359.743
Haiti,HTI,2006,12511.326
Haiti,HTI,2007,12676.319
Haiti,HTI,2008,12824.594
Haiti,HTI,2009,12958.892
Haiti,HTI,2010,12979.982
Haiti,HTI,2011,13202.583
Haiti,HTI,2012,13297.343
Haiti,HTI,2013,13475.6875
Haiti,HTI,2014,13647.386
High Income (WB),,1990,533528.25
High Income (WB),,1991,527597.8
High Income (WB),,1992,517191.03
High Income (WB),,1993,513407.47
High Income (WB),,1994,506465.03
High Income (WB),,1995,503745.78
High Income (WB),,1996,492725.03
High Income (WB),,1997,483276.56
High Income (WB),,1998,477705.16
High Income (WB),,1999,472323.66
High Income (WB),,2000,458517.56
High Income (WB),,2001,447780.2
High Income (WB),,2002,442027.4
High Income (WB),,2003,434418.9
High Income (WB),,2004,419982.06
High Income (WB),,2005,414440.28
High Income (WB),,2006,407225.75
High Income (WB),,2007,401952.12
High Income (WB),,2008,395596.47
High Income (WB),,2009,389418.12
High Income (WB),,2010,383102.1
High Income (WB),,2011,380843.72
High Income (WB),,2012,376464.03
High Income (WB),,2013,369169.78
High Income (WB),,2014,360164.84
Honduras,HND,1990,3119.151
Honduras,HND,1991,3120.8152
Honduras,HND,1992,3251.1462
Honduras,HND,1993,3253.586
Honduras,HND,1994,3274.1072
Honduras,HND,1995,3523.4307
Honduras,HND,1996,3677.7842
Honduras,HND,1997,3674.7937
Honduras,HND,1998,3669.5142
Honduras,HND,1999,3676.8042
Honduras,HND,2000,3680.0835
Honduras,HND,2001,3720.5515
Honduras,HND,2002,3749.6523
Honduras,HND,2003,3798.0261
Honduras,HND,2004,3858.675
Honduras,HND,2005,3908.305
Honduras,HND,2006,3982.4158
Honduras,HND,2007,4060.523
Honduras,HND,2008,4180.794
Honduras,HND,2009,4354.589
Honduras,HND,2010,4598.888
Honduras,HND,2011,4972.947
Honduras,HND,2012,5409.845
Honduras,HND,2013,5514.712
Honduras,HND,2014,5585.2544
Hungary,HUN,1990,16250.294
Hungary,HUN,1991,16054.679
Hungary,HUN,1992,16412.818
Hungary,HUN,1993,16329.442
Hungary,HUN,1994,15707.152
Hungary,HUN,1995,15342.604
Hungary,HUN,1996,14346.779
Hungary,HUN,1997,13848.989
Hungary,HUN,1998,13578.101
Hungary,HUN,1999,13207.61
Hungary,HUN,2000,12243.224
Hungary,HUN,2001,11757.621
Hungary,HUN,2002,11719.336
Hungary,HUN,2003,11729.0625
Hungary,HUN,2004,11475.914
Hungary,HUN,2005,11570.199
Hungary,HUN,2006,11243.8
Hungary,HUN,2007,11289.225
Hungary,HUN,2008,10925.566
Hungary,HUN,2009,10912.79
Hungary,HUN,2010,10696.139
Hungary,HUN,2011,10473.944
Hungary,HUN,2012,10251.839
Hungary,HUN,2013,9761.606
Hungary,HUN,2014,9533.716
Iceland,ISL,1990,32.278763
Iceland,ISL,1991,31.572342
Iceland,ISL,1992,31.16009
Iceland,ISL,1993,30.296345
Iceland,ISL,1994,30.003216
Iceland,ISL,1995,29.916225
Iceland,ISL,1996,29.45594
Iceland,ISL,1997,29.072762
Iceland,ISL,1998,28.518938
Iceland,ISL,1999,27.969904
Iceland,ISL,2000,27.214785
Iceland,ISL,2001,27.11596
Iceland,ISL,2002,27.091122
Iceland,ISL,2003,26.188478
Iceland,ISL,2004,25.167875
Iceland,ISL,2005,24.74906
Iceland,ISL,2006,24.686577
Iceland,ISL,2007,25.015013
Iceland,ISL,2008,24.82286
Iceland,ISL,2009,24.902685
Iceland,ISL,2010,24.639278
Iceland,ISL,2011,23.914288
Iceland,ISL,2012,23.119265
Iceland,ISL,2013,21.511417
Iceland,ISL,2014,19.42395
India,IND,1990,1332684.8
India,IND,1991,1340608
India,IND,1992,1343393.4
India,IND,1993,1336596.8
India,IND,1994,1330687.8
India,IND,1995,1322703.1
India,IND,1996,1342791
India,IND,1997,1402370.4
India,IND,1998,1412746.8
India,IND,1999,1385402.8
India,IND,2000,1387431.2
India,IND,2001,1404542.4
India,IND,2002,1410494.8
India,IND,2003,1391459.2
India,IND,2004,1341668.1
India,IND,2005,1373203.9
India,IND,2006,1420870.4
India,IND,2007,1458927.1
India,IND,2008,1493106.1
India,IND,2009,1461800.8
India,IND,2010,1459403
India,IND,2011,1497826.2
India,IND,2012,1541016.5
India,IND,2013,1584767.6
India,IND,2014,1591958.4
Indonesia,IDN,1990,169173.94
Indonesia,IDN,1991,167220.17
Indonesia,IDN,1992,165783.73
Indonesia,IDN,1993,165001.81
Indonesia,IDN,1994,163918.64
Indonesia,IDN,1995,163065.47
Indonesia,IDN,1996,162474.52
Indonesia,IDN,1997,162527.16
Indonesia,IDN,1998,163155.3
Indonesia,IDN,1999,163509.02
Indonesia,IDN,2000,164777.27
Indonesia,IDN,2001,166644.84
Indonesia,IDN,2002,168688.31
Indonesia,IDN,2003,170997.48
Indonesia,IDN,2004,173435.56
Indonesia,IDN,2005,176888.44
Indonesia,IDN,2006,180119.03
Indonesia,IDN,2007,183353.44
Indonesia,IDN,2008,186823.61
Indonesia,IDN,2009,189542.67
Indonesia,IDN,2010,191871.84
Indonesia,IDN,2011,193582.44
Indonesia,IDN,2012,194608.17
Indonesia,IDN,2013,194152.2
Indonesia,IDN,2014,192480.73
Iran,IRN,1990,30463.113
Iran,IRN,1991,30107.684
Iran,IRN,1992,29943.691
Iran,IRN,1993,30061.17
Iran,IRN,1994,30479.195
Iran,IRN,1995,30968.344
Iran,IRN,1996,31539.441
Iran,IRN,1997,32304.914
Iran,IRN,1998,33045.227
Iran,IRN,1999,33802.56
Iran,IRN,2000,34452.293
Iran,IRN,2001,34919.88
Iran,IRN,2002,35101.492
Iran,IRN,2003,35213.887
Iran,IRN,2004,35158.125
Iran,IRN,2005,35278.26
Iran,IRN,2006,35656.086
Iran,IRN,2007,36027.242
Iran,IRN,2008,36472.598
Iran,IRN,2009,37089.16
Iran,IRN,2010,37449.28
Iran,IRN,2011,37501.96
Iran,IRN,2012,38072.496
Iran,IRN,2013,39287.465
Iran,IRN,2014,40412.008
Iraq,IRQ,1990,15941.535
Iraq,IRQ,1991,16271.707
Iraq,IRQ,1992,16828.592
Iraq,IRQ,1993,17240.94
Iraq,IRQ,1994,17406.848
Iraq,IRQ,1995,17870.312
Iraq,IRQ,1996,18373.225
Iraq,IRQ,1997,18791.725
Iraq,IRQ,1998,19039.986
Iraq,IRQ,1999,19197.264
Iraq,IRQ,2000,19316.377
Iraq,IRQ,2001,19369.906
Iraq,IRQ,2002,19496.41
Iraq,IRQ,2003,19920.467
Iraq,IRQ,2004,20024.357
Iraq,IRQ,2005,20052.47
Iraq,IRQ,2006,20164.59
Iraq,IRQ,2007,20851.512
Iraq,IRQ,2008,21606.8
Iraq,IRQ,2009,22186.455
Iraq,IRQ,2010,22560.293
Iraq,IRQ,2011,22793.377
Iraq,IRQ,2012,22909.277
Iraq,IRQ,2013,22961.643
Iraq,IRQ,2014,23096.318
