Entity,Code,Year,Deaths from Infectious diseases
Trinidad and Tobago,TTO,2010,553
Trinidad and Tobago,TTO,2011,535
Trinidad and Tobago,TTO,2012,533
Trinidad and Tobago,TTO,2013,547
Trinidad and Tobago,TTO,2014,552
Tunisia,TUN,1990,4017
Tunisia,TUN,1991,3788
Tunisia,TUN,1992,3571
Tunisia,TUN,1993,3412
Tunisia,TUN,1994,3252
Tunisia,TUN,1995,3175
Tunisia,TUN,1996,3031
Tunisia,TUN,1997,2925
Tunisia,TUN,1998,2825
Tunisia,TUN,1999,2627
Tunisia,TUN,2000,2567
Tunisia,TUN,2001,2536
Tunisia,TUN,2002,2493
Tunisia,TUN,2003,2481
Tunisia,TUN,2004,2480
Tunisia,TUN,2005,2458
Tunisia,TUN,2006,2429
Tunisia,TUN,2007,2427
Tunisia,TUN,2008,2438
Tunisia,TUN,2009,2460
Tunisia,TUN,2010,2502
Tunisia,TUN,2011,2522
Tunisia,TUN,2012,2532
Tunisia,TUN,2013,2552
Tunisia,TUN,2014,2570
Turkey,TUR,1990,56086
Turkey,TUR,1991,52403
Turkey,TUR,1992,49734
Turkey,TUR,1993,47528
Turkey,TUR,1994,46376
Turkey,TUR,1995,44768
Turkey,TUR,1996,42237
Turkey,TUR,1997,39705
Turkey,TUR,1998,36900
Turkey,TUR,1999,34107
Turkey,TUR,2000,30503
Turkey,TUR,2001,27280
Turkey,TUR,2002,24958
Turkey,TUR,2003,21526
Turkey,TUR,2004,18120
Turkey,TUR,2005,16048
Turkey,TUR,2006,14702
Turkey,TUR,2007,13935
Turkey,TUR,2008,13239
Turkey,TUR,2009,13319
Turkey,TUR,2010,13403
Turkey,TUR,2011,13653
Turkey,TUR,2012,14131
Turkey,TUR,2013,15138
Turkey,TUR,2014,16255
Turkmenistan,TKM,1990,7312
Turkmenistan,TKM,1991,7015
Turkmenistan,TKM,1992,6847
Turkmenistan,TKM,1993,6847
Turkmenistan,TKM,1994,6820
Turkmenistan,TKM,1995,6640
Turkmenistan,TKM,1996,6533
Turkmenistan,TKM,1997,6431
Turkmenistan,TKM,1998,6101
Turkmenistan,TKM,1999,5560
Turkmenistan,TKM,2000,5137
Turkmenistan,TKM,2001,4754
Turkmenistan,TKM,2002,4372
Turkmenistan,TKM,2003,4125
Turkmenistan,TKM,2004,3930
Turkmenistan,TKM,2005,3797
Turkmenistan,TKM,2006,3601
Turkmenistan,TKM,2007,3470
Turkmenistan,TKM,2008,3325
Turkmenistan,TKM,2009,3122
Turkmenistan,TKM,2010,2930
Turkmenistan,TKM,2011,2799
Turkmenistan,TKM,2012,2647
Turkmenistan,TKM,2013,2585
Turkmenistan,TKM,2014,2506
Tuvalu,TUV,1990,20
Tuvalu,TUV,1991,19
Tuvalu,TUV,1992,18
Tuvalu,TUV,1993,18
Tuvalu,TUV,1994,15
Tuvalu,TUV,1995,14
Tuvalu,TUV,1996,14
Tuvalu,TUV,1997,14
Tuvalu,TUV,1998,13
Tuvalu,TUV,1999,12
Tuvalu,TUV,2000,12
Tuvalu,TUV,2001,11
Tuvalu,TUV,2002,11
Tuvalu,TUV,2003,11
Tuvalu,TUV,2004,11
Tuvalu,TUV,2005,11
Tuvalu,TUV,2006,11
Tuvalu,TUV,2007,10
Tuvalu,TUV,2008,10
Tuvalu,TUV,2009,9
Tuvalu,TUV,2010,9
Tuvalu,TUV,2011,9
Tuvalu,TUV,2012,9
Tuvalu,TUV,2013,9
Tuvalu,TUV,2014,9
Uganda,UGA,1990,205291
Uganda,UGA,1991,213144
Uganda,UGA,1992,219915
Uganda,UGA,1993,225871
Uganda,UGA,1994,228836
Uganda,UGA,1995,231913
Uganda,UGA,1996,234353
Uganda,UGA,1997,237100
Uganda,UGA,1998,238834
Uganda,UGA,1999,239307
Uganda,UGA,2000,238303
Uganda,UGA,2001,234668
Uganda,UGA,2002,230029
Uganda,UGA,2003,225529
Uganda,UGA,2004,219563
Uganda,UGA,2005,207428
Uganda,UGA,2006,193727
Uganda,UGA,2007,185643
Uganda,UGA,2008,179040
Uganda,UGA,2009,172307
Uganda,UGA,2010,164879
Uganda,UGA,2011,154245
Uganda,UGA,2012,142450
Uganda,UGA,2013,128774
Uganda,UGA,2014,120457
Ukraine,UKR,1990,12524
Ukraine,UKR,1991,13034
Ukraine,UKR,1992,13870
Ukraine,UKR,1993,14992
Ukraine,UKR,1994,16463
Ukraine,UKR,1995,18882
Ukraine,UKR,1996,19199
Ukraine,UKR,1997,19182
Ukraine,UKR,1998,18204
Ukraine,UKR,1999,20099
Ukraine,UKR,2000,21973
Ukraine,UKR,2001,21890
Ukraine,UKR,2002,21870
Ukraine,UKR,2003,22282
Ukraine,UKR,2004,23092
Ukraine,UKR,2005,26393
Ukraine,UKR,2006,25503
Ukraine,UKR,2007,26397
Ukraine,UKR,2008,26529
Ukraine,UKR,2009,23219
Ukraine,UKR,2010,21913
Ukraine,UKR,2011,21138
Ukraine,UKR,2012,20922
Ukraine,UKR,2013,18114
Ukraine,UKR,2014,18965
United Arab Emirates,ARE,1990,464
United Arab Emirates,ARE,1991,451
United Arab Emirates,ARE,1992,455
United Arab Emirates,ARE,1993,459
United Arab Emirates,ARE,1994,476
United Arab Emirates,ARE,1995,481
United Arab Emirates,ARE,1996,487
United Arab Emirates,ARE,1997,496
United Arab Emirates,ARE,1998,508
United Arab Emirates,ARE,1999,510
United Arab Emirates,ARE,2000,522
United Arab Emirates,ARE,2001,529
United Arab Emirates,ARE,2002,540
United Arab Emirates,ARE,2003,564
United Arab Emirates,ARE,2004,594
United Arab Emirates,ARE,2005,609
United Arab Emirates,ARE,2006,641
United Arab Emirates,ARE,2007,668
United Arab Emirates,ARE,2008,742
United Arab Emirates,ARE,2009,816
United Arab Emirates,ARE,2010,857
United Arab Emirates,ARE,2011,897
United Arab Emirates,ARE,2012,936
United Arab Emirates,ARE,2013,971
United Arab Emirates,ARE,2014,980
United Kingdom,GBR,1990,40534
United Kingdom,GBR,1991,41632
United Kingdom,GBR,1992,43134
United Kingdom,GBR,1993,47861
United Kingdom,GBR,1994,49424
United Kingdom,GBR,1995,52215
United Kingdom,GBR,1996,53505
United Kingdom,GBR,1997,54297
United Kingdom,GBR,1998,54389
United Kingdom,GBR,1999,54591
United Kingdom,GBR,2000,51632
United Kingdom,GBR,2001,46479
United Kingdom,GBR,2002,45021
United Kingdom,GBR,2003,44032
United Kingdom,GBR,2004,41930
United Kingdom,GBR,2005,41123
United Kingdom,GBR,2006,40252
United Kingdom,GBR,2007,39868
United Kingdom,GBR,2008,39563
United Kingdom,GBR,2009,38662
United Kingdom,GBR,2010,38729
United Kingdom,GBR,2011,39362
United Kingdom,GBR,2012,40647
United Kingdom,GBR,2013,41621
United Kingdom,GBR,2014,41891
United States,USA,1990,110066
United States,USA,1991,115389
United States,USA,1992,120220
United States,USA,1993,127329
United States,USA,1994,133136
United States,USA,1995,134967
United States,USA,1996,123977
United States,USA,1997,110031
United States,USA,1998,107083
United States,USA,1999,106106
United States,USA,2000,104069
United States,USA,2001,102745
United States,USA,2002,103276
United States,USA,2003,102653
United States,USA,2004,100533
United States,USA,2005,101251
United States,USA,2006,100270
United States,USA,2007,98956
United States,USA,2008,98710
United States,USA,2009,97215
United States,USA,2010,95716
United States,USA,2011,96778
United States,USA,2012,97144
United States,USA,2013,98676
United States,USA,2014,99471
United States Virgin Islands,VIR,1990,29
United States Virgin Islands,VIR,1991,30
United States Virgin Islands,VIR,1992,32
United States Virgin Islands,VIR,1993,32
United States Virgin Islands,VIR,1994,35
United States Virgin Islands,VIR,1995,34
United States Virgin Islands,VIR,1996,37
United States Virgin Islands,VIR,1997,34
United States Virgin Islands,VIR,1998,33
United States Virgin Islands,VIR,1999,36
United States Virgin Islands,VIR,2000,38
United States Virgin Islands,VIR,2001,38
United States Virgin Islands,VIR,2002,38
United States Virgin Islands,VIR,2003,37
United States Virgin Islands,VIR,2004,36
United States Virgin Islands,VIR,2005,35
United States Virgin Islands,VIR,2006,35
United States Virgin Islands,VIR,2007,36
United States Virgin Islands,VIR,2008,36
United States Virgin Islands,VIR,2009,36
United States Virgin Islands,VIR,2010,37
United States Virgin Islands,VIR,2011,36
United States Virgin Islands,VIR,2012,37
United States Virgin Islands,VIR,2013,37
United States Virgin Islands,VIR,2014,39
Uruguay,URY,1990,1443
Uruguay,URY,1991,1539
Uruguay,URY,1992,1498
Uruguay,URY,1993,1546
Uruguay,URY,1994,1523
Uruguay,URY,1995,1576
Uruguay,URY,1996,1619
Uruguay,URY,1997,1614
Uruguay,URY,1998,1692
Uruguay,URY,1999,1730
Uruguay,URY,2000,1690
Uruguay,URY,2001,1712
Uruguay,URY,2002,1731
Uruguay,URY,2003,1809
Uruguay,URY,2004,1836
Uruguay,URY,2005,1834
Uruguay,URY,2006,1784
Uruguay,URY,2007,1899
Uruguay,URY,2008,1843
Uruguay,URY,2009,1845
Uruguay,URY,2010,1913
Uruguay,URY,2011,2022
Uruguay,URY,2012,2062
Uruguay,URY,2013,2029
Uruguay,URY,2014,2013
Uzbekistan,UZB,1990,27322
Uzbekistan,UZB,1991,27133
Uzbekistan,UZB,1992,27550
Uzbekistan,UZB,1993,28149
Uzbekistan,UZB,1994,28511
Uzbekistan,UZB,1995,28727
Uzbekistan,UZB,1996,28504
Uzbekistan,UZB,1997,27686
Uzbekistan,UZB,1998,26973
Uzbekistan,UZB,1999,25892
Uzbekistan,UZB,2000,25139
Uzbekistan,UZB,2001,24332
Uzbekistan,UZB,2002,23844
Uzbekistan,UZB,2003,23368
Uzbekistan,UZB,2004,23047
Uzbekistan,UZB,2005,23004
Uzbekistan,UZB,2006,22345
Uzbekistan,UZB,2007,21823
Uzbekistan,UZB,2008,21135
Uzbekistan,UZB,2009,20290
Uzbekistan,UZB,2010,19640
Uzbekistan,UZB,2011,19239
Uzbekistan,UZB,2012,18762
Uzbekistan,UZB,2013,18121
Uzbekistan,UZB,2014,17669
Vanuatu,VUT,1990,313
Vanuatu,VUT,1991,292
Vanuatu,VUT,1992,279
Vanuatu,VUT,1993,274
Vanuatu,VUT,1994,254
Vanuatu,VUT,1995,267
Vanuatu,VUT,1996,260
Vanuatu,VUT,1997,264
Vanuatu,VUT,1998,262
Vanuatu,VUT,1999,256
Vanuatu,VUT,2000,282
Vanuatu,VUT,2001,282
Vanuatu,VUT,2002,333
Vanuatu,VUT,2003,371
Vanuatu,VUT,2004,382
Vanuatu,VUT,2005,359
Vanuatu,VUT,2006,349
Vanuatu,VUT,2007,325
Vanuatu,VUT,2008,314
Vanuatu,VUT,2009,319
Vanuatu,VUT,2010,310
Vanuatu,VUT,2011,296
Vanuatu,VUT,2012,291
Vanuatu,VUT,2013,286
Vanuatu,VUT,2014,284
Venezuela,VEN,1990,11811
Venezuela,VEN,1991,10541
Venezuela,VEN,1992,10753
Venezuela,VEN,1993,11031
Venezuela,VEN,1994,11730
Venezuela,VEN,1995,11234
Venezuela,VEN,1996,10819
Venezuela,VEN,1997,10433
Venezuela,VEN,1998,10362
Venezuela,VEN,1999,9960
Venezuela,VEN,2000,9496
Venezuela,VEN,2001,9305
Venezuela,VEN,2002,9287
Venezuela,VEN,2003,10181
Venezuela,VEN,2004,9637
Venezuela,VEN,2005,9395
Venezuela,VEN,2006,9371
Venezuela,VEN,2007,9627
Venezuela,VEN,2008,9671
Venezuela,VEN,2009,9930
Venezuela,VEN,2010,10038
Venezuela,VEN,2011,10381
Venezuela,VEN,2012,10689
Venezuela,VEN,2013,10845
Venezuela,VEN,2014,11013
Vietnam,VNM,1990,88653
Vietnam,VNM,1991,85844
Vietnam,VNM,1992,83426
Vietnam,VNM,1993,80735
Vietnam,VNM,1994,78223
Vietnam,VNM,1995,75465
Vietnam,VNM,1996,73262
Vietnam,VNM,1997,71407
Vietnam,VNM,1998,70262
Vietnam,VNM,1999,68730
Vietnam,VNM,2000,68145
Vietnam,VNM,2001,67961
Vietnam,VNM,2002,67743
Vietnam,VNM,2003,67043
Vietnam,VNM,2004,66351
Vietnam,VNM,2005,66288
Vietnam,VNM,2006,66634
Vietnam,VNM,2007,66342
Vietnam,VNM,2008,65353
Vietnam,VNM,2009,64342
Vietnam,VNM,2010,63393
Vietnam,VNM,2011,63146
Vietnam,VNM,2012,62270
Vietnam,VNM,2013,62208
Vietnam,VNM,2014,60427
Wales,,1990,1966
Wales,,1991,2028
Wales,,1992,2124
Wales,,1993,2403
Wales,,1994,2503
Wales,,1995,2670
Wales,,1996,2768
Wales,,1997,2839
Wales,,1998,2830
Wales,,1999,2859
Wales,,2000,2715
Wales,,2001,2436
Wales,,2002,2369
Wales,,2003,2345
Wales,,2004,2281
Wales,,2005,2260
Wales,,2006,2206
Wales,,2007,2226
Wales,,2008,2242
Wales,,2009,2243
Wales,,2010,2281
Wales,,2011,2348
Wales,,2012,2461
Wales,,2013,2550
Wales,,2014,2563
Western Pacific Region (WHO),,1990,1428010
Western Pacific Region (WHO),,1991,1391820
Western Pacific Region (WHO),,1992,1347793
Western Pacific Region (WHO),,1993,1291873
Western Pacific Region (WHO),,1994,1240569
Western Pacific Region (WHO),,1995,1183035
Western Pacific Region (WHO),,1996,1119851
Western Pacific Region (WHO),,1997,1058294
Western Pacific Region (WHO),,1998,1007081
Western Pacific Region (WHO),,1999,960413
Western Pacific Region (WHO),,2000,918115
Western Pacific Region (WHO),,2001,873838
Western Pacific Region (WHO),,2002,836304
Western Pacific Region (WHO),,2003,802892
Western Pacific Region (WHO),,2004,782123
Western Pacific Region (WHO),,2005,761917
Western Pacific Region (WHO),,2006,736554
Western Pacific Region (WHO),,2007,716852
Western Pacific Region (WHO),,2008,708689
Western Pacific Region (WHO),,2009,705268
Western Pacific Region (WHO),,2010,702952
Western Pacific Region (WHO),,2011,699888
Western Pacific Region (WHO),,2012,692086
Western Pacific Region (WHO),,2013,687457
Western Pacific Region (WHO),,2014,686752
World,OWID_WRL,1990,11930596
World,OWID_WRL,1991,11987593
World,OWID_WRL,1992,12000763
World,OWID_WRL,1993,11915695
World,OWID_WRL,1994,11862936
World,OWID_WRL,1995,11839879
World,OWID_WRL,1996,11799598
World,OWID_WRL,1997,11795753
World,OWID_WRL,1998,11796258
World,OWID_WRL,1999,11770703
World,OWID_WRL,2000,11715521
World,OWID_WRL,2001,11618457
World,OWID_WRL,2002,11499822
World,OWID_WRL,2003,11365289
World,OWID_WRL,2004,11156351
World,OWID_WRL,2005,10979043
World,OWID_WRL,2006,10732006
World,OWID_WRL,2007,10466212
World,OWID_WRL,2008,10212090
World,OWID_WRL,2009,9887675
World,OWID_WRL,2010,9635935
World,OWID_WRL,2011,9404140
World,OWID_WRL,2012,9114067
World,OWID_WRL,2013,8884533
World,OWID_WRL,2014,8685501
World Bank High Income,,1990,420106
World Bank High Income,,1991,429486
World Bank High Income,,1992,439666
World Bank High Income,,1993,457197
World Bank High Income,,1994,468040
World Bank High Income,,1995,477296
World Bank High Income,,1996,464472
World Bank High Income,,1997,443348
World Bank High Income,,1998,440935
World Bank High Income,,1999,444483
World Bank High Income,,2000,435100
World Bank High Income,,2001,424688
World Bank High Income,,2002,425584
World Bank High Income,,2003,428448
World Bank High Income,,2004,423755
World Bank High Income,,2005,431043
World Bank High Income,,2006,430493
World Bank High Income,,2007,434127
World Bank High Income,,2008,438693
World Bank High Income,,2009,439981
World Bank High Income,,2010,444328
World Bank High Income,,2011,453302
World Bank High Income,,2012,462534
World Bank High Income,,2013,469531
World Bank High Income,,2014,473930
World Bank Low Income,,1990,2614770
World Bank Low Income,,1991,2680687
World Bank Low Income,,1992,2739686
World Bank Low Income,,1993,2807641
World Bank Low Income,,1994,2896516
World Bank Low Income,,1995,2961119
World Bank Low Income,,1996,3029268
World Bank Low Income,,1997,3079068
World Bank Low Income,,1998,3111486
World Bank Low Income,,1999,3129329
World Bank Low Income,,2000,3141778
World Bank Low Income,,2001,3125099
World Bank Low Income,,2002,3094914
World Bank Low Income,,2003,3056754
World Bank Low Income,,2004,2998235
World Bank Low Income,,2005,2917922
World Bank Low Income,,2006,2830475
World Bank Low Income,,2007,2741031
World Bank Low Income,,2008,2650510
World Bank Low Income,,2009,2575089
World Bank Low Income,,2010,2503212
World Bank Low Income,,2011,2427614
World Bank Low Income,,2012,2342683
World Bank Low Income,,2013,2257281
World Bank Low Income,,2014,2195729
World Bank Lower Middle Income,,1990,7133385
World Bank Lower Middle Income,,1991,7156155
World Bank Lower Middle Income,,1992,7153992
World Bank Lower Middle Income,,1993,7029349
World Bank Lower Middle Income,,1994,6909676
World Bank Lower Middle Income,,1995,6856597
World Bank Lower Middle Income,,1996,6813088
World Bank Lower Middle Income,,1997,6827572
World Bank Lower Middle Income,,1998,6826854
World Bank Lower Middle Income,,1999,6790605
World Bank Lower Middle Income,,2000,6737276
World Bank Lower Middle Income,,2001,6680900
World Bank Lower Middle Income,,2002,6593277
World Bank Lower Middle Income,,2003,6495985
World Bank Lower Middle Income,,2004,6360344
World Bank Lower Middle Income,,2005,6271968
World Bank Lower Middle Income,,2006,6158621
World Bank Lower Middle Income,,2007,6023915
World Bank Lower Middle Income,,2008,5887515
World Bank Lower Middle Income,,2009,5670690
World Bank Lower Middle Income,,2010,5514980
World Bank Lower Middle Income,,2011,5387587
World Bank Lower Middle Income,,2012,5207373
World Bank Lower Middle Income,,2013,5073516
World Bank Lower Middle Income,,2014,4933580
World Bank Upper Middle Income,,1990,1756647
World Bank Upper Middle Income,,1991,1715466
World Bank Upper Middle Income,,1992,1661555
World Bank Upper Middle Income,,1993,1615530
World Bank Upper Middle Income,,1994,1582601
World Bank Upper Middle Income,,1995,1538697
World Bank Upper Middle Income,,1996,1486575
World Bank Upper Middle Income,,1997,1439581
World Bank Upper Middle Income,,1998,1410731
World Bank Upper Middle Income,,1999,1400023
World Bank Upper Middle Income,,2000,1395091
World Bank Upper Middle Income,,2001,1381493
World Bank Upper Middle Income,,2002,1379790
World Bank Upper Middle Income,,2003,1377857
World Bank Upper Middle Income,,2004,1367812
World Bank Upper Middle Income,,2005,1352027
World Bank Upper Middle Income,,2006,1306475
World Bank Upper Middle Income,,2007,1261377
World Bank Upper Middle Income,,2008,1229732
World Bank Upper Middle Income,,2009,1196346
World Bank Upper Middle Income,,2010,1167900
World Bank Upper Middle Income,,2011,1130140
World Bank Upper Middle Income,,2012,1096287
World Bank Upper Middle Income,,2013,1079095
World Bank Upper Middle Income,,2014,1077258
Yemen,YEM,1990,52737
Yemen,YEM,1991,52370
Yemen,YEM,1992,51960
Yemen,YEM,1993,51759
Yemen,YEM,1994,51208
Yemen,YEM,1995,50453
Yemen,YEM,1996,49657
Yemen,YEM,1997,48881
Yemen,YEM,1998,47948
Yemen,YEM,1999,46329
Yemen,YEM,2000,44870
Yemen,YEM,2001,43479
Yemen,YEM,2002,40607
Yemen,YEM,2003,39167
Yemen,YEM,2004,37394
Yemen,YEM,2005,35515
Yemen,YEM,2006,33667
Yemen,YEM,2007,31004
Yemen,YEM,2008,28565
Yemen,YEM,2009,27898
Yemen,YEM,2010,27897
Yemen,YEM,2011,26499
Yemen,YEM,2012,26016
Yemen,YEM,2013,23903
Yemen,YEM,2014,23357
Zambia,ZMB,1990,70735
Zambia,ZMB,1991,77272
Zambia,ZMB,1992,83629
Zambia,ZMB,1993,88681
Zambia,ZMB,1994,94754
Zambia,ZMB,1995,100795
Zambia,ZMB,1996,105843
Zambia,ZMB,1997,109908
Zambia,ZMB,1998,113357
Zambia,ZMB,1999,116509
Zambia,ZMB,2000,118016
Zambia,ZMB,2001,122263
Zambia,ZMB,2002,119001
Zambia,ZMB,2003,116646
Zambia,ZMB,2004,111838
Zambia,ZMB,2005,107450
Zambia,ZMB,2006,102406
Zambia,ZMB,2007,94067
Zambia,ZMB,2008,83756
Zambia,ZMB,2009,77503
Zambia,ZMB,2010,74576
Zambia,ZMB,2011,71292
Zambia,ZMB,2012,67843
Zambia,ZMB,2013,64668
Zambia,ZMB,2014,63027
Zimbabwe,ZWE,1990,37938
Zimbabwe,ZWE,1991,43292
Zimbabwe,ZWE,1992,50879
Zimbabwe,ZWE,1993,60852
Zimbabwe,ZWE,1994,70530
Zimbabwe,ZWE,1995,82408
Zimbabwe,ZWE,1996,94966
Zimbabwe,ZWE,1997,104236
Zimbabwe,ZWE,1998,114894
Zimbabwe,ZWE,1999,123867
Zimbabwe,ZWE,2000,131624
Zimbabwe,ZWE,2001,136393
Zimbabwe,ZWE,2002,140548
Zimbabwe,ZWE,2003,143179
Zimbabwe,ZWE,2004,144003
Zimbabwe,ZWE,2005,141421
Zimbabwe,ZWE,2006,136542
Zimbabwe,ZWE,2007,130038
Zimbabwe,ZWE,2008,122906
Zimbabwe,ZWE,2009,113904
Zimbabwe,ZWE,2010,98961
Zimbabwe,ZWE,2011,85878
Zimbabwe,ZWE,2012,76805
Zimbabwe,ZWE,2013,71281
Zimbabwe,ZWE,2014,68069
