Entity,Code,Year,Deaths that are from all causes attributed to ambient ozone pollution
Spain,ESP,1995,1475.9072
Spain,ESP,1996,1507.426
Spain,ESP,1997,1563.3115
Spain,ESP,1998,1516.5515
Spain,ESP,1999,1597.4474
Spain,ESP,2000,1574.5546
Spain,ESP,2001,1627.2864
Spain,ESP,2002,2007.078
Spain,ESP,2003,2213.8137
Spain,ESP,2004,2352.0286
Spain,ESP,2005,2279.3662
Spain,ESP,2006,2181.3757
Spain,ESP,2007,2075.3167
Spain,ESP,2008,2008.7422
Spain,ESP,2009,2075.1958
Spain,ESP,2010,2155.6382
Spain,ESP,2011,2253.754
Spain,ESP,2012,2362.3691
Spain,ESP,2013,2405.83
Spain,ESP,2014,2546.064
Sri Lanka,LKA,1990,19.926054
Sri Lanka,LKA,1991,22.312967
Sri Lanka,LKA,1992,23.14294
Sri Lanka,LKA,1993,23.22864
Sri Lanka,LKA,1994,24.271976
Sri Lanka,LKA,1995,32.588264
Sri Lanka,LKA,1996,37.184822
Sri Lanka,LKA,1997,43.54913
Sri Lanka,LKA,1998,40.38346
Sri Lanka,LKA,1999,54.77907
Sri Lanka,LKA,2000,49.681545
Sri Lanka,LKA,2001,54.005894
Sri Lanka,LKA,2002,43.65523
Sri Lanka,LKA,2003,56.88492
Sri Lanka,LKA,2004,53.423492
Sri Lanka,LKA,2005,66.014595
Sri Lanka,LKA,2006,66.45591
Sri Lanka,LKA,2007,87.37772
Sri Lanka,LKA,2008,71.11406
Sri Lanka,LKA,2009,46.416115
Sri Lanka,LKA,2010,64.4939
Sri Lanka,LKA,2011,102.8819
Sri Lanka,LKA,2012,157.8844
Sri Lanka,LKA,2013,166.65292
Sri Lanka,LKA,2014,144.27454
Sub-Saharan Africa (WB),,1990,2897.854
Sub-Saharan Africa (WB),,1991,2981.633
Sub-Saharan Africa (WB),,1992,2909.7852
Sub-Saharan Africa (WB),,1993,2859.171
Sub-Saharan Africa (WB),,1994,2722.233
Sub-Saharan Africa (WB),,1995,2759.521
Sub-Saharan Africa (WB),,1996,2722.2302
Sub-Saharan Africa (WB),,1997,2858.8953
Sub-Saharan Africa (WB),,1998,2862.4253
Sub-Saharan Africa (WB),,1999,2992.78
Sub-Saharan Africa (WB),,2000,2383.1047
Sub-Saharan Africa (WB),,2001,2231.9097
Sub-Saharan Africa (WB),,2002,1882.8567
Sub-Saharan Africa (WB),,2003,2079.7703
Sub-Saharan Africa (WB),,2004,2693.827
Sub-Saharan Africa (WB),,2005,3774.928
Sub-Saharan Africa (WB),,2006,5196.2866
Sub-Saharan Africa (WB),,2007,5030.392
Sub-Saharan Africa (WB),,2008,4198.5693
Sub-Saharan Africa (WB),,2009,3514.06
Sub-Saharan Africa (WB),,2010,3828.4775
Sub-Saharan Africa (WB),,2011,4507.6494
Sub-Saharan Africa (WB),,2012,5026.23
Sub-Saharan Africa (WB),,2013,5820.9424
Sub-Saharan Africa (WB),,2014,5899.927
Sudan,SDN,1990,138.13644
Sudan,SDN,1991,140.44965
Sudan,SDN,1992,136.69612
Sudan,SDN,1993,141.08073
Sudan,SDN,1994,140.70949
Sudan,SDN,1995,145.35408
Sudan,SDN,1996,140.21735
Sudan,SDN,1997,148.51913
Sudan,SDN,1998,151.4223
Sudan,SDN,1999,171.95332
Sudan,SDN,2000,148.55443
Sudan,SDN,2001,144.23335
Sudan,SDN,2002,133.75009
Sudan,SDN,2003,143.64291
Sudan,SDN,2004,158.7699
Sudan,SDN,2005,187.44073
Sudan,SDN,2006,234.11542
Sudan,SDN,2007,243.71748
Sudan,SDN,2008,214.68977
Sudan,SDN,2009,189.67363
Sudan,SDN,2010,199.28651
Sudan,SDN,2011,225.57631
Sudan,SDN,2012,238.24223
Sudan,SDN,2013,265.44952
Sudan,SDN,2014,280.28625
Suriname,SUR,1990,0.08200506
Suriname,SUR,1991,0.09631054
Suriname,SUR,1992,0.095550105
Suriname,SUR,1993,0.11134159
Suriname,SUR,1994,0.09710115
Suriname,SUR,1995,0.088275686
Suriname,SUR,1996,0.088738404
Suriname,SUR,1997,0.09973178
Suriname,SUR,1998,0.112586506
Suriname,SUR,1999,0.1450605
Suriname,SUR,2000,0.13117246
Suriname,SUR,2001,0.24702746
Suriname,SUR,2002,0.25103602
Suriname,SUR,2003,0.25600696
Suriname,SUR,2004,0.15099932
Suriname,SUR,2005,0.11817414
Suriname,SUR,2006,0.1230038
Suriname,SUR,2007,0.13388214
Suriname,SUR,2008,0.124706306
Suriname,SUR,2009,0.14475077
Suriname,SUR,2010,0.15712225
Suriname,SUR,2011,0.2152573
Suriname,SUR,2012,0.35148346
Suriname,SUR,2013,0.33284795
Suriname,SUR,2014,0.33352095
Sweden,SWE,1990,64.21782
Sweden,SWE,1991,74.783646
Sweden,SWE,1992,75.26977
Sweden,SWE,1993,93.94573
Sweden,SWE,1994,91.70828
Sweden,SWE,1995,114.37242
Sweden,SWE,1996,124.77368
Sweden,SWE,1997,122.98789
Sweden,SWE,1998,118.80306
Sweden,SWE,1999,108.95379
Sweden,SWE,2000,116.14461
Sweden,SWE,2001,126.07661
Sweden,SWE,2002,148.56334
Sweden,SWE,2003,160.26834
Sweden,SWE,2004,150.25241
Sweden,SWE,2005,153.2302
Sweden,SWE,2006,143.25502
Sweden,SWE,2007,148.57037
Sweden,SWE,2008,130.02266
Sweden,SWE,2009,134.13414
Sweden,SWE,2010,138.59311
Sweden,SWE,2011,145.66159
Sweden,SWE,2012,170.5232
Sweden,SWE,2013,169.00081
Sweden,SWE,2014,159.74573
Switzerland,CHE,1990,202.58559
Switzerland,CHE,1991,190.87057
Switzerland,CHE,1992,179.42798
Switzerland,CHE,1993,163.98564
Switzerland,CHE,1994,175.23264
Switzerland,CHE,1995,193.98805
Switzerland,CHE,1996,199.52827
Switzerland,CHE,1997,210.36111
Switzerland,CHE,1998,209.78294
Switzerland,CHE,1999,206.77617
Switzerland,CHE,2000,192.47626
Switzerland,CHE,2001,187.74458
Switzerland,CHE,2002,229.62372
Switzerland,CHE,2003,239.08662
Switzerland,CHE,2004,237.25478
Switzerland,CHE,2005,211.41428
Switzerland,CHE,2006,201.68327
Switzerland,CHE,2007,196.80556
Switzerland,CHE,2008,188.50282
Switzerland,CHE,2009,197.3779
Switzerland,CHE,2010,206.124
Switzerland,CHE,2011,205.11548
Switzerland,CHE,2012,217.81923
Switzerland,CHE,2013,225.99532
Switzerland,CHE,2014,242.53891
Syria,SYR,1990,125.786385
Syria,SYR,1991,129.02464
Syria,SYR,1992,134.70651
Syria,SYR,1993,136.49886
Syria,SYR,1994,140.0183
Syria,SYR,1995,145.66592
Syria,SYR,1996,141.63428
Syria,SYR,1997,144.29208
Syria,SYR,1998,147.52289
Syria,SYR,1999,151.87395
Syria,SYR,2000,151.49112
Syria,SYR,2001,152.77805
Syria,SYR,2002,158.6363
Syria,SYR,2003,164.09909
Syria,SYR,2004,161.10709
Syria,SYR,2005,159.1255
Syria,SYR,2006,158.58043
Syria,SYR,2007,178.87651
Syria,SYR,2008,205.92207
Syria,SYR,2009,207.10306
Syria,SYR,2010,198.36954
Syria,SYR,2011,200.92416
Syria,SYR,2012,209.32477
Syria,SYR,2013,211.6689
Syria,SYR,2014,204.97392
Taiwan,TWN,1990,181.1347
Taiwan,TWN,1991,186.64006
Taiwan,TWN,1992,222.66734
Taiwan,TWN,1993,240.93324
Taiwan,TWN,1994,274.80722
Taiwan,TWN,1995,310.2504
Taiwan,TWN,1996,337.9819
Taiwan,TWN,1997,368.30566
Taiwan,TWN,1998,388.99152
Taiwan,TWN,1999,443.31268
Taiwan,TWN,2000,497.01547
Taiwan,TWN,2001,549.4923
Taiwan,TWN,2002,574.15576
Taiwan,TWN,2003,560.6154
Taiwan,TWN,2004,555.11523
Taiwan,TWN,2005,554.47986
Taiwan,TWN,2006,578.92395
Taiwan,TWN,2007,609.75214
Taiwan,TWN,2008,671.78986
Taiwan,TWN,2009,653.11035
Taiwan,TWN,2010,681.4041
Taiwan,TWN,2011,675.5067
Taiwan,TWN,2012,697.37994
Taiwan,TWN,2013,718.3786
Taiwan,TWN,2014,708.29254
Tajikistan,TJK,1990,157.56732
Tajikistan,TJK,1991,156.21336
Tajikistan,TJK,1992,157.2698
Tajikistan,TJK,1993,160.00256
Tajikistan,TJK,1994,172.99722
Tajikistan,TJK,1995,161.38086
Tajikistan,TJK,1996,147.92569
Tajikistan,TJK,1997,143.06091
Tajikistan,TJK,1998,144.17413
Tajikistan,TJK,1999,144.06522
Tajikistan,TJK,2000,140.4525
Tajikistan,TJK,2001,125.960365
Tajikistan,TJK,2002,117.18668
Tajikistan,TJK,2003,119.5562
Tajikistan,TJK,2004,119.24462
Tajikistan,TJK,2005,120.88733
Tajikistan,TJK,2006,119.77582
Tajikistan,TJK,2007,145.86958
Tajikistan,TJK,2008,153.94296
Tajikistan,TJK,2009,144.44331
Tajikistan,TJK,2010,130.03197
Tajikistan,TJK,2011,124.47501
Tajikistan,TJK,2012,127.01029
Tajikistan,TJK,2013,127.049866
Tajikistan,TJK,2014,119.19059
Tanzania,TZA,1990,23.695137
Tanzania,TZA,1991,25.974058
Tanzania,TZA,1992,24.266987
Tanzania,TZA,1993,21.31062
Tanzania,TZA,1994,18.408165
Tanzania,TZA,1995,20.326
Tanzania,TZA,1996,20.321207
Tanzania,TZA,1997,25.03801
Tanzania,TZA,1998,22.819244
Tanzania,TZA,1999,29.308643
Tanzania,TZA,2000,18.960545
Tanzania,TZA,2001,18.530146
Tanzania,TZA,2002,12.833507
Tanzania,TZA,2003,12.687674
Tanzania,TZA,2004,25.583487
Tanzania,TZA,2005,45.285835
Tanzania,TZA,2006,86.208565
Tanzania,TZA,2007,75.553665
Tanzania,TZA,2008,54.880386
Tanzania,TZA,2009,43.59829
Tanzania,TZA,2010,51.004475
Tanzania,TZA,2011,69.108505
Tanzania,TZA,2012,77.309906
Tanzania,TZA,2013,104.953575
Tanzania,TZA,2014,108.706795
Thailand,THA,1990,266.1899
Thailand,THA,1991,308.7916
Thailand,THA,1992,327.34286
Thailand,THA,1993,372.11566
Thailand,THA,1994,373.20865
Thailand,THA,1995,398.41742
Thailand,THA,1996,418.00146
Thailand,THA,1997,455.2642
Thailand,THA,1998,437.0345
Thailand,THA,1999,414.74106
Thailand,THA,2000,274.41867
Thailand,THA,2001,321.74152
Thailand,THA,2002,369.943
Thailand,THA,2003,643.52454
Thailand,THA,2004,687.48395
Thailand,THA,2005,696.0075
Thailand,THA,2006,685.1267
Thailand,THA,2007,746.51953
Thailand,THA,2008,777.82935
Thailand,THA,2009,642.70026
Thailand,THA,2010,866.5255
Thailand,THA,2011,1072.018
Thailand,THA,2012,1191.1237
Thailand,THA,2013,1125.8202
Thailand,THA,2014,1059.4243
Togo,TGO,1990,17.558342
Togo,TGO,1991,18.086103
Togo,TGO,1992,17.531292
Togo,TGO,1993,17.053562
Togo,TGO,1994,15.251641
Togo,TGO,1995,15.894407
Togo,TGO,1996,17.200737
Togo,TGO,1997,18.84816
Togo,TGO,1998,19.319069
Togo,TGO,1999,18.193865
Togo,TGO,2000,14.900735
Togo,TGO,2001,14.382586
Togo,TGO,2002,11.541659
Togo,TGO,2003,11.737462
Togo,TGO,2004,13.375361
Togo,TGO,2005,20.888372
Togo,TGO,2006,31.816614
Togo,TGO,2007,33.406693
Togo,TGO,2008,28.905277
Togo,TGO,2009,23.679356
Togo,TGO,2010,29.93558
Togo,TGO,2011,37.099937
Togo,TGO,2012,43.55831
Togo,TGO,2013,50.160122
Togo,TGO,2014,53.861668
Tokelau,TKL,1990,0.020973029
Tokelau,TKL,1991,0.025925007
Tokelau,TKL,1992,0.03261673
Tokelau,TKL,1993,0.037876353
Tokelau,TKL,1994,0.031204026
Tokelau,TKL,1995,0.024019958
Tokelau,TKL,1996,0.02264595
Tokelau,TKL,1997,0.028567253
Tokelau,TKL,1998,0.03313854
Tokelau,TKL,1999,0.032480363
Tokelau,TKL,2000,0.026193475
Tokelau,TKL,2001,0.022533778
Tokelau,TKL,2002,0.021899553
Tokelau,TKL,2003,0.019628113
Tokelau,TKL,2004,0.01872979
Tokelau,TKL,2005,0.017824523
Tokelau,TKL,2006,0.02059415
Tokelau,TKL,2007,0.01943334
Tokelau,TKL,2008,0.018799376
Tokelau,TKL,2009,0.01628822
Tokelau,TKL,2010,0.015044515
Tokelau,TKL,2011,0.013201934
Tokelau,TKL,2012,0.012437322
Tokelau,TKL,2013,0.013940818
Tokelau,TKL,2014,0.01341656
Tonga,TON,1990,0.48931265
Tonga,TON,1991,0.6428438
Tonga,TON,1992,0.8091955
Tonga,TON,1993,0.9911874
Tonga,TON,1994,0.85366654
Tonga,TON,1995,0.6606876
Tonga,TON,1996,0.66846025
Tonga,TON,1997,0.8806505
Tonga,TON,1998,1.1161897
Tonga,TON,1999,1.1952035
Tonga,TON,2000,0.99088806
Tonga,TON,2001,0.8579424
Tonga,TON,2002,0.8657564
Tonga,TON,2003,0.7993916
Tonga,TON,2004,0.76980454
Tonga,TON,2005,0.7010633
Tonga,TON,2006,0.846906
Tonga,TON,2007,0.8340709
Tonga,TON,2008,0.851786
Tonga,TON,2009,0.7760772
Tonga,TON,2010,0.72397935
Tonga,TON,2011,0.6689315
Tonga,TON,2012,0.6443869
Tonga,TON,2013,0.75781053
Tonga,TON,2014,0.74182516
Trinidad and Tobago,TTO,1990,1.4970709
Trinidad and Tobago,TTO,1991,1.5829604
Trinidad and Tobago,TTO,1992,1.644128
Trinidad and Tobago,TTO,1993,1.7700378
Trinidad and Tobago,TTO,1994,1.7502635
Trinidad and Tobago,TTO,1995,1.8536249
Trinidad and Tobago,TTO,1996,1.99666
Trinidad and Tobago,TTO,1997,1.9453324
Trinidad and Tobago,TTO,1998,1.9683132
Trinidad and Tobago,TTO,1999,2.2769158
Trinidad and Tobago,TTO,2000,1.5957035
Trinidad and Tobago,TTO,2001,2.2597537
Trinidad and Tobago,TTO,2002,2.180634
Trinidad and Tobago,TTO,2003,2.5383904
Trinidad and Tobago,TTO,2004,1.4038361
Trinidad and Tobago,TTO,2005,0.96309114
Trinidad and Tobago,TTO,2006,1.1005253
Trinidad and Tobago,TTO,2007,1.1775162
Trinidad and Tobago,TTO,2008,1.2622826
Trinidad and Tobago,TTO,2009,1.037106
Trinidad and Tobago,TTO,2010,1.0408124
Trinidad and Tobago,TTO,2011,1.1542753
Trinidad and Tobago,TTO,2012,1.332181
Trinidad and Tobago,TTO,2013,1.3619318
Trinidad and Tobago,TTO,2014,1.3484468
Tunisia,TUN,1990,89.313965
Tunisia,TUN,1991,96.48219
Tunisia,TUN,1992,96.87912
Tunisia,TUN,1993,101.20858
Tunisia,TUN,1994,102.37096
Tunisia,TUN,1995,110.56555
Tunisia,TUN,1996,110.13668
Tunisia,TUN,1997,114.69645
Tunisia,TUN,1998,117.32635
Tunisia,TUN,1999,135.38731
Tunisia,TUN,2000,134.85162
Tunisia,TUN,2001,135.5588
Tunisia,TUN,2002,133.67932
Tunisia,TUN,2003,135.9983
Tunisia,TUN,2004,141.58208
Tunisia,TUN,2005,126.81799
Tunisia,TUN,2006,132.6895
Tunisia,TUN,2007,124.96482
Tunisia,TUN,2008,127.59794
Tunisia,TUN,2009,128.52922
Tunisia,TUN,2010,149.72588
Tunisia,TUN,2011,155.69258
Tunisia,TUN,2012,161.63116
Tunisia,TUN,2013,172.1903
Tunisia,TUN,2014,177.13646
Turkey,TUR,1990,1586.411
Turkey,TUR,1991,1569.3027
Turkey,TUR,1992,1585.9875
Turkey,TUR,1993,1680.3954
Turkey,TUR,1994,1726.074
Turkey,TUR,1995,1783.1405
Turkey,TUR,1996,1634.3369
Turkey,TUR,1997,1663.154
Turkey,TUR,1998,1571.7725
Turkey,TUR,1999,1452.9559
Turkey,TUR,2000,1313.1493
Turkey,TUR,2001,1442.3124
Turkey,TUR,2002,1760.7849
Turkey,TUR,2003,1885.9723
Turkey,TUR,2004,1913.81
Turkey,TUR,2005,1775.4615
Turkey,TUR,2006,2053.4565
Turkey,TUR,2007,2272.3757
Turkey,TUR,2008,2563.1108
Turkey,TUR,2009,2531.5452
Turkey,TUR,2010,2491.6707
Turkey,TUR,2011,2678.5603
Turkey,TUR,2012,2889.872
Turkey,TUR,2013,3067.1677
Turkey,TUR,2014,2896.4836
Turkmenistan,TKM,1990,65.191734
Turkmenistan,TKM,1991,62.92233
Turkmenistan,TKM,1992,57.32794
Turkmenistan,TKM,1993,58.665024
Turkmenistan,TKM,1994,60.510994
Turkmenistan,TKM,1995,59.3314
Turkmenistan,TKM,1996,57.16902
Turkmenistan,TKM,1997,51.494728
Turkmenistan,TKM,1998,47.06428
Turkmenistan,TKM,1999,43.29971
Turkmenistan,TKM,2000,38.17367
Turkmenistan,TKM,2001,32.432068
Turkmenistan,TKM,2002,30.664604
Turkmenistan,TKM,2003,31.30699
Turkmenistan,TKM,2004,31.323755
Turkmenistan,TKM,2005,32.001415
Turkmenistan,TKM,2006,30.334202
Turkmenistan,TKM,2007,33.89803
Turkmenistan,TKM,2008,32.81453
Turkmenistan,TKM,2009,26.09941
Turkmenistan,TKM,2010,21.183771
Turkmenistan,TKM,2011,21.252396
Turkmenistan,TKM,2012,22.798616
Turkmenistan,TKM,2013,24.680227
Turkmenistan,TKM,2014,24.166904
Tuvalu,TUV,1990,0.013112584
Tuvalu,TUV,1991,0.013010654
Tuvalu,TUV,1992,0.015229409
Tuvalu,TUV,1993,0.015757348
Tuvalu,TUV,1994,0.0153705245
Tuvalu,TUV,1995,0.016165791
Tuvalu,TUV,1996,0.015542203
Tuvalu,TUV,1997,0.017292468
Tuvalu,TUV,1998,0.015762497
Tuvalu,TUV,1999,0.013393619
Tuvalu,TUV,2000,0.006693982
Tuvalu,TUV,2001,0.0057788617
Tuvalu,TUV,2002,0.0059728636
Tuvalu,TUV,2003,0.008478003
Tuvalu,TUV,2004,0.011613499
Tuvalu,TUV,2005,0.012932524
Tuvalu,TUV,2006,0.018236127
Tuvalu,TUV,2007,0.019921144
Tuvalu,TUV,2008,0.020240348
Tuvalu,TUV,2009,0.019703668
Tuvalu,TUV,2010,0.014423068
Tuvalu,TUV,2011,0.01404492
Tuvalu,TUV,2012,0.016029153
Tuvalu,TUV,2013,0.020833842
Tuvalu,TUV,2014,0.024600554
Uganda,UGA,1990,91.62946
Uganda,UGA,1991,90.691376
Uganda,UGA,1992,86.8284
Uganda,UGA,1993,77.017426
Uganda,UGA,1994,74.56
Uganda,UGA,1995,78.1348
Uganda,UGA,1996,76.23699
Uganda,UGA,1997,74.01999
Uganda,UGA,1998,63.81688
Uganda,UGA,1999,65.77791
Uganda,UGA,2000,44.467712
Uganda,UGA,2001,40.812027
Uganda,UGA,2002,23.601324
Uganda,UGA,2003,22.86413
Uganda,UGA,2004,29.38691
Uganda,UGA,2005,51.728107
Uganda,UGA,2006,89.465416
Uganda,UGA,2007,88.69527
Uganda,UGA,2008,63.546333
Uganda,UGA,2009,51.87514
Uganda,UGA,2010,61.91405
Uganda,UGA,2011,89.0212
Uganda,UGA,2012,97.80817
Uganda,UGA,2013,133.55087
Uganda,UGA,2014,148.1723
Ukraine,UKR,1990,2868.531
Ukraine,UKR,1991,3040.6306
Ukraine,UKR,1992,2963.8296
Ukraine,UKR,1993,3026.0964
Ukraine,UKR,1994,2945.0552
Ukraine,UKR,1995,3187.2334
Ukraine,UKR,1996,2810.296
Ukraine,UKR,1997,2484.91
Ukraine,UKR,1998,2170.3982
Ukraine,UKR,1999,2131.1064
Ukraine,UKR,2000,1947.6449
Ukraine,UKR,2001,1783.275
Ukraine,UKR,2002,1820.121
Ukraine,UKR,2003,1646.4895
Ukraine,UKR,2004,1544.0549
Ukraine,UKR,2005,1302.2358
Ukraine,UKR,2006,1268.3531
Ukraine,UKR,2007,1134.9204
Ukraine,UKR,2008,1109.9502
Ukraine,UKR,2009,929.9677
Ukraine,UKR,2010,849.9955
Ukraine,UKR,2011,784.77155
Ukraine,UKR,2012,725.44116
Ukraine,UKR,2013,676.2786
Ukraine,UKR,2014,567.28326
United Arab Emirates,ARE,1990,19.801397
United Arab Emirates,ARE,1991,20.587809
United Arab Emirates,ARE,1992,22.09171
United Arab Emirates,ARE,1993,23.338192
United Arab Emirates,ARE,1994,25.871307
United Arab Emirates,ARE,1995,27.769714
United Arab Emirates,ARE,1996,29.694857
United Arab Emirates,ARE,1997,31.113527
United Arab Emirates,ARE,1998,34.350353
United Arab Emirates,ARE,1999,38.65439
United Arab Emirates,ARE,2000,44.107246
United Arab Emirates,ARE,2001,42.864845
United Arab Emirates,ARE,2002,42.394066
United Arab Emirates,ARE,2003,45.60431
United Arab Emirates,ARE,2004,48.49339
United Arab Emirates,ARE,2005,51.734196
United Arab Emirates,ARE,2006,53.823746
United Arab Emirates,ARE,2007,71.06947
United Arab Emirates,ARE,2008,82.6555
United Arab Emirates,ARE,2009,85.16472
United Arab Emirates,ARE,2010,78.92229
United Arab Emirates,ARE,2011,79.30865
United Arab Emirates,ARE,2012,90.12322
United Arab Emirates,ARE,2013,103.76258
United Arab Emirates,ARE,2014,108.935455
United Kingdom,GBR,1990,804.00757
United Kingdom,GBR,1991,777.2465
United Kingdom,GBR,1992,629.9678
United Kingdom,GBR,1993,621.9922
United Kingdom,GBR,1994,594.5036
United Kingdom,GBR,1995,593.08954
United Kingdom,GBR,1996,525.0848
United Kingdom,GBR,1997,431.21146
United Kingdom,GBR,1998,506.50406
United Kingdom,GBR,1999,507.00925
United Kingdom,GBR,2000,576.90753
United Kingdom,GBR,2001,538.35406
United Kingdom,GBR,2002,793.05334
United Kingdom,GBR,2003,838.2189
United Kingdom,GBR,2004,848.75385
United Kingdom,GBR,2005,867.1628
United Kingdom,GBR,2006,829.69147
United Kingdom,GBR,2007,953.5607
United Kingdom,GBR,2008,771.73413
United Kingdom,GBR,2009,740.29095
United Kingdom,GBR,2010,642.4543
United Kingdom,GBR,2011,603.7109
United Kingdom,GBR,2012,724.77997
United Kingdom,GBR,2013,783.4831
United Kingdom,GBR,2014,835.5479
United States,USA,1990,8924.109
United States,USA,1991,8847.592
United States,USA,1992,9021.348
United States,USA,1993,9489.44
United States,USA,1994,10490.864
United States,USA,1995,11033.206
United States,USA,1996,11308.519
United States,USA,1997,12122.211
United States,USA,1998,13299.028
United States,USA,1999,13958.332
United States,USA,2000,13757.082
United States,USA,2001,13809.089
United States,USA,2002,14061.316
United States,USA,2003,13478.053
United States,USA,2004,13337.412
United States,USA,2005,13961.745
United States,USA,2006,14850.323
United States,USA,2007,14427.342
United States,USA,2008,13592.723
United States,USA,2009,13085.256
United States,USA,2010,13171.293
United States,USA,2011,14580.399
United States,USA,2012,14225.974
United States,USA,2013,13733.256
United States,USA,2014,12679.194
United States Virgin Islands,VIR,1990,0.13679202
United States Virgin Islands,VIR,1991,0.15317775
United States Virgin Islands,VIR,1992,0.19114773
United States Virgin Islands,VIR,1993,0.17905128
United States Virgin Islands,VIR,1994,0.18149771
United States Virgin Islands,VIR,1995,0.20470633
United States Virgin Islands,VIR,1996,0.21626042
United States Virgin Islands,VIR,1997,0.23449917
United States Virgin Islands,VIR,1998,0.21805552
United States Virgin Islands,VIR,1999,0.21770495
United States Virgin Islands,VIR,2000,0.2003665
United States Virgin Islands,VIR,2001,0.29377985
United States Virgin Islands,VIR,2002,0.32797107
United States Virgin Islands,VIR,2003,0.32886449
United States Virgin Islands,VIR,2004,0.10745921
United States Virgin Islands,VIR,2005,0.038493793
United States Virgin Islands,VIR,2006,0.031064335
United States Virgin Islands,VIR,2007,0.064453386
United States Virgin Islands,VIR,2008,0.102427155
United States Virgin Islands,VIR,2009,0.09248302
United States Virgin Islands,VIR,2010,0.10414884
United States Virgin Islands,VIR,2011,0.13762395
United States Virgin Islands,VIR,2012,0.102856115
United States Virgin Islands,VIR,2013,0.068115145
United States Virgin Islands,VIR,2014,0.032389708
Uruguay,URY,1990,14.15807
Uruguay,URY,1991,13.603952
Uruguay,URY,1992,14.560003
Uruguay,URY,1993,15.809067
Uruguay,URY,1994,16.6025
Uruguay,URY,1995,18.811296
Uruguay,URY,1996,19.648525
Uruguay,URY,1997,20.24093
Uruguay,URY,1998,23.705183
Uruguay,URY,1999,24.605925
Uruguay,URY,2000,22.165482
Uruguay,URY,2001,22.337072
Uruguay,URY,2002,24.259981
Uruguay,URY,2003,25.537613
Uruguay,URY,2004,25.213474
Uruguay,URY,2005,29.572962
Uruguay,URY,2006,32.08775
Uruguay,URY,2007,33.154327
Uruguay,URY,2008,24.835215
Uruguay,URY,2009,24.800076
Uruguay,URY,2010,25.017044
Uruguay,URY,2011,31.460653
Uruguay,URY,2012,34.81051
Uruguay,URY,2013,35.631615
Uruguay,URY,2014,32.23105
Uzbekistan,UZB,1990,419.64795
Uzbekistan,UZB,1991,415.36215
Uzbekistan,UZB,1992,411.9482
Uzbekistan,UZB,1993,436.08347
Uzbekistan,UZB,1994,477.24658
Uzbekistan,UZB,1995,503.75726
Uzbekistan,UZB,1996,508.44266
Uzbekistan,UZB,1997,488.0556
Uzbekistan,UZB,1998,479.57697
Uzbekistan,UZB,1999,476.02148
Uzbekistan,UZB,2000,478.1741
Uzbekistan,UZB,2001,415.6792
Uzbekistan,UZB,2002,384.77515
Uzbekistan,UZB,2003,381.27155
Uzbekistan,UZB,2004,359.20074
Uzbekistan,UZB,2005,347.68832
Uzbekistan,UZB,2006,290.3293
Uzbekistan,UZB,2007,306.23837
Uzbekistan,UZB,2008,286.71542
Uzbekistan,UZB,2009,238.17322
Uzbekistan,UZB,2010,194.08957
Uzbekistan,UZB,2011,189.66913
Uzbekistan,UZB,2012,195.67905
Uzbekistan,UZB,2013,203.12819
Uzbekistan,UZB,2014,188.51222
Vanuatu,VUT,1990,0.233705
Vanuatu,VUT,1991,0.26108998
Vanuatu,VUT,1992,0.28706586
Vanuatu,VUT,1993,0.3175613
Vanuatu,VUT,1994,0.31129172
Vanuatu,VUT,1995,0.31032836
Vanuatu,VUT,1996,0.27839196
Vanuatu,VUT,1997,0.2615902
Vanuatu,VUT,1998,0.23938699
Vanuatu,VUT,1999,0.20328598
Vanuatu,VUT,2000,0.11396099
Vanuatu,VUT,2001,0.10232839
Vanuatu,VUT,2002,0.1183631
Vanuatu,VUT,2003,0.15335108
Vanuatu,VUT,2004,0.21866757
Vanuatu,VUT,2005,0.23758453
Vanuatu,VUT,2006,0.340485
Vanuatu,VUT,2007,0.33452275
Vanuatu,VUT,2008,0.36772725
Vanuatu,VUT,2009,0.3715478
Vanuatu,VUT,2010,0.31010288
Vanuatu,VUT,2011,0.31649822
Vanuatu,VUT,2012,0.39591122
Vanuatu,VUT,2013,0.46819288
Vanuatu,VUT,2014,0.5289817
Venezuela,VEN,1990,49.850525
Venezuela,VEN,1991,52.532944
Venezuela,VEN,1992,54.468594
Venezuela,VEN,1993,59.850445
Venezuela,VEN,1994,71.99228
Venezuela,VEN,1995,81.887886
Venezuela,VEN,1996,82.252144
Venezuela,VEN,1997,79.34335
Venezuela,VEN,1998,89.60824
Venezuela,VEN,1999,94.28495
Venezuela,VEN,2000,83.25856
Venezuela,VEN,2001,108.09297
Venezuela,VEN,2002,122.3005
Venezuela,VEN,2003,137.46684
Venezuela,VEN,2004,91.58013
Venezuela,VEN,2005,68.11834
Venezuela,VEN,2006,74.34947
Venezuela,VEN,2007,77.87838
Venezuela,VEN,2008,84.467896
Venezuela,VEN,2009,74.78124
Venezuela,VEN,2010,77.03978
Venezuela,VEN,2011,95.11182
Venezuela,VEN,2012,128.02629
Venezuela,VEN,2013,128.15733
Venezuela,VEN,2014,123.48596
Vietnam,VNM,1990,390.73874
Vietnam,VNM,1991,421.35828
Vietnam,VNM,1992,455.30286
Vietnam,VNM,1993,480.04617
Vietnam,VNM,1994,508.40228
Vietnam,VNM,1995,537.70874
