Entity,Code,Year,Deaths that are from all causes attributed to ambient ozone pollution
Vietnam,VNM,1996,529.92834
Vietnam,VNM,1997,607.1131
Vietnam,VNM,1998,594.19165
Vietnam,VNM,1999,585.028
Vietnam,VNM,2000,484.20102
Vietnam,VNM,2001,541.5698
Vietnam,VNM,2002,667.75964
Vietnam,VNM,2003,980.3072
Vietnam,VNM,2004,1051.7063
Vietnam,VNM,2005,1069.4707
Vietnam,VNM,2006,981.222
Vietnam,VNM,2007,1120.6055
Vietnam,VNM,2008,1210.0975
Vietnam,VNM,2009,1198.7015
Vietnam,VNM,2010,1390.9243
Vietnam,VNM,2011,1588.9803
Vietnam,VNM,2012,1628.3359
Vietnam,VNM,2013,1405.1572
Vietnam,VNM,2014,1251.4167
Wales,,1990,39.75685
Wales,,1991,37.58912
Wales,,1992,30.434355
Wales,,1993,32.084896
Wales,,1994,39.69221
Wales,,1995,42.60273
Wales,,1996,38.958908
Wales,,1997,28.223429
Wales,,1998,34.24356
Wales,,1999,38.325848
Wales,,2000,43.836037
Wales,,2001,43.70039
Wales,,2002,57.07925
Wales,,2003,62.0177
Wales,,2004,56.828896
Wales,,2005,60.992275
Wales,,2006,57.250744
Wales,,2007,66.16021
Wales,,2008,54.729343
Wales,,2009,52.120693
Wales,,2010,48.012444
Wales,,2011,43.49522
Wales,,2012,47.38253
Wales,,2013,51.22028
Wales,,2014,52.29769
Western Pacific Region (WHO),,1990,108657.945
Western Pacific Region (WHO),,1991,109529.625
Western Pacific Region (WHO),,1992,116456.91
Western Pacific Region (WHO),,1993,119797.86
Western Pacific Region (WHO),,1994,126137.805
Western Pacific Region (WHO),,1995,128054.82
Western Pacific Region (WHO),,1996,131594.69
Western Pacific Region (WHO),,1997,136891.78
Western Pacific Region (WHO),,1998,133449.3
Western Pacific Region (WHO),,1999,140755.9
Western Pacific Region (WHO),,2000,137758.44
Western Pacific Region (WHO),,2001,139277.62
Western Pacific Region (WHO),,2002,138404.47
Western Pacific Region (WHO),,2003,144701.23
Western Pacific Region (WHO),,2004,153907.67
Western Pacific Region (WHO),,2005,153687.81
Western Pacific Region (WHO),,2006,158745.34
Western Pacific Region (WHO),,2007,159490.61
Western Pacific Region (WHO),,2008,166321.11
Western Pacific Region (WHO),,2009,155245.17
Western Pacific Region (WHO),,2010,150876.36
Western Pacific Region (WHO),,2011,138394.08
Western Pacific Region (WHO),,2012,122234.445
Western Pacific Region (WHO),,2013,106148.62
Western Pacific Region (WHO),,2014,97950.8
World,OWID_WRL,1990,207378.8
World,OWID_WRL,1991,210620.52
World,OWID_WRL,1992,218107.31
World,OWID_WRL,1993,226093.77
World,OWID_WRL,1994,235640.47
World,OWID_WRL,1995,242821.73
World,OWID_WRL,1996,247687.8
World,OWID_WRL,1997,260782.77
World,OWID_WRL,1998,262762.62
World,OWID_WRL,1999,276505.06
World,OWID_WRL,2000,270926.66
World,OWID_WRL,2001,273944.25
World,OWID_WRL,2002,274909.12
World,OWID_WRL,2003,287515.12
World,OWID_WRL,2004,295183.03
World,OWID_WRL,2005,301659.94
World,OWID_WRL,2006,317242.3
World,OWID_WRL,2007,329685.03
World,OWID_WRL,2008,339164.5
World,OWID_WRL,2009,318792.75
World,OWID_WRL,2010,314441.94
World,OWID_WRL,2011,315959.56
World,OWID_WRL,2012,311353.8
World,OWID_WRL,2013,310463.4
World,OWID_WRL,2014,307109.8
Yemen,YEM,1990,80.19183
Yemen,YEM,1991,76.65674
Yemen,YEM,1992,74.16662
Yemen,YEM,1993,75.073494
Yemen,YEM,1994,77.66712
Yemen,YEM,1995,81.18276
Yemen,YEM,1996,77.12457
Yemen,YEM,1997,80.81124
Yemen,YEM,1998,85.19602
Yemen,YEM,1999,107.42525
Yemen,YEM,2000,108.88082
Yemen,YEM,2001,109.91994
Yemen,YEM,2002,102.93813
Yemen,YEM,2003,112.035164
Yemen,YEM,2004,114.52496
Yemen,YEM,2005,125.75788
Yemen,YEM,2006,143.80208
Yemen,YEM,2007,161.93346
Yemen,YEM,2008,158.50252
Yemen,YEM,2009,143.27249
Yemen,YEM,2010,148.19342
Yemen,YEM,2011,168.60576
Yemen,YEM,2012,185.67545
Yemen,YEM,2013,203.80196
Yemen,YEM,2014,210.95973
Zambia,ZMB,1990,36.240284
Zambia,ZMB,1991,41.583168
Zambia,ZMB,1992,37.623398
Zambia,ZMB,1993,35.98509
Zambia,ZMB,1994,31.635174
Zambia,ZMB,1995,36.64991
Zambia,ZMB,1996,39.58847
Zambia,ZMB,1997,47.650898
Zambia,ZMB,1998,47.074905
Zambia,ZMB,1999,49.06537
Zambia,ZMB,2000,37.309586
Zambia,ZMB,2001,37.684772
Zambia,ZMB,2002,32.804287
Zambia,ZMB,2003,32.70476
Zambia,ZMB,2004,50.252193
Zambia,ZMB,2005,74.404816
Zambia,ZMB,2006,108.73163
Zambia,ZMB,2007,105.65414
Zambia,ZMB,2008,90.214005
Zambia,ZMB,2009,71.32207
Zambia,ZMB,2010,69.69285
Zambia,ZMB,2011,76.507385
Zambia,ZMB,2012,81.31236
Zambia,ZMB,2013,83.87197
Zambia,ZMB,2014,77.30781
Zimbabwe,ZWE,1990,21.510044
Zimbabwe,ZWE,1991,23.826273
Zimbabwe,ZWE,1992,21.69352
Zimbabwe,ZWE,1993,20.094625
Zimbabwe,ZWE,1994,18.371798
Zimbabwe,ZWE,1995,21.660955
Zimbabwe,ZWE,1996,21.83276
Zimbabwe,ZWE,1997,23.337307
Zimbabwe,ZWE,1998,21.943628
Zimbabwe,ZWE,1999,23.957865
Zimbabwe,ZWE,2000,19.471031
Zimbabwe,ZWE,2001,20.650227
Zimbabwe,ZWE,2002,17.121645
Zimbabwe,ZWE,2003,16.917927
Zimbabwe,ZWE,2004,29.298199
Zimbabwe,ZWE,2005,47.003296
Zimbabwe,ZWE,2006,74.90386
Zimbabwe,ZWE,2007,73.34028
Zimbabwe,ZWE,2008,63.965946
Zimbabwe,ZWE,2009,47.142963
Zimbabwe,ZWE,2010,44.98586
Zimbabwe,ZWE,2011,52.85675
Zimbabwe,ZWE,2012,62.291565
Zimbabwe,ZWE,2013,66.03853
Zimbabwe,ZWE,2014,56.05794
