Entity,Code,Year,Deaths that are from all causes attributed to smoking
Northern Ireland,,1991,3993.4563
Northern Ireland,,1992,3907.468
Northern Ireland,,1993,3959.4722
Northern Ireland,,1994,3833.21
Northern Ireland,,1995,3824.9807
Northern Ireland,,1996,3717.0918
Northern Ireland,,1997,3664.2622
Northern Ireland,,1998,3612.199
Northern Ireland,,1999,3605.4631
Northern Ireland,,2000,3459.714
Northern Ireland,,2001,3291.053
Northern Ireland,,2002,3287.5398
Northern Ireland,,2003,3214.3918
Northern Ireland,,2004,3174.4158
Northern Ireland,,2005,3091.3257
Northern Ireland,,2006,3065.423
Northern Ireland,,2007,3035.7278
Northern Ireland,,2008,2979.0115
Northern Ireland,,2009,2905.5366
Northern Ireland,,2010,2876.6294
Northern Ireland,,2011,2789.6882
Northern Ireland,,2012,2797.167
Northern Ireland,,2013,2783.7737
Northern Ireland,,2014,2749.323
Northern Mariana Islands,MNP,1990,27.809912
Northern Mariana Islands,MNP,1991,28.897057
Northern Mariana Islands,MNP,1992,28.840782
Northern Mariana Islands,MNP,1993,28.152779
Northern Mariana Islands,MNP,1994,27.661837
Northern Mariana Islands,MNP,1995,28.092196
Northern Mariana Islands,MNP,1996,29.273031
Northern Mariana Islands,MNP,1997,30.994694
Northern Mariana Islands,MNP,1998,32.916576
Northern Mariana Islands,MNP,1999,35.186234
Northern Mariana Islands,MNP,2000,37.564976
Northern Mariana Islands,MNP,2001,39.07286
Northern Mariana Islands,MNP,2002,39.665565
Northern Mariana Islands,MNP,2003,39.766037
Northern Mariana Islands,MNP,2004,40.018612
Northern Mariana Islands,MNP,2005,41.324394
Northern Mariana Islands,MNP,2006,42.91248
Northern Mariana Islands,MNP,2007,44.589584
Northern Mariana Islands,MNP,2008,46.305244
Northern Mariana Islands,MNP,2009,48.437714
Northern Mariana Islands,MNP,2010,50.496704
Northern Mariana Islands,MNP,2011,52.252537
Northern Mariana Islands,MNP,2012,53.136974
Northern Mariana Islands,MNP,2013,53.54262
Northern Mariana Islands,MNP,2014,54.07612
Norway,NOR,1990,8153.34
Norway,NOR,1991,8020.418
Norway,NOR,1992,8017.2754
Norway,NOR,1993,8015.218
Norway,NOR,1994,7885.2046
Norway,NOR,1995,7802.559
Norway,NOR,1996,7657.8774
Norway,NOR,1997,7564.9546
Norway,NOR,1998,7565.721
Norway,NOR,1999,7485.8115
Norway,NOR,2000,7367.9136
Norway,NOR,2001,7259.8223
Norway,NOR,2002,7197.3867
Norway,NOR,2003,6956.3555
Norway,NOR,2004,6769.3237
Norway,NOR,2005,6645.0605
Norway,NOR,2006,6571.3716
Norway,NOR,2007,6547.145
Norway,NOR,2008,6441.891
Norway,NOR,2009,6289.446
Norway,NOR,2010,6153.757
Norway,NOR,2011,6143.8228
Norway,NOR,2012,5953.369
Norway,NOR,2013,5789.3677
Norway,NOR,2014,5516.427
OECD Countries,,1990,1917791.5
OECD Countries,,1991,1917619.8
OECD Countries,,1992,1909304.9
OECD Countries,,1993,1918488.6
OECD Countries,,1994,1909414.5
OECD Countries,,1995,1913755.6
OECD Countries,,1996,1891245
OECD Countries,,1997,1872007.2
OECD Countries,,1998,1867142.6
OECD Countries,,1999,1862527
OECD Countries,,2000,1830392.1
OECD Countries,,2001,1812661.5
OECD Countries,,2002,1808762.8
OECD Countries,,2003,1801555.2
OECD Countries,,2004,1769227.6
OECD Countries,,2005,1764299.4
OECD Countries,,2006,1746870.5
OECD Countries,,2007,1741125.8
OECD Countries,,2008,1740916.8
OECD Countries,,2009,1738382.9
OECD Countries,,2010,1729119.9
OECD Countries,,2011,1731322
OECD Countries,,2012,1733237.8
OECD Countries,,2013,1733570.8
OECD Countries,,2014,1727760.6
Oman,OMN,1990,770.9435
Oman,OMN,1991,791.47095
Oman,OMN,1992,806.1042
Oman,OMN,1993,813.1675
Oman,OMN,1994,821.2111
Oman,OMN,1995,832.1481
Oman,OMN,1996,853.37415
Oman,OMN,1997,861.77295
Oman,OMN,1998,855.00354
Oman,OMN,1999,840.4182
Oman,OMN,2000,834.6089
Oman,OMN,2001,836.92596
Oman,OMN,2002,836.4661
Oman,OMN,2003,808.62195
Oman,OMN,2004,762.3298
Oman,OMN,2005,756.22406
Oman,OMN,2006,788.7744
Oman,OMN,2007,802.7003
Oman,OMN,2008,792.4831
Oman,OMN,2009,758.9225
Oman,OMN,2010,769.3833
Oman,OMN,2011,810.09656
Oman,OMN,2012,831.93286
Oman,OMN,2013,829.26996
Oman,OMN,2014,809.0855
Pakistan,PAK,1990,97483.34
Pakistan,PAK,1991,100185.13
Pakistan,PAK,1992,103209.99
Pakistan,PAK,1993,106762.125
Pakistan,PAK,1994,110482.35
Pakistan,PAK,1995,114631.086
Pakistan,PAK,1996,117139.94
Pakistan,PAK,1997,119818.09
Pakistan,PAK,1998,120879.4
Pakistan,PAK,1999,122428.97
Pakistan,PAK,2000,124319.34
Pakistan,PAK,2001,125881.64
Pakistan,PAK,2002,127458.18
Pakistan,PAK,2003,128844.15
Pakistan,PAK,2004,130050.26
Pakistan,PAK,2005,131176.56
Pakistan,PAK,2006,131605.69
Pakistan,PAK,2007,131474.42
Pakistan,PAK,2008,131923.78
Pakistan,PAK,2009,132146.48
Pakistan,PAK,2010,132613.4
Pakistan,PAK,2011,133009.98
Pakistan,PAK,2012,133598.66
Pakistan,PAK,2013,134197.66
Pakistan,PAK,2014,134790.88
Palau,PLW,1990,18.115435
Palau,PLW,1991,18.366564
Palau,PLW,1992,18.663086
Palau,PLW,1993,19.142525
Palau,PLW,1994,19.729263
Palau,PLW,1995,20.38318
Palau,PLW,1996,20.878576
Palau,PLW,1997,21.395082
Palau,PLW,1998,22.03107
Palau,PLW,1999,22.842955
Palau,PLW,2000,23.443426
Palau,PLW,2001,23.83834
Palau,PLW,2002,24.10878
Palau,PLW,2003,24.37356
Palau,PLW,2004,24.797977
Palau,PLW,2005,24.903595
Palau,PLW,2006,25.024069
Palau,PLW,2007,25.064104
Palau,PLW,2008,25.174389
Palau,PLW,2009,25.445406
Palau,PLW,2010,25.700417
Palau,PLW,2011,25.833138
Palau,PLW,2012,25.997725
Palau,PLW,2013,26.45868
Palau,PLW,2014,27.077639
Palestine,PSE,1990,1177.6357
Palestine,PSE,1991,1195.6602
Palestine,PSE,1992,1209.053
Palestine,PSE,1993,1226.9542
Palestine,PSE,1994,1244.4761
Palestine,PSE,1995,1266.4025
Palestine,PSE,1996,1293.0453
Palestine,PSE,1997,1316.2466
Palestine,PSE,1998,1337.0837
Palestine,PSE,1999,1358.49
Palestine,PSE,2000,1392.8119
Palestine,PSE,2001,1438.0465
Palestine,PSE,2002,1486.4846
Palestine,PSE,2003,1517.659
Palestine,PSE,2004,1545.6023
Palestine,PSE,2005,1564.176
Palestine,PSE,2006,1588.0107
Palestine,PSE,2007,1580.4559
Palestine,PSE,2008,1595.165
Palestine,PSE,2009,1622.847
Palestine,PSE,2010,1659.6859
Palestine,PSE,2011,1690.1234
Palestine,PSE,2012,1667.4125
Palestine,PSE,2013,1691.2885
Palestine,PSE,2014,1831.9694
Panama,PAN,1990,893.68243
Panama,PAN,1991,890.32227
Panama,PAN,1992,908.9486
Panama,PAN,1993,960.0696
Panama,PAN,1994,933.5676
Panama,PAN,1995,961.4994
Panama,PAN,1996,929.485
Panama,PAN,1997,973.80695
Panama,PAN,1998,982.19867
Panama,PAN,1999,983.0744
Panama,PAN,2000,929.39575
Panama,PAN,2001,945.083
Panama,PAN,2002,965.90283
Panama,PAN,2003,1004.29364
Panama,PAN,2004,1001.1446
Panama,PAN,2005,1026.5724
Panama,PAN,2006,1039.8491
Panama,PAN,2007,1022.2279
Panama,PAN,2008,1046.7571
Panama,PAN,2009,1064.877
Panama,PAN,2010,1074.694
Panama,PAN,2011,1081.0093
Panama,PAN,2012,1100.954
Panama,PAN,2013,1100.4235
Panama,PAN,2014,1111.1749
Papua New Guinea,PNG,1990,3220.53
Papua New Guinea,PNG,1991,3290.6882
Papua New Guinea,PNG,1992,3364.099
Papua New Guinea,PNG,1993,3412.3855
Papua New Guinea,PNG,1994,3463.3677
Papua New Guinea,PNG,1995,3534.598
Papua New Guinea,PNG,1996,3607.8218
Papua New Guinea,PNG,1997,3700.7336
Papua New Guinea,PNG,1998,3814.5322
Papua New Guinea,PNG,1999,3926.7905
Papua New Guinea,PNG,2000,4026.5002
Papua New Guinea,PNG,2001,4139.6626
Papua New Guinea,PNG,2002,4296.07
Papua New Guinea,PNG,2003,4463.2876
Papua New Guinea,PNG,2004,4643.6387
Papua New Guinea,PNG,2005,4830.06
Papua New Guinea,PNG,2006,4986.3228
Papua New Guinea,PNG,2007,5167.3228
Papua New Guinea,PNG,2008,5321.2925
Papua New Guinea,PNG,2009,5468.3022
Papua New Guinea,PNG,2010,5690.4946
Papua New Guinea,PNG,2011,5880.7144
Papua New Guinea,PNG,2012,6047.8193
Papua New Guinea,PNG,2013,6160.9487
Papua New Guinea,PNG,2014,6307.2793
Paraguay,PRY,1990,2179.173
Paraguay,PRY,1991,2133.818
Paraguay,PRY,1992,2314.605
Paraguay,PRY,1993,2421.3782
Paraguay,PRY,1994,2525.3765
Paraguay,PRY,1995,2642.8347
Paraguay,PRY,1996,2774.0725
Paraguay,PRY,1997,2744.7224
Paraguay,PRY,1998,2831.866
Paraguay,PRY,1999,2929.571
Paraguay,PRY,2000,2950.8718
Paraguay,PRY,2001,2939.4592
Paraguay,PRY,2002,2985.5217
Paraguay,PRY,2003,3120.4883
Paraguay,PRY,2004,3307.171
Paraguay,PRY,2005,3369.2925
Paraguay,PRY,2006,3464.7275
Paraguay,PRY,2007,3473.7483
Paraguay,PRY,2008,3534.7283
Paraguay,PRY,2009,3725.6165
Paraguay,PRY,2010,3839.395
Paraguay,PRY,2011,3822.8757
Paraguay,PRY,2012,3829.8381
Paraguay,PRY,2013,3931.488
Paraguay,PRY,2014,3895.2126
Peru,PER,1990,3553.595
Peru,PER,1991,3195.368
Peru,PER,1992,3453.8137
Peru,PER,1993,3544.7944
Peru,PER,1994,3495.8245
Peru,PER,1995,3552.505
Peru,PER,1996,3455.568
Peru,PER,1997,3463.2485
Peru,PER,1998,3484.0908
Peru,PER,1999,3323.7683
Peru,PER,2000,3422.6414
Peru,PER,2001,3394.1035
Peru,PER,2002,3458.0295
Peru,PER,2003,3561.8977
Peru,PER,2004,3567.361
Peru,PER,2005,3600.1375
Peru,PER,2006,3635.4348
Peru,PER,2007,3652.714
Peru,PER,2008,3790.368
Peru,PER,2009,4345.2114
Peru,PER,2010,4569.904
Peru,PER,2011,4606.898
Peru,PER,2012,4588.2197
Peru,PER,2013,4541.0737
Peru,PER,2014,4409.3945
Philippines,PHL,1990,41357.89
Philippines,PHL,1991,41716.4
Philippines,PHL,1992,43912.59
Philippines,PHL,1993,46107.26
Philippines,PHL,1994,48456.28
Philippines,PHL,1995,50200.152
Philippines,PHL,1996,52639.043
Philippines,PHL,1997,54195.746
Philippines,PHL,1998,56673.902
Philippines,PHL,1999,58382.375
Philippines,PHL,2000,61378.453
Philippines,PHL,2001,64574.355
Philippines,PHL,2002,67638.75
Philippines,PHL,2003,69069.055
Philippines,PHL,2004,71087.49
Philippines,PHL,2005,74293.36
Philippines,PHL,2006,76680.08
Philippines,PHL,2007,77867.44
Philippines,PHL,2008,80522.21
Philippines,PHL,2009,83086.72
Philippines,PHL,2010,84765.31
Philippines,PHL,2011,86629
Philippines,PHL,2012,88476.04
Philippines,PHL,2013,89587.79
Philippines,PHL,2014,91394.4
Poland,POL,1990,93766.57
Poland,POL,1991,97694.93
Poland,POL,1992,95199.414
Poland,POL,1993,91568.305
Poland,POL,1994,90840.22
Poland,POL,1995,91903.03
Poland,POL,1996,89482.02
Poland,POL,1997,89246.13
Poland,POL,1998,87414.85
Poland,POL,1999,88048.62
Poland,POL,2000,83739.27
Poland,POL,2001,82060.6
Poland,POL,2002,80553.24
Poland,POL,2003,79835.91
Poland,POL,2004,80219.125
Poland,POL,2005,79731.18
Poland,POL,2006,79842.26
Poland,POL,2007,79985.02
Poland,POL,2008,79013.11
Poland,POL,2009,77994.48
Poland,POL,2010,75842.47
Poland,POL,2011,75163.016
Poland,POL,2012,75881.4
Poland,POL,2013,75231.234
Poland,POL,2014,73438.01
Portugal,PRT,1990,14040.131
Portugal,PRT,1991,14293.971
Portugal,PRT,1992,14276.264
Portugal,PRT,1993,14523.604
Portugal,PRT,1994,14140.591
Portugal,PRT,1995,14397.024
Portugal,PRT,1996,14719.2705
Portugal,PRT,1997,14595.835
Portugal,PRT,1998,14646.481
Portugal,PRT,1999,14705.11
Portugal,PRT,2000,14424.226
Portugal,PRT,2001,14235.985
Portugal,PRT,2002,14114.402
Portugal,PRT,2003,13972.348
Portugal,PRT,2004,13448.075
Portugal,PRT,2005,13351.76
Portugal,PRT,2006,13165.811
Portugal,PRT,2007,13002.3125
Portugal,PRT,2008,12879.094
Portugal,PRT,2009,12789.099
Portugal,PRT,2010,12648.899
Portugal,PRT,2011,12482.359
Portugal,PRT,2012,12414.742
Portugal,PRT,2013,12298.867
Portugal,PRT,2014,12101.685
Puerto Rico,PRI,1990,2469.0266
Puerto Rico,PRI,1991,2496.7832
Puerto Rico,PRI,1992,2553.8806
Puerto Rico,PRI,1993,2643.179
Puerto Rico,PRI,1994,2669.1694
Puerto Rico,PRI,1995,2809.6143
Puerto Rico,PRI,1996,2835.6104
Puerto Rico,PRI,1997,2737.4963
Puerto Rico,PRI,1998,2916.781
Puerto Rico,PRI,1999,2786.6501
Puerto Rico,PRI,2000,2752.5786
Puerto Rico,PRI,2001,2829.333
Puerto Rico,PRI,2002,2690.1074
Puerto Rico,PRI,2003,2712.2915
Puerto Rico,PRI,2004,2760.569
Puerto Rico,PRI,2005,2777.8333
Puerto Rico,PRI,2006,2710.0417
Puerto Rico,PRI,2007,2715.9229
Puerto Rico,PRI,2008,2700.2727
Puerto Rico,PRI,2009,2768.7954
Puerto Rico,PRI,2010,2629.752
Puerto Rico,PRI,2011,2754.253
Puerto Rico,PRI,2012,2610.1814
Puerto Rico,PRI,2013,2662.1265
Puerto Rico,PRI,2014,2617.4885
Qatar,QAT,1990,110.021286
Qatar,QAT,1991,117.76649
Qatar,QAT,1992,124.92892
Qatar,QAT,1993,129.57921
Qatar,QAT,1994,127.53267
Qatar,QAT,1995,130.40443
Qatar,QAT,1996,144.99615
Qatar,QAT,1997,156.01308
Qatar,QAT,1998,162.64716
Qatar,QAT,1999,165.24045
Qatar,QAT,2000,165.65073
Qatar,QAT,2001,168.32503
Qatar,QAT,2002,179.22958
Qatar,QAT,2003,189.06789
Qatar,QAT,2004,192.68907
Qatar,QAT,2005,203.10266
Qatar,QAT,2006,215.77954
Qatar,QAT,2007,227.31575
Qatar,QAT,2008,239.54567
Qatar,QAT,2009,253.22417
Qatar,QAT,2010,262.76117
Qatar,QAT,2011,270.592
Qatar,QAT,2012,282.8623
Qatar,QAT,2013,297.60812
Qatar,QAT,2014,312.1617
Region of the Americas (WHO),,1990,882017.75
Region of the Americas (WHO),,1991,879630.9
Region of the Americas (WHO),,1992,882241.9
Region of the Americas (WHO),,1993,899207
Region of the Americas (WHO),,1994,900964.8
Region of the Americas (WHO),,1995,906465.2
Region of the Americas (WHO),,1996,905050.94
Region of the Americas (WHO),,1997,899345.75
Region of the Americas (WHO),,1998,903524.6
Region of the Americas (WHO),,1999,907952.25
Region of the Americas (WHO),,2000,903300.44
Region of the Americas (WHO),,2001,902400.7
Region of the Americas (WHO),,2002,905968.75
Region of the Americas (WHO),,2003,904623.44
Region of the Americas (WHO),,2004,893572.8
Region of the Americas (WHO),,2005,890948.2
Region of the Americas (WHO),,2006,886914.9
Region of the Americas (WHO),,2007,884711.3
Region of the Americas (WHO),,2008,889415.75
Region of the Americas (WHO),,2009,890605.2
Region of the Americas (WHO),,2010,887005.8
Region of the Americas (WHO),,2011,889820.1
Region of the Americas (WHO),,2012,891418
Region of the Americas (WHO),,2013,897306.25
Region of the Americas (WHO),,2014,900448.94
Romania,ROU,1990,45200.35
Romania,ROU,1991,45585.15
Romania,ROU,1992,48448.992
Romania,ROU,1993,49100.695
Romania,ROU,1994,50047.492
Romania,ROU,1995,52117.016
Romania,ROU,1996,54270.5
Romania,ROU,1997,54227.883
Romania,ROU,1998,51177.027
Romania,ROU,1999,48172.66
Romania,ROU,2000,46693.535
Romania,ROU,2001,47914.76
Romania,ROU,2002,48665.24
Romania,ROU,2003,48091.03
Romania,ROU,2004,46271.137
Romania,ROU,2005,45604.395
Romania,ROU,2006,44315.605
Romania,ROU,2007,43154.05
Romania,ROU,2008,43617.195
Romania,ROU,2009,43672.11
Romania,ROU,2010,43209.11
Romania,ROU,2011,40515.832
Romania,ROU,2012,40683.695
Romania,ROU,2013,38990.875
Romania,ROU,2014,40329.24
Russia,RUS,1990,259268.39
Russia,RUS,1991,263570.75
Russia,RUS,1992,289947.12
Russia,RUS,1993,354713.3
Russia,RUS,1994,392203.22
Russia,RUS,1995,368333.6
Russia,RUS,1996,339235.8
Russia,RUS,1997,316353.25
Russia,RUS,1998,311750.66
Russia,RUS,1999,342004.28
Russia,RUS,2000,362600.28
Russia,RUS,2001,369487
Russia,RUS,2002,381776.28
Russia,RUS,2003,388407.88
Russia,RUS,2004,375219.84
Russia,RUS,2005,389868.84
Russia,RUS,2006,354433.6
Russia,RUS,2007,339314.1
Russia,RUS,2008,346653.75
Russia,RUS,2009,332610.6
Russia,RUS,2010,340322.28
Russia,RUS,2011,319040.16
Russia,RUS,2012,312774.53
Russia,RUS,2013,307303.4
Russia,RUS,2014,313246.28
Rwanda,RWA,1990,4438.5317
Rwanda,RWA,1991,4710.6885
Rwanda,RWA,1992,4582.904
Rwanda,RWA,1993,4090.407
Rwanda,RWA,1994,3955.7776
Rwanda,RWA,1995,4192.183
Rwanda,RWA,1996,4590.452
Rwanda,RWA,1997,4758.8306
Rwanda,RWA,1998,4666.6626
Rwanda,RWA,1999,4446.982
Rwanda,RWA,2000,4223.905
Rwanda,RWA,2001,3996.2764
Rwanda,RWA,2002,3864.5427
Rwanda,RWA,2003,3723.3384
Rwanda,RWA,2004,3614.7747
Rwanda,RWA,2005,3523.7134
Rwanda,RWA,2006,3495.0706
Rwanda,RWA,2007,3506.0776
Rwanda,RWA,2008,3529.3726
Rwanda,RWA,2009,3537.9229
Rwanda,RWA,2010,3613.9558
Rwanda,RWA,2011,3716.9614
Rwanda,RWA,2012,3855.0798
Rwanda,RWA,2013,3951.2283
Rwanda,RWA,2014,4084.1616
Saint Kitts and Nevis,KNA,1990,23.648888
Saint Kitts and Nevis,KNA,1991,21.520767
Saint Kitts and Nevis,KNA,1992,21.160307
Saint Kitts and Nevis,KNA,1993,20.603775
Saint Kitts and Nevis,KNA,1994,20.820204
Saint Kitts and Nevis,KNA,1995,21.146498
Saint Kitts and Nevis,KNA,1996,20.87491
Saint Kitts and Nevis,KNA,1997,20.509037
Saint Kitts and Nevis,KNA,1998,20.226255
Saint Kitts and Nevis,KNA,1999,19.817638
Saint Kitts and Nevis,KNA,2000,19.338545
Saint Kitts and Nevis,KNA,2001,19.05449
Saint Kitts and Nevis,KNA,2002,18.769897
Saint Kitts and Nevis,KNA,2003,18.457224
Saint Kitts and Nevis,KNA,2004,18.69107
Saint Kitts and Nevis,KNA,2005,18.621101
Saint Kitts and Nevis,KNA,2006,18.945547
Saint Kitts and Nevis,KNA,2007,19.137087
Saint Kitts and Nevis,KNA,2008,17.43057
Saint Kitts and Nevis,KNA,2009,17.38377
Saint Kitts and Nevis,KNA,2010,17.654373
Saint Kitts and Nevis,KNA,2011,18.043453
Saint Kitts and Nevis,KNA,2012,18.465147
Saint Kitts and Nevis,KNA,2013,18.962309
Saint Kitts and Nevis,KNA,2014,19.553257
Saint Lucia,LCA,1990,72.85837
Saint Lucia,LCA,1991,72.97244
Saint Lucia,LCA,1992,73.52412
Saint Lucia,LCA,1993,73.44943
Saint Lucia,LCA,1994,72.86045
Saint Lucia,LCA,1995,72.732475
Saint Lucia,LCA,1996,72.50332
Saint Lucia,LCA,1997,71.47625
Saint Lucia,LCA,1998,70.56889
Saint Lucia,LCA,1999,70.952415
Saint Lucia,LCA,2000,71.443855
Saint Lucia,LCA,2001,73.31327
Saint Lucia,LCA,2002,74.867546
Saint Lucia,LCA,2003,76.23365
Saint Lucia,LCA,2004,77.35811
Saint Lucia,LCA,2005,77.03963
Saint Lucia,LCA,2006,76.405426
Saint Lucia,LCA,2007,76.77365
Saint Lucia,LCA,2008,77.6285
Saint Lucia,LCA,2009,78.26219
Saint Lucia,LCA,2010,77.75113
Saint Lucia,LCA,2011,77.8554
Saint Lucia,LCA,2012,79.64706
Saint Lucia,LCA,2013,84.77937
Saint Lucia,LCA,2014,88.497925
Saint Vincent and the Grenadines,VCT,1990,39.16001
Saint Vincent and the Grenadines,VCT,1991,39.47623
Saint Vincent and the Grenadines,VCT,1992,39.868046
Saint Vincent and the Grenadines,VCT,1993,39.944702
Saint Vincent and the Grenadines,VCT,1994,39.641754
Saint Vincent and the Grenadines,VCT,1995,39.249386
Saint Vincent and the Grenadines,VCT,1996,39.726013
Saint Vincent and the Grenadines,VCT,1997,39.47556
Saint Vincent and the Grenadines,VCT,1998,39.80401
Saint Vincent and the Grenadines,VCT,1999,39.956654
Saint Vincent and the Grenadines,VCT,2000,40.20235
Saint Vincent and the Grenadines,VCT,2001,38.878716
Saint Vincent and the Grenadines,VCT,2002,39.5303
Saint Vincent and the Grenadines,VCT,2003,40.014095
Saint Vincent and the Grenadines,VCT,2004,40.40047
Saint Vincent and the Grenadines,VCT,2005,39.828606
Saint Vincent and the Grenadines,VCT,2006,40.240242
Saint Vincent and the Grenadines,VCT,2007,40.705578
Saint Vincent and the Grenadines,VCT,2008,42.56085
Saint Vincent and the Grenadines,VCT,2009,43.82482
Saint Vincent and the Grenadines,VCT,2010,45.27669
Saint Vincent and the Grenadines,VCT,2011,47.14748
Saint Vincent and the Grenadines,VCT,2012,49.596157
Saint Vincent and the Grenadines,VCT,2013,51.882324
Saint Vincent and the Grenadines,VCT,2014,54.094963
Samoa,WSM,1990,184.47911
Samoa,WSM,1991,186.55276
Samoa,WSM,1992,188.89705
Samoa,WSM,1993,190.69414
Samoa,WSM,1994,192.65785
Samoa,WSM,1995,194.8952
Samoa,WSM,1996,196.55164
Samoa,WSM,1997,197.54344
Samoa,WSM,1998,198.36235
Samoa,WSM,1999,200.6846
Samoa,WSM,2000,202.51169
Samoa,WSM,2001,204.075
Samoa,WSM,2002,205.65833
Samoa,WSM,2003,208.47572
Samoa,WSM,2004,210.80873
Samoa,WSM,2005,213.15833
Samoa,WSM,2006,215.88356
Samoa,WSM,2007,217.35883
Samoa,WSM,2008,218.77956
Samoa,WSM,2009,220.24576
Samoa,WSM,2010,221.51512
Samoa,WSM,2011,222.91254
Samoa,WSM,2012,224.37187
Samoa,WSM,2013,225.58598
Samoa,WSM,2014,226.97649
San Marino,SMR,1990,30.972836
San Marino,SMR,1991,31.303411
San Marino,SMR,1992,31.65805
San Marino,SMR,1993,31.981205
San Marino,SMR,1994,32.552105
San Marino,SMR,1995,32.565098
San Marino,SMR,1996,32.67672
San Marino,SMR,1997,32.88484
San Marino,SMR,1998,33.194763
San Marino,SMR,1999,33.56461
San Marino,SMR,2000,34.152603
San Marino,SMR,2001,34.51032
San Marino,SMR,2002,34.880806
San Marino,SMR,2003,35.421413
San Marino,SMR,2004,36.40286
San Marino,SMR,2005,37.13083
San Marino,SMR,2006,37.58731
San Marino,SMR,2007,37.913498
San Marino,SMR,2008,38.218586
San Marino,SMR,2009,38.628414
San Marino,SMR,2010,39.022343
San Marino,SMR,2011,39.391953
San Marino,SMR,2012,39.786575
San Marino,SMR,2013,40.1595
San Marino,SMR,2014,40.55185
Sao Tome and Principe,STP,1990,22.856718
Sao Tome and Principe,STP,1991,23.187325
Sao Tome and Principe,STP,1992,23.67944
Sao Tome and Principe,STP,1993,24.175076
Sao Tome and Principe,STP,1994,24.445276
Sao Tome and Principe,STP,1995,25.256641
Sao Tome and Principe,STP,1996,26.26703
Sao Tome and Principe,STP,1997,27.246798
Sao Tome and Principe,STP,1998,28.367073
Sao Tome and Principe,STP,1999,28.785124
Sao Tome and Principe,STP,2000,29.072096
Sao Tome and Principe,STP,2001,29.759384
Sao Tome and Principe,STP,2002,30.546854
Sao Tome and Principe,STP,2003,31.109634
Sao Tome and Principe,STP,2004,32.07505
Sao Tome and Principe,STP,2005,32.01653
Sao Tome and Principe,STP,2006,33.164135
Sao Tome and Principe,STP,2007,33.67171
Sao Tome and Principe,STP,2008,34.08269
Sao Tome and Principe,STP,2009,34.95166
Sao Tome and Principe,STP,2010,35.713867
Sao Tome and Principe,STP,2011,36.203423
Sao Tome and Principe,STP,2012,37.280506
Sao Tome and Principe,STP,2013,38.4435
Sao Tome and Principe,STP,2014,39.907547
Saudi Arabia,SAU,1990,4275.1016
Saudi Arabia,SAU,1991,4434.5225
Saudi Arabia,SAU,1992,4587.637
Saudi Arabia,SAU,1993,4757.9478
Saudi Arabia,SAU,1994,4941.27
Saudi Arabia,SAU,1995,5124.1943
Saudi Arabia,SAU,1996,5285.0376
Saudi Arabia,SAU,1997,5439.615
Saudi Arabia,SAU,1998,5609.2964
Saudi Arabia,SAU,1999,5803.9062
Saudi Arabia,SAU,2000,5990.3926
Saudi Arabia,SAU,2001,6147.3564
Saudi Arabia,SAU,2002,6377.7827
Saudi Arabia,SAU,2003,6725.8975
Saudi Arabia,SAU,2004,7060.0376
Saudi Arabia,SAU,2005,7507.821
Saudi Arabia,SAU,2006,7876.8994
Saudi Arabia,SAU,2007,8227.74
Saudi Arabia,SAU,2008,8590.101
Saudi Arabia,SAU,2009,8859.565
Saudi Arabia,SAU,2010,9144.658
Saudi Arabia,SAU,2011,9278.02
Saudi Arabia,SAU,2012,9434.95
Saudi Arabia,SAU,2013,9742.743
Saudi Arabia,SAU,2014,10040.788
Scotland,,1990,19018.57
Scotland,,1991,18670.475
Scotland,,1992,18527.5
Scotland,,1993,18638.543
Scotland,,1994,17954.988
Scotland,,1995,17717.725
Scotland,,1996,17496.582
Scotland,,1997,17011.268
Scotland,,1998,16784.75
Scotland,,1999,16717.717
Scotland,,2000,16025.061
Scotland,,2001,15544.191
Scotland,,2002,15392.575
Scotland,,2003,15324.709
Scotland,,2004,14943.99
Scotland,,2005,14641.9
Scotland,,2006,14532.38
Scotland,,2007,14491.697
Scotland,,2008,14430.847
Scotland,,2009,14100.1045
Scotland,,2010,13957.832
Scotland,,2011,13828.218
Scotland,,2012,13682.003
Scotland,,2013,13528.331
Scotland,,2014,13129.275
Senegal,SEN,1990,2280.6648
Senegal,SEN,1991,2323.4585
Senegal,SEN,1992,2346.7715
Senegal,SEN,1993,2374.7168
Senegal,SEN,1994,2424.5657
Senegal,SEN,1995,2393.6765
Senegal,SEN,1996,2368.6323
Senegal,SEN,1997,2371.771
Senegal,SEN,1998,2392.4688
Senegal,SEN,1999,2426.8555
Senegal,SEN,2000,2371.3643
Senegal,SEN,2001,2851.6052
Senegal,SEN,2002,2884.4001
Senegal,SEN,2003,2753.6326
Senegal,SEN,2004,2857.4954
Senegal,SEN,2005,2876.6982
Senegal,SEN,2006,2857.526
Senegal,SEN,2007,2883.0098
Senegal,SEN,2008,2913.378
Senegal,SEN,2009,3011.4194
Senegal,SEN,2010,2814.215
Senegal,SEN,2011,2878.6743
Senegal,SEN,2012,2858.1577
Senegal,SEN,2013,2908.7554
Senegal,SEN,2014,3012.2744
Serbia,SRB,1990,19804.525
Serbia,SRB,1991,20071.623
Serbia,SRB,1992,21082.965
Serbia,SRB,1993,22227.445
Serbia,SRB,1994,23309.246
Serbia,SRB,1995,24358.697
Serbia,SRB,1996,25504.459
Serbia,SRB,1997,26762.613
