Entity,Code,Year,Deaths that are from all causes attributed to smoking
Serbia,SRB,1998,24753.275
Serbia,SRB,1999,24772.924
Serbia,SRB,2000,25492.297
Serbia,SRB,2001,24884.648
Serbia,SRB,2002,24825.99
Serbia,SRB,2003,25308.816
Serbia,SRB,2004,25695.72
Serbia,SRB,2005,26237.076
Serbia,SRB,2006,26028.7
Serbia,SRB,2007,25872.422
Serbia,SRB,2008,26166.328
Serbia,SRB,2009,25865.936
Serbia,SRB,2010,25266.402
Serbia,SRB,2011,24899.822
Serbia,SRB,2012,24687.807
Serbia,SRB,2013,24482.658
Serbia,SRB,2014,24575.725
Seychelles,SYC,1990,75.62037
Seychelles,SYC,1991,76.0445
Seychelles,SYC,1992,77.32264
Seychelles,SYC,1993,78.22185
Seychelles,SYC,1994,80.45223
Seychelles,SYC,1995,80.57809
Seychelles,SYC,1996,80.610954
Seychelles,SYC,1997,78.93937
Seychelles,SYC,1998,77.70301
Seychelles,SYC,1999,76.85138
Seychelles,SYC,2000,74.55009
Seychelles,SYC,2001,75.118576
Seychelles,SYC,2002,79.01376
Seychelles,SYC,2003,83.30149
Seychelles,SYC,2004,83.436516
Seychelles,SYC,2005,87.24608
Seychelles,SYC,2006,87.72312
Seychelles,SYC,2007,87.108734
Seychelles,SYC,2008,87.941795
Seychelles,SYC,2009,89.41551
Seychelles,SYC,2010,86.553314
Seychelles,SYC,2011,84.817856
Seychelles,SYC,2012,88.358406
Seychelles,SYC,2013,88.73303
Seychelles,SYC,2014,89.146126
Sierra Leone,SLE,1990,2032.1749
Sierra Leone,SLE,1991,1953.223
Sierra Leone,SLE,1992,1898.1371
Sierra Leone,SLE,1993,1835.2762
Sierra Leone,SLE,1994,1765.4374
Sierra Leone,SLE,1995,1739.011
Sierra Leone,SLE,1996,1708.4724
Sierra Leone,SLE,1997,1696.5466
Sierra Leone,SLE,1998,1670.544
Sierra Leone,SLE,1999,1649.3756
Sierra Leone,SLE,2000,1650.9363
Sierra Leone,SLE,2001,1674.2236
Sierra Leone,SLE,2002,1699.7723
Sierra Leone,SLE,2003,1733.3716
Sierra Leone,SLE,2004,1754.9088
Sierra Leone,SLE,2005,1803.8855
Sierra Leone,SLE,2006,1827.5813
Sierra Leone,SLE,2007,1861.6321
Sierra Leone,SLE,2008,1848.322
Sierra Leone,SLE,2009,1874.9071
Sierra Leone,SLE,2010,1923.646
Sierra Leone,SLE,2011,1945.7557
Sierra Leone,SLE,2012,1972.9825
Sierra Leone,SLE,2013,1979.6001
Sierra Leone,SLE,2014,1992.222
Singapore,SGP,1990,2723.2068
Singapore,SGP,1991,2707.3953
Singapore,SGP,1992,2658.5134
Singapore,SGP,1993,2625.2349
Singapore,SGP,1994,2663.4785
Singapore,SGP,1995,2674.0964
Singapore,SGP,1996,2669.2297
Singapore,SGP,1997,2617.1648
Singapore,SGP,1998,2622.007
Singapore,SGP,1999,2540.2983
Singapore,SGP,2000,2482.173
Singapore,SGP,2001,2439.3882
Singapore,SGP,2002,2422.054
Singapore,SGP,2003,2373.6738
Singapore,SGP,2004,2345.1755
Singapore,SGP,2005,2313.7551
Singapore,SGP,2006,2300.0413
Singapore,SGP,2007,2353.6536
Singapore,SGP,2008,2388.689
Singapore,SGP,2009,2385.2117
Singapore,SGP,2010,2405.7842
Singapore,SGP,2011,2427.6912
Singapore,SGP,2012,2467.1968
Singapore,SGP,2013,2499.032
Singapore,SGP,2014,2524.7678
Slovakia,SVK,1990,10914.918
Slovakia,SVK,1991,10667.985
Slovakia,SVK,1992,10515.252
Slovakia,SVK,1993,10193.091
Slovakia,SVK,1994,9853.82
Slovakia,SVK,1995,9925.708
Slovakia,SVK,1996,9583.127
Slovakia,SVK,1997,9765.152
Slovakia,SVK,1998,9792.162
Slovakia,SVK,1999,9556.741
Slovakia,SVK,2000,9279.443
Slovakia,SVK,2001,9111.833
Slovakia,SVK,2002,8987.448
Slovakia,SVK,2003,8878.309
Slovakia,SVK,2004,8600.02
Slovakia,SVK,2005,8795.944
Slovakia,SVK,2006,8637.651
Slovakia,SVK,2007,8706.066
Slovakia,SVK,2008,8584.788
Slovakia,SVK,2009,8429.424
Slovakia,SVK,2010,8215.2295
Slovakia,SVK,2011,8163.077
Slovakia,SVK,2012,8017.3223
Slovakia,SVK,2013,7898.944
Slovakia,SVK,2014,7859.4565
Slovenia,SVN,1990,3114.952
Slovenia,SVN,1991,3137.4065
Slovenia,SVN,1992,3154.348
Slovenia,SVN,1993,3182.8877
Slovenia,SVN,1994,3203.8572
Slovenia,SVN,1995,3216.9866
Slovenia,SVN,1996,3217.1248
Slovenia,SVN,1997,3256.9636
Slovenia,SVN,1998,3275.1025
Slovenia,SVN,1999,3221.9324
Slovenia,SVN,2000,3126.596
Slovenia,SVN,2001,3160.5984
Slovenia,SVN,2002,3046.7107
Slovenia,SVN,2003,3073.0828
Slovenia,SVN,2004,2956.865
Slovenia,SVN,2005,2795.291
Slovenia,SVN,2006,2830.0234
Slovenia,SVN,2007,2802.195
Slovenia,SVN,2008,2763.7385
Slovenia,SVN,2009,2715.4736
Slovenia,SVN,2010,2727.6187
Slovenia,SVN,2011,2695.8762
Slovenia,SVN,2012,2759.0386
Slovenia,SVN,2013,2750.231
Slovenia,SVN,2014,2623.842
Solomon Islands,SLB,1990,539.56506
Solomon Islands,SLB,1991,557.2491
Solomon Islands,SLB,1992,571.42505
Solomon Islands,SLB,1993,584.97046
Solomon Islands,SLB,1994,598.6284
Solomon Islands,SLB,1995,610.7207
Solomon Islands,SLB,1996,624.37494
Solomon Islands,SLB,1997,639.3524
Solomon Islands,SLB,1998,653.50256
Solomon Islands,SLB,1999,665.2319
Solomon Islands,SLB,2000,680.59985
Solomon Islands,SLB,2001,696.0333
Solomon Islands,SLB,2002,706.245
Solomon Islands,SLB,2003,719.5766
Solomon Islands,SLB,2004,731.6941
Solomon Islands,SLB,2005,745.1118
Solomon Islands,SLB,2006,761.1222
Solomon Islands,SLB,2007,769.18866
Solomon Islands,SLB,2008,753.6648
Solomon Islands,SLB,2009,782.6755
Solomon Islands,SLB,2010,792.4753
Solomon Islands,SLB,2011,828.476
Solomon Islands,SLB,2012,851.32544
Solomon Islands,SLB,2013,873.21906
Solomon Islands,SLB,2014,899.78876
Somalia,SOM,1990,2917.9292
Somalia,SOM,1991,2974.314
Somalia,SOM,1992,3071.702
Somalia,SOM,1993,3158.2234
Somalia,SOM,1994,3257.945
Somalia,SOM,1995,3367.7676
Somalia,SOM,1996,3452.225
Somalia,SOM,1997,3535.8767
Somalia,SOM,1998,3613.6096
Somalia,SOM,1999,3659.999
Somalia,SOM,2000,3707.7715
Somalia,SOM,2001,3739.3809
Somalia,SOM,2002,3807.931
Somalia,SOM,2003,3870.0269
Somalia,SOM,2004,3936.501
Somalia,SOM,2005,3995.7043
Somalia,SOM,2006,4040.5085
Somalia,SOM,2007,4149.7715
Somalia,SOM,2008,4249.047
Somalia,SOM,2009,4332.4287
Somalia,SOM,2010,4399.213
Somalia,SOM,2011,4472.6973
Somalia,SOM,2012,4547.12
Somalia,SOM,2013,4614.4307
Somalia,SOM,2014,4697.2246
South Africa,ZAF,1990,29790.713
South Africa,ZAF,1991,31037.164
South Africa,ZAF,1992,33164.426
South Africa,ZAF,1993,32618.176
South Africa,ZAF,1994,35007.555
South Africa,ZAF,1995,36753.465
South Africa,ZAF,1996,40012.484
South Africa,ZAF,1997,45702.105
South Africa,ZAF,1998,47465.816
South Africa,ZAF,1999,45803.93
South Africa,ZAF,2000,47282.07
South Africa,ZAF,2001,46014.156
South Africa,ZAF,2002,45851.664
South Africa,ZAF,2003,45993.246
South Africa,ZAF,2004,44951.598
South Africa,ZAF,2005,44346.86
South Africa,ZAF,2006,44628.008
South Africa,ZAF,2007,43069.074
South Africa,ZAF,2008,42089.977
South Africa,ZAF,2009,41281.613
South Africa,ZAF,2010,40469.363
South Africa,ZAF,2011,38704.66
South Africa,ZAF,2012,37262.367
South Africa,ZAF,2013,36385.9
South Africa,ZAF,2014,36536.812
South Asia (WB),,1990,858497.94
South Asia (WB),,1991,878033.3
South Asia (WB),,1992,892400.06
South Asia (WB),,1993,901746.2
South Asia (WB),,1994,911745.06
South Asia (WB),,1995,916206.56
South Asia (WB),,1996,941893.94
South Asia (WB),,1997,994091.75
South Asia (WB),,1998,999085.1
South Asia (WB),,1999,981376.9
South Asia (WB),,2000,995333.2
South Asia (WB),,2001,1010663.94
South Asia (WB),,2002,1018748.5
South Asia (WB),,2003,1017090.8
South Asia (WB),,2004,984013.5
South Asia (WB),,2005,1010270.94
South Asia (WB),,2006,1047897.44
South Asia (WB),,2007,1079194.5
South Asia (WB),,2008,1112622.8
South Asia (WB),,2009,1103692.2
South Asia (WB),,2010,1110887.6
South Asia (WB),,2011,1135360.9
South Asia (WB),,2012,1164538.8
South Asia (WB),,2013,1198181.8
South Asia (WB),,2014,1216140.4
South Korea,KOR,1990,41631.426
South Korea,KOR,1991,41720.19
South Korea,KOR,1992,40964.066
South Korea,KOR,1993,40892.887
South Korea,KOR,1994,41600.9
South Korea,KOR,1995,41049.867
South Korea,KOR,1996,41212.14
South Korea,KOR,1997,41687.28
South Korea,KOR,1998,42612.11
South Korea,KOR,1999,43388.785
South Korea,KOR,2000,43659.375
South Korea,KOR,2001,43318.535
South Korea,KOR,2002,43455.06
South Korea,KOR,2003,43487.445
South Korea,KOR,2004,43495.34
South Korea,KOR,2005,43094.723
South Korea,KOR,2006,42911.01
South Korea,KOR,2007,43025.28
South Korea,KOR,2008,43144.137
South Korea,KOR,2009,43394.242
South Korea,KOR,2010,43990.227
South Korea,KOR,2011,44359.914
South Korea,KOR,2012,45031.477
South Korea,KOR,2013,45077.37
South Korea,KOR,2014,45236.598
South Sudan,SSD,1990,1867.3811
South Sudan,SSD,1991,1888.1271
South Sudan,SSD,1992,1914.3859
South Sudan,SSD,1993,1931.1737
South Sudan,SSD,1994,1941.3256
South Sudan,SSD,1995,1966.7184
South Sudan,SSD,1996,1952.8969
South Sudan,SSD,1997,1902.399
South Sudan,SSD,1998,1884.3708
South Sudan,SSD,1999,1853.3312
South Sudan,SSD,2000,1829.1
South Sudan,SSD,2001,1775.8195
South Sudan,SSD,2002,1753.0483
South Sudan,SSD,2003,1754.7971
South Sudan,SSD,2004,1759.9852
South Sudan,SSD,2005,1753.075
South Sudan,SSD,2006,1767.8445
South Sudan,SSD,2007,1773.861
South Sudan,SSD,2008,1779.6971
South Sudan,SSD,2009,1787.6183
South Sudan,SSD,2010,1798.1951
South Sudan,SSD,2011,1807.3221
South Sudan,SSD,2012,1821.7583
South Sudan,SSD,2013,1830.5496
South Sudan,SSD,2014,1845.6736
South-East Asia Region (WHO),,1990,1004523.2
South-East Asia Region (WHO),,1991,1028210.06
South-East Asia Region (WHO),,1992,1046037.56
South-East Asia Region (WHO),,1993,1057491.6
South-East Asia Region (WHO),,1994,1069187.8
South-East Asia Region (WHO),,1995,1073815.8
South-East Asia Region (WHO),,1996,1101026.9
South-East Asia Region (WHO),,1997,1151068.4
South-East Asia Region (WHO),,1998,1162703.1
South-East Asia Region (WHO),,1999,1151754.2
South-East Asia Region (WHO),,2000,1167891.8
South-East Asia Region (WHO),,2001,1182308.5
South-East Asia Region (WHO),,2002,1194586.9
South-East Asia Region (WHO),,2003,1197163.1
South-East Asia Region (WHO),,2004,1170532.5
South-East Asia Region (WHO),,2005,1202056
South-East Asia Region (WHO),,2006,1245634.8
South-East Asia Region (WHO),,2007,1283631
South-East Asia Region (WHO),,2008,1322188.5
South-East Asia Region (WHO),,2009,1318790
South-East Asia Region (WHO),,2010,1330868.5
South-East Asia Region (WHO),,2011,1360235.8
South-East Asia Region (WHO),,2012,1393028.4
South-East Asia Region (WHO),,2013,1430277.9
South-East Asia Region (WHO),,2014,1452361.5
Spain,ESP,1990,65118.426
Spain,ESP,1991,66090.516
Spain,ESP,1992,66059.25
Spain,ESP,1993,66612.61
Spain,ESP,1994,67053.95
Spain,ESP,1995,68339.34
Spain,ESP,1996,69211.06
Spain,ESP,1997,68624.26
Spain,ESP,1998,69770.336
Spain,ESP,1999,70985.95
Spain,ESP,2000,69085.71
Spain,ESP,2001,68492.96
Spain,ESP,2002,68782.09
Spain,ESP,2003,69319.7
Spain,ESP,2004,68452.85
Spain,ESP,2005,68499.83
Spain,ESP,2006,67444.46
Spain,ESP,2007,67799.016
Spain,ESP,2008,67460.55
Spain,ESP,2009,66729.836
Spain,ESP,2010,65999.9
Spain,ESP,2011,66283.76
Spain,ESP,2012,66580.82
Spain,ESP,2013,65644.016
Spain,ESP,2014,65849.695
Sri Lanka,LKA,1990,10451.966
Sri Lanka,LKA,1991,9810.907
Sri Lanka,LKA,1992,9853.312
Sri Lanka,LKA,1993,9679.031
Sri Lanka,LKA,1994,10112.952
Sri Lanka,LKA,1995,10739.381
Sri Lanka,LKA,1996,10997.372
Sri Lanka,LKA,1997,11781.569
Sri Lanka,LKA,1998,11513.987
Sri Lanka,LKA,1999,11721.153
Sri Lanka,LKA,2000,11874.132
Sri Lanka,LKA,2001,11488.973
Sri Lanka,LKA,2002,11321.58
Sri Lanka,LKA,2003,11685.741
Sri Lanka,LKA,2004,11610.295
Sri Lanka,LKA,2005,11777.041
Sri Lanka,LKA,2006,11860.359
Sri Lanka,LKA,2007,11849.677
Sri Lanka,LKA,2008,12123.839
Sri Lanka,LKA,2009,11696.455
Sri Lanka,LKA,2010,11810.872
Sri Lanka,LKA,2011,12072.401
Sri Lanka,LKA,2012,12054.779
Sri Lanka,LKA,2013,11570.246
Sri Lanka,LKA,2014,11589.604
Sub-Saharan Africa (WB),,1990,176383.39
Sub-Saharan Africa (WB),,1991,180126.3
Sub-Saharan Africa (WB),,1992,184866.44
Sub-Saharan Africa (WB),,1993,186811.86
Sub-Saharan Africa (WB),,1994,191830.66
Sub-Saharan Africa (WB),,1995,197047.98
Sub-Saharan Africa (WB),,1996,202999.62
Sub-Saharan Africa (WB),,1997,210605.12
Sub-Saharan Africa (WB),,1998,214615.31
Sub-Saharan Africa (WB),,1999,214178.39
Sub-Saharan Africa (WB),,2000,216987
Sub-Saharan Africa (WB),,2001,216390.47
Sub-Saharan Africa (WB),,2002,217101.23
Sub-Saharan Africa (WB),,2003,218248
Sub-Saharan Africa (WB),,2004,218151.45
Sub-Saharan Africa (WB),,2005,217615.62
Sub-Saharan Africa (WB),,2006,218664.56
Sub-Saharan Africa (WB),,2007,217801.81
Sub-Saharan Africa (WB),,2008,218124.69
Sub-Saharan Africa (WB),,2009,219101.94
Sub-Saharan Africa (WB),,2010,219895.9
Sub-Saharan Africa (WB),,2011,220327.45
Sub-Saharan Africa (WB),,2012,221475.67
Sub-Saharan Africa (WB),,2013,222837.05
Sub-Saharan Africa (WB),,2014,225303.31
Sudan,SDN,1990,11791.583
Sudan,SDN,1991,12149.766
Sudan,SDN,1992,12404.913
Sudan,SDN,1993,12637.51
Sudan,SDN,1994,12856.831
Sudan,SDN,1995,13029.31
Sudan,SDN,1996,13172.254
Sudan,SDN,1997,13270.283
Sudan,SDN,1998,13345.781
Sudan,SDN,1999,13385.009
Sudan,SDN,2000,13404.553
Sudan,SDN,2001,13440.3955
Sudan,SDN,2002,13556.961
Sudan,SDN,2003,13600.44
Sudan,SDN,2004,13666.536
Sudan,SDN,2005,13714.651
Sudan,SDN,2006,13763.566
Sudan,SDN,2007,13824.644
Sudan,SDN,2008,13942.59
Sudan,SDN,2009,14082.975
Sudan,SDN,2010,14216.268
Sudan,SDN,2011,14345.458
Sudan,SDN,2012,14538.102
Sudan,SDN,2013,14699.715
Sudan,SDN,2014,14861.303
Suriname,SUR,1990,250.88042
Suriname,SUR,1991,268.1831
Suriname,SUR,1992,282.57416
Suriname,SUR,1993,308.8389
Suriname,SUR,1994,290.97855
Suriname,SUR,1995,247.26544
Suriname,SUR,1996,243.56807
Suriname,SUR,1997,254.2893
Suriname,SUR,1998,282.79858
Suriname,SUR,1999,307.45694
Suriname,SUR,2000,321.2102
Suriname,SUR,2001,335.19547
Suriname,SUR,2002,352.05856
Suriname,SUR,2003,362.9905
Suriname,SUR,2004,363.3019
Suriname,SUR,2005,358.40506
Suriname,SUR,2006,353.0178
Suriname,SUR,2007,354.56314
Suriname,SUR,2008,361.2664
Suriname,SUR,2009,364.12598
Suriname,SUR,2010,371.7436
Suriname,SUR,2011,371.15753
Suriname,SUR,2012,372.2333
Suriname,SUR,2013,392.92108
Suriname,SUR,2014,411.98517
Sweden,SWE,1990,16719.783
Sweden,SWE,1991,16621.41
Sweden,SWE,1992,16356.324
Sweden,SWE,1993,16208.365
Sweden,SWE,1994,15658.534
Sweden,SWE,1995,15629.115
Sweden,SWE,1996,15497.467
Sweden,SWE,1997,15310.225
Sweden,SWE,1998,15171
Sweden,SWE,1999,15051.223
Sweden,SWE,2000,14796.08
Sweden,SWE,2001,14637.395
Sweden,SWE,2002,14504.899
Sweden,SWE,2003,14255.895
Sweden,SWE,2004,14106.191
Sweden,SWE,2005,13878.006
Sweden,SWE,2006,13794.335
Sweden,SWE,2007,13661.41
Sweden,SWE,2008,13513.1455
Sweden,SWE,2009,13443.658
Sweden,SWE,2010,13365.156
Sweden,SWE,2011,13406.922
Sweden,SWE,2012,13375.038
Sweden,SWE,2013,13320.931
Sweden,SWE,2014,13266.448
Switzerland,CHE,1990,11855.01
Switzerland,CHE,1991,11786.045
Switzerland,CHE,1992,11544.121
Switzerland,CHE,1993,11291.3545
Switzerland,CHE,1994,11111.669
Switzerland,CHE,1995,11271.926
Switzerland,CHE,1996,10976.62
Switzerland,CHE,1997,10891.031
Switzerland,CHE,1998,10838.688
Switzerland,CHE,1999,10667.744
Switzerland,CHE,2000,10566.164
Switzerland,CHE,2001,10366.765
Switzerland,CHE,2002,10321.185
Switzerland,CHE,2003,10310.452
Switzerland,CHE,2004,10102.849
Switzerland,CHE,2005,10044.2705
Switzerland,CHE,2006,9957.902
Switzerland,CHE,2007,9912.266
Switzerland,CHE,2008,9821.108
Switzerland,CHE,2009,9854.765
Switzerland,CHE,2010,9789.569
Switzerland,CHE,2011,9740.909
Switzerland,CHE,2012,9782.727
Switzerland,CHE,2013,9806.519
Switzerland,CHE,2014,9746.488
Syria,SYR,1990,8446.912
Syria,SYR,1991,8838.401
Syria,SYR,1992,9442.574
Syria,SYR,1993,9322.297
Syria,SYR,1994,9488.363
Syria,SYR,1995,9681.841
Syria,SYR,1996,9813.723
Syria,SYR,1997,10005.73
Syria,SYR,1998,10333.626
Syria,SYR,1999,10270.442
Syria,SYR,2000,10228.786
Syria,SYR,2001,9945.033
Syria,SYR,2002,10083.87
Syria,SYR,2003,9844.622
Syria,SYR,2004,9963.624
Syria,SYR,2005,9958.085
Syria,SYR,2006,10041.807
Syria,SYR,2007,10354.867
Syria,SYR,2008,10986.802
Syria,SYR,2009,11076.278
Syria,SYR,2010,11256.372
Syria,SYR,2011,11502.105
Syria,SYR,2012,11689.513
Syria,SYR,2013,11890.614
Syria,SYR,2014,11985.44
Taiwan,TWN,1990,16358.674
Taiwan,TWN,1991,16611.625
Taiwan,TWN,1992,17148.803
Taiwan,TWN,1993,17446.479
Taiwan,TWN,1994,18233.535
Taiwan,TWN,1995,18856.867
Taiwan,TWN,1996,19554.016
Taiwan,TWN,1997,19601.184
Taiwan,TWN,1998,20010.447
Taiwan,TWN,1999,20046.525
Taiwan,TWN,2000,20549.523
Taiwan,TWN,2001,20764.412
Taiwan,TWN,2002,20414.695
Taiwan,TWN,2003,21002.998
Taiwan,TWN,2004,21945.783
Taiwan,TWN,2005,22669.904
Taiwan,TWN,2006,22626.146
Taiwan,TWN,2007,22766.582
Taiwan,TWN,2008,23211.627
Taiwan,TWN,2009,23126.547
Taiwan,TWN,2010,23397.758
Taiwan,TWN,2011,24715.86
Taiwan,TWN,2012,24527.072
Taiwan,TWN,2013,24445.19
Taiwan,TWN,2014,25240.117
Tajikistan,TJK,1990,3579.7144
Tajikistan,TJK,1991,3713.3555
Tajikistan,TJK,1992,3881.6484
Tajikistan,TJK,1993,3809.745
Tajikistan,TJK,1994,4091.7212
Tajikistan,TJK,1995,4078.8992
Tajikistan,TJK,1996,4000.518
Tajikistan,TJK,1997,3807.485
Tajikistan,TJK,1998,3703.6746
Tajikistan,TJK,1999,3663.331
Tajikistan,TJK,2000,3628.8547
Tajikistan,TJK,2001,3660.4915
Tajikistan,TJK,2002,3712.3472
Tajikistan,TJK,2003,3732.577
Tajikistan,TJK,2004,3782.7297
Tajikistan,TJK,2005,3933.1057
Tajikistan,TJK,2006,4020.4465
Tajikistan,TJK,2007,4118.7397
Tajikistan,TJK,2008,4147.3594
Tajikistan,TJK,2009,4138.188
Tajikistan,TJK,2010,4233.536
Tajikistan,TJK,2011,4299.0947
Tajikistan,TJK,2012,4292.823
Tajikistan,TJK,2013,4275.9873
Tajikistan,TJK,2014,4372.179
Tanzania,TZA,1990,11560.05
Tanzania,TZA,1991,11868.322
Tanzania,TZA,1992,12211.658
Tanzania,TZA,1993,12557.578
Tanzania,TZA,1994,12910.704
Tanzania,TZA,1995,13202.088
Tanzania,TZA,1996,13479.402
Tanzania,TZA,1997,13780.11
Tanzania,TZA,1998,14150.556
Tanzania,TZA,1999,14352.623
Tanzania,TZA,2000,14442.886
Tanzania,TZA,2001,14393.341
Tanzania,TZA,2002,14445.667
Tanzania,TZA,2003,14540.498
Tanzania,TZA,2004,14637.368
Tanzania,TZA,2005,14700.308
Tanzania,TZA,2006,14856.114
Tanzania,TZA,2007,14972.062
Tanzania,TZA,2008,15052.317
Tanzania,TZA,2009,15099.771
Tanzania,TZA,2010,15117.389
Tanzania,TZA,2011,15251.43
Tanzania,TZA,2012,15558.486
Tanzania,TZA,2013,15839.142
Tanzania,TZA,2014,16063.458
Thailand,THA,1990,45157.938
Thailand,THA,1991,47085.145
Thailand,THA,1992,48414.582
Thailand,THA,1993,49468.47
Thailand,THA,1994,50808.938
Thailand,THA,1995,51743.344
Thailand,THA,1996,52414.914
Thailand,THA,1997,48528.145
Thailand,THA,1998,51253.742
Thailand,THA,1999,54557.586
Thailand,THA,2000,53630.11
Thailand,THA,2001,49679.08
Thailand,THA,2002,49759.11
Thailand,THA,2003,49715.64
Thailand,THA,2004,50652.336
Thailand,THA,2005,51222.336
Thailand,THA,2006,51244.844
Thailand,THA,2007,51408.707
Thailand,THA,2008,51696.766
Thailand,THA,2009,51838.37
Thailand,THA,2010,53078.652
Thailand,THA,2011,53373.527
Thailand,THA,2012,53274.215
Thailand,THA,2013,53165.457
Thailand,THA,2014,54012.27
Togo,TGO,1990,1177.3458
Togo,TGO,1991,1223.7932
Togo,TGO,1992,1277.3207
Togo,TGO,1993,1340.3118
Togo,TGO,1994,1406.8175
Togo,TGO,1995,1466.9891
Togo,TGO,1996,1524.7507
Togo,TGO,1997,1579.9999
Togo,TGO,1998,1637.606
Togo,TGO,1999,1661.8058
Togo,TGO,2000,1707.1179
Togo,TGO,2001,1746.743
Togo,TGO,2002,1772.8276
Togo,TGO,2003,1816.3917
Togo,TGO,2004,1820.8951
Togo,TGO,2005,1850.1136
Togo,TGO,2006,1880.7968
Togo,TGO,2007,1923.5458
Togo,TGO,2008,1992.8496
Togo,TGO,2009,2046.3108
Togo,TGO,2010,2083.2856
Togo,TGO,2011,2099.211
Togo,TGO,2012,2098.0127
Togo,TGO,2013,2098.0952
Togo,TGO,2014,2127.8623
Tokelau,TKL,1990,2.1476607
Tokelau,TKL,1991,2.0991237
Tokelau,TKL,1992,2.0458846
Tokelau,TKL,1993,1.9899766
Tokelau,TKL,1994,1.9343735
Tokelau,TKL,1995,1.8864267
Tokelau,TKL,1996,1.8472995
Tokelau,TKL,1997,1.8064026
Tokelau,TKL,1998,1.7627218
Tokelau,TKL,1999,1.7207083
Tokelau,TKL,2000,1.68433
Tokelau,TKL,2001,1.6566834
Tokelau,TKL,2002,1.6228219
Tokelau,TKL,2003,1.5800017
Tokelau,TKL,2004,1.5331428
Tokelau,TKL,2005,1.4923126
Tokelau,TKL,2006,1.4663962
Tokelau,TKL,2007,1.4439417
Tokelau,TKL,2008,1.420423
Tokelau,TKL,2009,1.3993081
Tokelau,TKL,2010,1.3820022
Tokelau,TKL,2011,1.3770419
Tokelau,TKL,2012,1.3748853
Tokelau,TKL,2013,1.3699604
Tokelau,TKL,2014,1.3721724
Tonga,TON,1990,82.56038
Tonga,TON,1991,83.38369
Tonga,TON,1992,83.94171
Tonga,TON,1993,85.8895
Tonga,TON,1994,87.468185
Tonga,TON,1995,87.275276
Tonga,TON,1996,89.194046
Tonga,TON,1997,92.44635
Tonga,TON,1998,99.09518
Tonga,TON,1999,106.04961
Tonga,TON,2000,106.41854
Tonga,TON,2001,104.40557
Tonga,TON,2002,105.84346
Tonga,TON,2003,107.100136
Tonga,TON,2004,104.09065
Tonga,TON,2005,97.25874
Tonga,TON,2006,97.66962
Tonga,TON,2007,99.02468
Tonga,TON,2008,100.17888
Tonga,TON,2009,102.06529
Tonga,TON,2010,101.51059
Tonga,TON,2011,101.70669
Tonga,TON,2012,101.673645
Tonga,TON,2013,101.69838
Tonga,TON,2014,101.516335
Trinidad and Tobago,TTO,1990,979.73596
Trinidad and Tobago,TTO,1991,976.9029
Trinidad and Tobago,TTO,1992,1006.8962
Trinidad and Tobago,TTO,1993,1050.203
Trinidad and Tobago,TTO,1994,1081.6948
Trinidad and Tobago,TTO,1995,1019.6219
Trinidad and Tobago,TTO,1996,1079.5594
Trinidad and Tobago,TTO,1997,1015.55347
Trinidad and Tobago,TTO,1998,1054.2825
Trinidad and Tobago,TTO,1999,1058.8141
Trinidad and Tobago,TTO,2000,987.9609
Trinidad and Tobago,TTO,2001,988.41534
Trinidad and Tobago,TTO,2002,960.7966
Trinidad and Tobago,TTO,2003,989.40875
Trinidad and Tobago,TTO,2004,962.5472
Trinidad and Tobago,TTO,2005,945.7618
Trinidad and Tobago,TTO,2006,901.1689
Trinidad and Tobago,TTO,2007,898.2807
Trinidad and Tobago,TTO,2008,946.16895
Trinidad and Tobago,TTO,2009,895.58044
Trinidad and Tobago,TTO,2010,890.2401
Trinidad and Tobago,TTO,2011,870.85974
Trinidad and Tobago,TTO,2012,845.6396
Trinidad and Tobago,TTO,2013,871.8127
Trinidad and Tobago,TTO,2014,899.4059
Tunisia,TUN,1990,5483.6284
Tunisia,TUN,1991,5877.6074
Tunisia,TUN,1992,6160.2866
Tunisia,TUN,1993,6451.611
Tunisia,TUN,1994,6563.894
Tunisia,TUN,1995,6912.5654
Tunisia,TUN,1996,7066.1567
Tunisia,TUN,1997,7347.0947
Tunisia,TUN,1998,7554.18
Tunisia,TUN,1999,7678.9526
Tunisia,TUN,2000,7792.498
Tunisia,TUN,2001,7891.74
Tunisia,TUN,2002,7986.8716
Tunisia,TUN,2003,8088.9614
Tunisia,TUN,2004,8169.0654
Tunisia,TUN,2005,8295.284
Tunisia,TUN,2006,8423.154
Tunisia,TUN,2007,8544.032
Tunisia,TUN,2008,8695.975
Tunisia,TUN,2009,8857.484
Tunisia,TUN,2010,9045.569
Tunisia,TUN,2011,9199.053
Tunisia,TUN,2012,9371.978
Tunisia,TUN,2013,9583.172
Tunisia,TUN,2014,9782.222
Turkey,TUR,1990,64628.63
Turkey,TUR,1991,65420.797
Turkey,TUR,1992,66489.414
Turkey,TUR,1993,67639.99
Turkey,TUR,1994,68556.26
Turkey,TUR,1995,69028.086
Turkey,TUR,1996,68419.69
Turkey,TUR,1997,68782.47
Turkey,TUR,1998,67843.68
Turkey,TUR,1999,65053.605
Turkey,TUR,2000,61663.867
Turkey,TUR,2001,63267.457
Turkey,TUR,2002,65542.37
Turkey,TUR,2003,65681.05
Turkey,TUR,2004,65549.516
Turkey,TUR,2005,65198.48
Turkey,TUR,2006,65902.71
Turkey,TUR,2007,67059.27
